0,1,2,3,4,5,6
15:15-16:15,FE-2,Physical Exercise (TVIS),,,,
15:15-15:20,CDR,Mating PHA QD,,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,,Morning Inspection,,,,
06:10-06:40,Post-sleep,,,,,
06:40-07:30,BREAKFAST,,,,,
07:30-07:55,FE-1,Prep for Work,,,,
07:30-08:00,"CDR,FE-2",,,,,
07:55-08:00,FE-1,БСР-ТМ Test,,,,
08:30-08:50,ALTCRISS. OCA Data Downlink,,,,,
08:30-09:30,FE-2,Crew time for ISS adaptation and orientation,,,,
08:30-09:30,CDR,Physical Exercise (TVIS),,,,
08:55-09:10,FE-1,IMS tagup (S-band),,,,
09:30-11:00,CDR,Physical Exercise (RED),,,,
09:55-10:55,FE-2,Physical Exercise (TVIS),,,,
10:55-12:25,Physical Exercise (RED),,,,,
10:55-12:25,FE-1,"Physical Exercise (TVIS), day 4",,,,
12:25-13:25,"Physical Exercise (VELO+RED), day 4",,,,,
13:10-13:25,CDR,O2 Level Check,,,,
13:25-14:25,,LUNCH,,,,
14:25-14:40,CDR,DCS 760 camera config for EVA,,,,
14:25-14:40,FE-2,Pre-EVA Private Medical Conference (S-band),,,,
14:25-15:05,FE-1,Water Sampling Downstream of Elektron Multifiltration Unit (БКО),,,,
14:40-14:55,CDR,Pre-EVA Private Medical Conference (S-band),,,,
14:55-15:40,"CDR,FE-2",AL Config,,,,
15:40-16:25,,EVA tagup with MCC (Ku + S-band),,,,
16:25-17:05,FE-1,СОЖ Maintenance,,,,
16:25-16:35,CDR,Terminate EMU Metox Regeneration,,,,
16:25-16:40,FE-2,Food frequency questionnaire,,,,
16:35-16:40,CDR,HAM Radio Powerdown in SM,,,,
16:40-16:45,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,,,
16:45-17:30,FE-2,Evening work prep,,,,
16:55-17:30,CDR,,,,,
17:05-17:30,FE-1,,,,,
17:30-17:45,,Daily Planning Conference (S-band),,,,
17:45-17:55,CDR,Evening work prep,,,,
17:45-18:10,FE-1,,,,,
17:45-18:00,FE-2,,,,,
17:55-18:00,CDR,DCS battery charging,,,,
18:00-18:30,"CDR,FE-2",Daily Food Prep,,,,
18:10-18:25,FE-1,Setting up PILLE dosimeters for EVA,,,,
18:25-18:45,Daily Food Prep,,,,,
18:30-18:45,"CDR,FE-2",Pre-sleep,,,,
18:45-19:05,,FD / ISS Crew Conference (S-band),,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:05,.,Morning Inspection,,,,
06:05-06:30,Post-sleep,,,,,
06:30-07:40,"CDR,FE-2",EVA - Hygiene Break/Prebreathe BREAKFAST,,,,
06:30-06:55,FE-1,BREAKFAST,,,,
06:55-07:00,Lab Window Shutter Close,,,,,
07:00-07:10,Comm config for EVA,,,,,
07:10-07:40,EVA Hygiene Break/Prebreathe,,,,,
07:40-07:50,.,Post-sleep,,,,
07:50-09:20,Prep for Airlock Campout,,,,,
09:20-09:35,EMU Prep for EVA,,,,,
09:35-10:25,EMU Prebreathe Dry Run,,,,,
10:25-10:55,Crew Lock Depress,,,,,
10:55-11:00,Terminate Prebreathe,,,,,
11:00-11:10,Crew Lock Egress,,,,,
11:10-15:20,FE-1,EVA Support,,,,
11:10-11:50,FE-2,EVA Vent Tool Config,,,,
11:10-11:40,CDR,Port Shunt Jumper Removal,,,,
11:40-12:30,Port Shunt Jumper Vent and Stow,,,,,
11:50-12:15,FE-2,Node2 QD Cap Removal,,,,
12:15-12:30,АPFR Relocation,,,,,
12:30-13:20,"CDR,FE-2",NODE2 Loop B Fluid Tray Removal,,,,
13:20-13:50,NODE2 Loop B Fluid Tray Relocation,,,,,
13:50-14:10,NODE2 Loop B Fluid Tray Install,,,,,
14:10-14:30,NODE2 Loop B Fluid Tray Deployment,,,,,
14:30-15:10,CDR,NODE2 Loop B Fluid Tray Vent,,,,
14:30-15:00,FE-2,Hinge Quick Disconnect Mate and Open,,,,
15:00-15:55,EVA - Node Quick Disconnect Mate and Open,,,,,
15:10-15:55,CDR,EVA - S0 Quick Disconnect Mate and Open,,,,
15:20-16:00,FE-1,СОЖ Maintenance,,,,
15:55-16:10,CDR,EVA - Heater Cable Configuration,,,,
15:55-17:00,FE-2,SARJ Cover 7 Removal,,,,
16:00-16:05,FE-1,EVA Glove Photo Setup,,,,
16:05-17:00,EVA Support,,,,,
16:10-16:20,CDR,CBM cover removal and petal ops,,,,
16:20-17:00,W9303 Deployment. Connecting SSPTS  to РМА2,,,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:05,,Morning Inspection,,,,
06:05-06:30,,Post-sleep,,,,
06:30-07:40,"CDR, FE-2","Breakfast, EVA Hygiene Break/Prebreathe",,,,
06:30-06:55,FE-1,BREAKFAST,,,,
06:55-07:00,LAB window shutter closure,,,,,
07:00-07:10,EVA Comm Config,,,,,
07:10-07:40,EVA Hygiene Break/Prebreathe,,,,,
07:40-07:50,,BREAKFAST,,,,
07:50-09:20,,Airlock Campout Preparation,,,,
09:20-09:35,,EMU Prep for EVA,,,,
09:35-10:25,,EMU Prebreathe Dry Run,,,,
10:25-10:55,,Crew Lock Depress,,,,
10:55-11:00,,Terminate Prebreathe,,,,
11:00-11:10,,Crew Lock Egress,,,,
11:10-11:40,CDR,Starboard NH3 Shunt Jumper Remove,,,,
11:10-11:40,FE-2,EVA Vent Tool Config,,,,
11:10-15:30,FE-1,EVA Support,,,,
11:40-12:00,FE-2,NODE2 Fluid caps removal,,,,
11:40-12:30,CDR,Starboard NH3 Shunt Jumper Vent and Stow,,,,
12:00-12:20,FE-2,EVA - Squib Firing Unit Reconfig,,,,
12:20-13:05,FE-2,NODE2 Loop A Fluid Tray Release,,,,
12:30-13:05,CDR,,,,,
13:05-13:35,"CDR, FE-2",Node22 Loop A Fluid Tray Relocate,,,,
13:35-14:05,NODE2 Loop A Fluid Tray Attachment,,,,,
14:05-14:30,NODE2 Loop A Fluid Tray Deployment,,,,,
14:30-15:10,CDR,NODE2 Loop A Fluid Tray Vent,,,,
14:30-15:10,FE-2,Hinge Quick Disconnect Mate and Open,,,,
15:10-16:20,CDR,EVA - S0 Quick Disconnect Mate and Open,,,,
15:10-16:20,FE-2,EVA - Node Quick Disconnect Mate and Open,,,,
15:30-16:10,FE-1,СОЖ Maintenance,,,,
16:10-16:15,EVA Glove Photo Setup,,,,,
16:15-17:15,EVA Support,,,,,
16:20-17:10,FE-2,NODE2 Port Avionics Config,,,,
16:20-16:40,CDR,EVA - Heater cable Configuration,,,,
16:40-17:15,Mating PMA2 - Node2 Umbilicals,,,,,
17:15-17:30,,Crew Lock Ingress,,,,
17:35-17:40,,Crew Lock Pre-Repress,,,,
17:40-17:50,,Crew Lock Repress,,,,
17:50-19:10,,Post-EVA Activities,,,,
GMT,CREW,ACTIVITY,,,,
03:10-03:20,FE-2,"Morning inspection. Inspection of Circuit Breaker [АЗС]on DC1Power Switch Panel [БВП] and fuses in DC1 Fuse Boxes БПП-30,БПП-36",,,,
03:10-03:15,CDR,Immune - Dry Saliva Sample Collection,,,,
03:10-03:45,FE-1,Post-sleep,,,,
03:10-03:15,FE-2-16,Immune - Dry Saliva Sample Collection,,,,
03:15-03:25,FE-2-16,Morning inspection,,,,
03:15-03:45,CDR,Post-sleep,,,,
03:20-03:50,FE-2,,,,,
03:25-03:55,FE-2-16,,,,,
03:45-04:55,"FE-1, CDR",EVA - Break/Pre-breathe BREAKFAST,,,,
03:50-04:40,FE-2,BREAKFAST,,,,
03:55-04:45,FE-2-16,,,,,
04:40-05:10,FE-2,Prep for Work,,,,
04:45-05:15,FE-2-16,,,,,
05:05-06:25,"CDR,FE-1",EVA Prep,,,,
05:10-05:15,FE-2,HAM Radio Powerdown in SM,,,,
05:15-06:00,FE-2,AmiA filter removal in LAB1O5,,,,
05:20-05:30,FE-2-16,Daily planning conference (VHF),,,,
05:30-06:30,FE-2-16,Physical Exercise (TVIS),,,,
06:00-06:30,FE-2,Removal of insert hose for AmiA filter ops,,,,
06:25-06:40,"CDR,FE-1",EMU purge,,,,
06:30-08:00,"FE-2, FE-2-16",Handover,,,,
06:40-07:30,"FE-1, CDR",Pre-breathe in EMU,,,,
07:30-08:00,"CDR, FE-1",Crew Lock Depress,,,,
08:00-08:05,"CDR, FE-1",Post Depress and A/L Egress,,,,
08:00-08:45,FE-2,PHOSRA-1 coolant sampling,,,,
08:05-08:30,"FE-1, CDR",Crew Lock Egress,,,,
08:05-14:35,FE-2-16,EVA IVA support,,,,
08:30-08:50,"CDR, FE-1",Stow SSPTS cable,,,,
08:50-09:30,CDR,Stow PMA2/LAB Umbilical,,,,
08:50-09:50,FE-1,,,,,
09:30-10:15,CDR,Retrieve Lab CETA Light,,,,
09:35-10:35,FE-2,Physical Exercise (TVIS),,,,
09:50-11:00,FE-1,Temp Stow STBD Tray Avionics,,,,
10:15-11:00,CDR,,,,,
10:35-11:35,FE-2,LUNCH,,,,
11:00-12:00,CDR,Base Band Signal Processor (BSP) Retrieval,,,,
11:00-12:00,FE-1,P1 NTA Bolt Release and Tool Prep,,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,,Morning inspection,,,,
06:10-06:40,Post-sleep,,,,,
06:40-07:30,BREAKFAST,,,,,
07:30-07:45,Daily Planning Conference (S-band),,,,,
07:45-08:15,"FE-1, FE-2",Prep for Work,,,,
07:45-08:00,CDR,Photo/TV setup for PFE footage,,,,
08:00-09:20,CDR,OUM-PFE – hardware installation,,,,
08:15-09:15,FE-2,Crew time for ISS adaptation and orientation,,,,
09:20-10:20,FE-1,"Physical Exercise (VELO+RED), day 2",,,,
09:20-09:50,CDR,OUM-PFE – evaluation protocol,,,,
,FE-2,OUM-PFE – operator,,,,
09:50-10:40,FE-2,OUM-PFE – hardware installation,,,,
09:55-10:25,CDR,Fire Detection and Suppression (FDS) LAB Bacteria Filter and Smoke DetectorInspection,,,,
10:20-11:50,FE-1,"Physical Exercise (TVIS), Day 2",,,,
10:40-11:10,CDR,OUM-PFE – operator,,,,
,FE-2,OUM-PFE – evaluation protocol,,,,
11:10-12:40,CDR,Physical Exercise (RED),,,,
11:10-11:45,FE-2,OUM-PFE deactivation and stowage 1,,,,
11:50-12:50,FE-2,Physical Exercise (TVIS),,,,
12:05-12:25,FE-1,Private Family Conference (Ku + S-band),,,,
12:40-12:45,CDR,OUM-PFE Laptop power down,,,,
12:45-12:50,CDR,Stow video equipment used to film PFE,,,,
12:50-13:50,,LUNCH,,,,
13:50-14:20,Weekly planning conference (S-band),,,,,
14:20-15:40,FE-2,"Inspection of hatch seals in Node1, Node2, A/L",,,,
14:40-15:20,FE-1,Replacement of Laptop RS1 with RS3. Tagup with specialists (S-band),,,,
15:20-15:50,"CDR, FE-1",Skills training for the Shuttle R-Bar Pitch Maneuver,,,,
15:50-15:55,CDR,Downlink images obtained during RPM OBT,,,,
15:55-16:25,,EVA - Decontamination OBT,,,,
16:25-17:10,EVA tagup with MCC (Ku + S-band),,,,,
17:10-17:30,CDR,SODF WARNING BOOK Deployment,,,,
17:35-18:15,FE-1,СОЖ maintenance,,,,
17:50-18:10,FE-2,Start BSA battery charge,,,,
18:10-18:15,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,,
18:15-18:30,FE-2,Private Psychological Conference (Ku + S-band),,,,
18:15-18:45,FE-1,Prep for Work,,,,
18:20-18:30,CDR,Start EMU METOX Regeneration,,,,
18:30-18:45,"FE-2, CDR",Prep for Work,,,,
,GMT,,CREW,,ACTIVITY,
,06:00-06:10,,,,Morning inspection,
,06:10-06:40,,,,Post-sleep,
,06:40-07:30,,,,BREAKFAST,
,07:30-09:10,,FE-2,,CCISS FE2 Hardware Setup,
,07:30-08:30,,CDR,,Physical Exercise (CEVIS),
,08:50-09:05,,,CCISS experiment crew operator,,
,09:05-09:15,,,CCISS Experiment Historical Documentation Photography,,
,09:10-09:30,,FE-2,,Baro data collection for CCISS study,
,10:00-11:30,,,Physical Exercise (RED),,
,10:00-11:30,,FE-1,,"Physical Exercise (TVIS), Day 3",
,10:10-10:30,,CDR,,SODF WARNING BOOK Deployment,
,11:30-12:30,,FE-1,,"Physical Exercise (VELO+RED), day 3",
,11:30-11:55,,FE-2,,CCISS FE2 Combined Study Stow,
,12:35-13:00,,FE-1,,"Set up and conduct TV PAO dedicated to Yaroslavl Region militia officers, 70thAnniversary of V. I. Lobachev, MCC-M Chief",
,12:40-13:40,,FE-2,,LUNCH,
,13:00-14:00,,"FE-1, CDR",,LUNCH,
,13:40-14:10,,FE-2,,Expedition15 crew conference (Ku + S-band),
,14:00-14:40,,FE-1,,СОЖ maintenance,
,15:00-16:00,,FE-2,,Physical Exercise (TVIS),
,15:25-15:40,,FE-1,,Private Medical Conference (Ku + S-band),
,15:30-17:00,,CDR,,Physical Exercise (RED),
,16:50-17:05,,FE-2,,Private Medical Conference (Ku + S-band),
,17:20-17:30,,CDR,,Terminate EMU battery charge,
,17:40-17:55,,,Private Medical Conference (Ku + S-band),,
,18:10-18:15,,FE-1,,Transfer TVIS/RED/CEVIS/HRM data to MEC,
,18:15-18:45,,,,Evening work prep,
,18:45-19:00,,,,Daily Planning Conference (S-band),
,19:00-19:30,,,,Evening work prep,
,19:30-20:00,,,,DINNER,
,20:00-20:30,,,,Daily food prep,
,20:30-21:30,,,,Pre-sleep,
,21:30-06:00,,,,SLEEP,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,"CDR, FE-2",Morning inspection,,,,
06:00-06:10,FE-1,SONOCARD. Experiment (termination),,,,
06:10-06:20,Morning inspection,,,,,
06:10-06:40,"CDR, FE-2",Post-sleep,,,,
06:20-06:50,FE-1,Post-sleep,,,,
06:40-07:30,"CDR, FE-2",BREAKFAST,,,,
06:50-07:30,FE-1,BREAKFAST,,,,
07:30-07:55,FE-2,Prep for Work,,,,
07:30-08:00,"CDR, FE-1",Prep for Work,,,,
07:55-08:00,FE-2,Activation of Centerline Berthing Camera System (CBCS),,,,
08:00-08:15,,Daily Planning Conference (S-band),,,,
08:15-08:30,FE-1,Regeneration of Micropurification unit (БМП) Ф1 cartridge (start),,,,
08:15-08:55,CDR,Vestibule Depress Termination,,,,
08:30-08:45,FE-1,SONOCARD. Copy data on RSE-MED Laptop,,,,
08:45-09:25,ВД1 and ВД2 air duct cleaning in DC-1,,,,,
08:55-09:40,CDR,N1/N2 CBM unberth,,,,
09:00-09:30,FE-2,Starting DOUG software to support SSRMS,,,,
09:25-10:15,FE-1,"ПФ1, ПФ2 Dust Filter Replacement and В1, В2 Fan GrilleCleaning in DC1",,,,
09:40-09:55,FE-2,SSRMS prep,,,,
09:55-10:25,"CDR, FE-2",SSRMS - Node2/PMA2 unberth,,,,
10:15-10:35,FE-1,Cleaning БВН [Heater Fan ] screen in Soyuz,,,,
10:25-11:55,CDR,SSRMS - Node2/PMA2 Stack Relocation,,,,
10:25-12:10,FE-2,SSRMS - Node2/PMA2 Stack Relocation,,,,
10:35-12:05,FE-1,"Physical Exercise (TVIS), Day 3",,,,
11:55-12:10,CDR,CBM Pre-mate Monitoring,,,,
12:05-13:05,FE-1,Familiarization with onboard auxiliary computers and network.Tagup (S-band),,,,
12:10-12:25,"CDR, FE-2",SSRMS maneuver,,,,
12:25-12:40,CDR,CBM LAB/N2 berthing,,,,
12:40-12:45,FE-2,SSRMS stop,,,,
12:45-13:15,CDR,CBM LAB/N2 berthing,,,,
13:05-13:35,FE-1,PAYLOAD SERVER (БСПН). Time sync and log file downlink toground using OCA,,,,
13:15-13:30,FE-2,SSRMS safing,,,,
GMT,CREW,ACTIVITY,,,,
06:00-06:10,.,Morning Inspection,,,,
06:10-06:25,CDR,Biochemical Urine Test,,,,
06:10-06:40,FE-1,Post-sleep,,,,
06:10-06:25,FE-2,Post-sleep,,,,
06:25-06:40,Biochemical Urine Test,,,,,
06:25-06:55,CDR,Post-sleep,,,,
06:40-06:55,FE-1,Biochemical Urine Test,,,,
06:40-06:55,FE-2,Post-sleep,,,,
06:55-07:45,,BREAKFAST,,,,
07:45-08:15,.,Prep for Work,,,,
08:30-10:00,CDR,Physical Exercise (RED),,,,
08:30-09:20,FE-1,Pille Dosimeter Reading,,,,
09:20-09:35,Setting up PILLE dosimeters for EVA,,,,,
09:25-10:25,FE-2,Physical Exercise (TVIS),,,,
10:00-11:00,CDR,Physical Exercise (CEVIS),,,,
10:25-11:55,FE-2,Physical Exercise (RED),,,,
10:25-11:55,FE-1,"Physical Exercise (TVIS), day 4",,,,
11:55-12:55,"Physical Exercise (VELO+RED), day 4",,,,,
12:25-12:55,CDR,DCS 760 camera config for EVA,,,,
12:55-13:55,.,LUNCH,,,,
13:55-14:15,"CDR,FE-2",EMU LIOH Installation,,,,
13:55-14:35,FE-1,СОЖ Maintenance,,,,
14:15-14:20,FE-2,PAO Hardware Setup,,,,
14:20-14:30,"CDR,FE-2",Crew prep for PAO,,,,
14:30-14:50,PAO Event (S + Ku-band),,,,,
14:50-15:35,AL Config,,,,,
14:55-15:10,FE-1,Private Medical Conference (S + Ku-band),,,,
15:15-15:35,IMS Update,,,,,
15:35-16:20,.,EVA tagup with MCC (S+Ku-band),,,,
16:20-16:25,CDR,HAM Radio Powerdown in SM,,,,
16:20-16:30,FE-2,MELFI Stage 10A Icepac Insertion,,,,
16:30-16:35,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,,,
16:40-17:05,FE-1,Evening work prep,,,,
16:50-17:25,CDR,,,,,
16:50-17:10,FE-2,,,,,
17:10-17:25,FE-2,Pre-EVA Private Medical Conference (S + Ku-band),,,,
17:10-17:40,FE-1,Study of Cardiac Bioelectric Activity at Rest (То=17:23). Tagup (VHF),,,,
17:25-17:40,FE-2,Evening work prep,,,,
17:25-17:40,CDR,Pre-EVA Private Medical Conference (S + Ku-band),,,,
17:40-17:55,.,Daily Planning Conference (S-band),,,,
17:55-18:20,FE-2,Evening work prep,,,,
GMT,,CREW,,ACTIVITY,,
06:00-06:10,,,,Morning Inspection,,
06:10-06:40,,,Post-sleep,,,
06:40-07:30,,,BREAKFAST,,,
07:30-08:00,,,Prep for Work,,,
08:00-08:05,,FE-1,,БСР-ТМ Test,,
08:25-08:40,,FE-1,,Post-EVA Pille dosimeter reading,,
08:25-09:55,,CDR,,Physical Exercise (RED),,
08:55-09:55,,FE-2,,Physical Exercise (CEVIS),,
09:50-11:20,,FE-1,,"Physical Exercise (TVIS), Day 2",,
09:55-10:55,,CDR,,Physical Exercise (CEVIS),,
09:55-11:25,,FE-2,,Physical Exercise (RED),,
11:20-12:20,,FE-1,,"Physical Exercise (VELO+RED), Day 2",,
12:20-12:40,,,,Weekly Crew Conference with the ISS Program Management (S-band),,
13:00-14:00,,,LUNCH,,,
14:00-14:15,,CDR,,Final printout of EVA procedures,,
14:15-16:15,,,,EVA procedure review,,
16:15-16:20,,CDR,,Node2 ingress.,,
16:20-17:05,,,,EVA tagup with MCC (Ku + S-band),,
17:05-17:25,,"CDR, FE-2",,EMU LIOH Installation,,
17:15-17:55,,FE-1,,СОЖ MaintenanceИП-1 position verification,,
17:25-17:35,,FE-2,,MELFI Stage 10А Icepack Insertion,,
17:25-17:45,,CDR,,Start BSA battery charge,,
17:35-17:40,,FE-2,,Payload Status Check,,
17:40-17:45,,FE-2,,Transfer TVIS/RED/CEVIS/HRM data to MEC,,
17:45-17:55,,CDR,,Start EMU METOX Regeneration,,
17:45-18:15,,FE-2,,Crew conference,,
17:55-18:15,,FE-1,,IMS update,,
18:15-18:45,,,,Evening work prep,,
18:45-19:00,,,Daily Planning Conference (S-band),,,
19:00-19:30,,,Evening work prep,,,
19:30-20:00,,,DINNER,,,
20:00-20:30,,"FE-1, CDR",,Daily Food Prep,,
20:00-20:15,,FE-2,,,,
20:15-20:30,,FE-2,,Private Family Conference (Ku + S-band),,
20:30-21:30,,,,Pre-sleep,,
21:30-06:00,,,,SLEEP,,
Task List,,FE-1,,Photography of QD screw clamp (with missing spring from the kit ЗВБ 11Ф732.Г4000А1-30 СО1 ЦНС planes 1-4 behind panel 402. Take several snapshots from theside of missing spring) and transfer images to ОСА .,,
GMT,,CREW,,ACTIVITY,,
06:00-06:10,,"FE-1,FE-2",,Morning Inspection,,
06:00-06:20,,CDR,,Nutrition: urine collection,,
06:10-06:40,,FE-1,,Post-sleep,,
06:10-06:30,,FE-2,,Post-sleep,,
06:20-06:30,,CDR,,Nutrition: urine sample 1 insertion in MELFI,,
06:30-06:50,,,NUTR/REP - drawing blood,,,
06:30-06:45,,FE-2CDRoperator,,NUTR/REP - drawing blood for analysis,,
06:40-07:30,,FE-1,,BREAKFAST,,
06:45-06:55,,FE-2,,Post-sleep,,
06:50-07:00,,CDR,,Nutrition: setting up and loading refrigerated centrifuge,,
06:55-07:45,,FE-2,,BREAKFAST,,
07:00-07:10,,CDR,,Nutrition: Refrigerated Centrifuge Config,,
07:10-07:20,,,Morning inspection,,,
07:20-07:40,,,Post-sleep,,,
07:40-08:00,,,Nutrition: blood sample insertion in MELFI,,,
07:50-08:10,,FE-2,,EPO. Procedure Review,,
08:00-08:10,,CDR,,Post-sleep,,
08:10-08:25,,FE-2,,EPO. USL Camcorder Setup,,
08:10-09:00,,CDR,,BREAKFAST,,
08:30-08:40,,FE-2,,HRF2: Refrigerated Centrifuge Config (S-band),,
08:30-09:30,,FE-1,,RS1 Laptop Tests. Tagup with specialists (S-band),,
08:45-09:10,,FE-2,,EPO. Newton's Laws Demonstration  (S+Ku-band),,
09:00-09:10,,CDR,,,,
09:10-10:10,,CDR,,Physical Exercise (CEVIS),,
09:35-09:50,,FE-2,,HRF2 - Refrigerated Centrifuge Test (S-band),,
10:10-11:40,,CDR,,Physical Exercise (RED),,
10:25-10:35,,FE-2,,HRF2: Refrigerated Centrifuge Reset and Clean  (S-band),,
10:25-11:55,,FE-1,,"Physical Exercise (TVIS), day 3",,
11:00-11:10,,FE-2,,MSG: activation,,
11:10-12:10,,,Physical Exercise (CEVIS),,,
11:40-12:00,,CDR,,Nutrition: urine collection,,
11:55-12:55,,FE-1,,"Physical Exercise (VELO+RED), day 3",,
12:00-12:05,,CDR,,Nutrition: urine sample insertion in MELFI,,
12:10-12:15,,FE-2,,HRF2: Refrigerated Centrifuge Deconfig (S-band),,
12:15-12:25,,,HRF2: Refrigerated Centrifuge Clean  (S-band),,,
12:25-12:40,,CDR,,Private Family Conference (S + Ku-band),,
12:55-13:55,,.,,LUNCH,,
13:55-14:10,,CDR,,Private Medical Conference (S + Ku-band),,
GMT,,CREW,,ACTIVITY,,
06:00-06:10,,"CDR, FE-2",,Morning Inspection,,
06:00-06:10,,FE-1,,SONOCARD. Experiment (termination),,
06:10-06:20,,,МО-8. Set-up,,,
06:10-06:20,,CDR,,Calf volume measurement,,
06:10-06:30,,FE-2,,Post-sleep,,
06:20-06:35,,CDR,,Body mass measurement,,
06:20-06:30,,FE-1,,Calf volume measurement,,
06:30-06:40,,FE-2,,,,
06:30-06:40,,FE-1,,Morning Inspection,,
06:35-07:05,,CDR,,Post-sleep,,
06:40-06:55,,FE-1,,,,
06:40-06:55,,FE-2,,Body mass measurement,,
06:55-07:10,,FE-1,,,,
06:55-07:05,,FE-2,,Post-sleep,,
07:05-07:55,,"CDR, FE-2",,BREAKFAST,,
07:10-07:20,,FE-1,,MO-8. Close-out ops,,
07:20-07:30,,,Post-sleep,,,
07:30-08:20,,,BREAKFAST,,,
07:55-08:20,,"CDR, FE-2",,Prep for Work,,
08:20-08:35,,,,Daily Planning Conference (S-band),,
08:35-08:50,,FE-2,,CSLM2 - Close Vacuum Vent 3,,
08:35-09:35,,CDR,,Physical Exercise (TVIS),,
08:35-08:50,,FE-1,,"IRIDIUM phone charging setup, start charge Tagup with specialists (as necessary)",,
08:50-09:05,,,IMS tagup (S-band),,,
08:55-09:55,,FE-2,,Physical Exercise (CEVIS),,
09:05-09:10,,FE-1,,IRIDIUM phone charging - status check,,
09:10-09:25,,,SONOCARD. Copy data on RSE-MED Laptop,,,
09:25-09:30,,,IRIDIUM phone charging - status check,,,
09:35-11:05,,CDR,,Physical Exercise (RED),,
09:45-09:50,,FE-1,,IRIDIUM phone charging - status check,,
09:50-10:00,,,"IRIDIUM phone charging - terminate charge,",,,
09:55-10:10,,FE-2,,CSLM2 - Open Vacuum Vent 4,,
10:00-12:30,,FE-1,,PROFILAKTIKA. Cycle Ergometer experiment. Tagup with specialists (S-band),,
10:15-10:30,,FE-2,,Stow video equipment used for video imagery of exercise on TVIS,,
10:30-10:35,,,Recording TVIS Video to VTR,,,
11:45-13:15,,,Physical Exercise (RED),,,
12:35-12:55,,"CDR, FE-1",,Viewing RPM video,,
12:55-13:25,,,Photo skills training for the Shuttle R-Bar Pitch Maneuver,,,
13:15-13:55,,FE-2,,СОЖ Maintenance,,
13:25-13:55,,FE-1,,Counter Measure System (CMS) Harmful Contaminant measurements in SM. Tagupwith specialists (as necessary) (S-band),,
13:25-13:30,,CDR,,P/TV Image downlink,,
13:30-13:50,,,DCS blank photos,,,
GMT,,CREW,,ACTIVITY,,
06:00-06:10,,,,Morning inspection,,
06:10-06:40,,,Post-sleep,,,
06:40-07:30,,,BREAKFAST,,,
07:30-07:45,,,Prep for Work,,,
07:45-08:00,,,Daily Planning Conference (S-band),,,
08:00-08:15,,,Prep for Work,,,
08:15-09:55,,FE-1,,SM Ventilation System Preventive Maintenance. Group C,,
08:45-10:15,,FE-2,,Physical Exercise (RED),,
