0,1,2,3,4,5,6,7
07:30-10:30,"FE-5,FE-6",,Weekly Housekeeping,,,,
07:30-07:40,FE-2,,KASKAD. Manual Mixing in Bioreactor,,,,
07:30-10:00,FE-3,,Weekly Housekeeping,,,,
09:10-10:10,CDR,,"VELO Exercise, Day 1",,,,
10:00-11:30,FE-3,,ARED Exercise,,,,
10:10-11:10,FE-4,,БД-2 Exercise - Day 4,,,,
10:30-11:30,FE-6,,CEVIS Exercise,,,,
11:10-12:30,FE-2,,БД-2 Exercise - Day 4,,,,
11:30-12:00,FE-3,,Weekly Housekeeping,,,,
11:30-13:00,FE-5,,ARED  Exercise,,,,
11:55-12:10,CDR,,Private Family Conference (Ku+S-band),,,,
12:00-12:05,FE-3,,CGBA - Status Check and Monitor Cleaning,,,,
12:30-13:30,"CDR,FE-2, FE-4",,LUNCH,,,,
13:00-14:00,"FE-3,FE-5, FE-6",,LUNCH,,,,
,,,"СОЖ Maintenance. SM and FGB SVO, Sanitary and Hygienic",,,,
13:30-14:10,FE-2,,"Equipment (СГО), СПКУ АСУ Counter, POTOK Air Purification",,,,
,,,System Data Calldowns,,,,
13:35-13:50,FE-4,,Private Family Conference (Ku+S-band),,,,
14:10-14:20,FE-4,,825М3 battery pack 1 set up for charging and charging start,,,,
14:55-16:05,FE-2,,ARED Exercise,,,,
15:05-16:05,FE-5,,CEVIS Exercise,,,,
15:05-15:20,FE-6,,Private Family Conference,,,,
16:05-17:05,"CDR,FE-2, FE-4",,Video for Roskosmos TV Studio  Video of TV Greetings,,,,
16:05-17:35,FE-6,,ARED Exercise,,,,
16:40-16:55,FE-5,,Private Family Conference,,,,
17:05-17:35,FE-4,,Evening Work Prep,,,,
TIME,CREW,,,ACTIVITY,,,
06:00-06:10,CDR,Morning Inspection. Laptop RS2(1) Reboot,,,,,
06:00-06:10,FE-4,"Morning Inspection. RSS1, RSS2 Reboot",,,,,
06:00-06:10,"FE-2, FE-3",Morning Inspection,,,,,
06:00-06:05,"FE-5, FE-6",Reaction Self Test,,,,,
06:05-06:15,"FE-5, FE-6",Morning Inspection,,,,,
06:10-06:40,"CDR, FE-2, FE-3, FE-4",Post-sleep,,,,,
06:15-06:40,"FE-5, FE-6",Post-sleep,,,,,
,"CDR, FE-3,",,,,,,
06:40-07:30,"FE-4, FE-5,",BREAKFAST,,,,,
,FE-6,,,,,,
06:40-07:30,FE-2,BREAKFAST. SM ПСС (Caution & Warning Panel) Test,,,,,
,,Weekly Housekeeping,,,,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E",,,,,
07:30-09:25,CDR,FGB ЦВ2 Fan Cleaning,,,,,
,,Inspection of Air Conditioner,,,,,
,,Inspection and Cleaning of Auxiliary Computer System (ВКС) Laptops,,,,,
07:30-10:30,FE-4,Weekly Housekeeping.  Cleaning Auxiliary Computer System (ВКС) Laptops,,,,,
,,Weekly Housekeeping.,,,,,
07:30-10:30,FE-2,Cleaning Auxiliary Computer System (ВКС) Laptops БМП,,,,,
,,(Micropurification Unit) Fan Grille Cleaning,,,,,
07:30-07:45,"FE-3, FE-5, FE-6",Daily Planning Conference (S-band),,,,,
07:45-08:05,"FE-3, FE-5, FE-6",Work Prep,,,,,
08:05-08:50,"FE-5, FE-6","Node 2 Nadir/HTV Vestibule Outfitting, Part 2",,,,,
08:05-08:20,FE-3,Linux Server 1 (LS1) Battery Replacement,,,,,
08:50-10:05,"FE-5, FE-6",Node 2 Nadir CBM Controller Panel Assembly (CPA) Removal,,,,,
09:00-10:30,FE-3,ARED Exercise,,,,,
09:25-09:40,CDR,Private Psychological Conference (VHF),,,,,
,,Weekly Cleaning,,,,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E",,,,,
09:40-10:45,CDR,FGB ЦВ2 Fan Cleaning,,,,,
,,Inspection of Air Conditioner,,,,,
,,Inspection and Cleaning of Auxiliary Computer System (ВКС) Laptops,,,,,
10:05-11:20,"FE-5,FE-6","Node 2 Nadir/HTV Vestibule Outfitting, Part 3",,,,,
10:30-10:40,FE-2,CASKAD. Manual Mixing in Bioreactor,,,,,
10:30-12:00,FE-4,БД-2 Exercise - Day 3,,,,,
10:30-11:30,FE-3,CEVIS Exercise,,,,,
,TIME,,,,,,
,06:20-06:30,,,,,,
,06:20-06:30,,,,,,
,,,,,,,
,06:20-06:30,,,,,,
,,,,,,,
,,,,,,,
,06:20-06:35,,,,,,
,,,,,,,
,06:30-07:00,,,,,,
,06:30-06:35,,,,,,
,TIME,,"CREWCDRFE-2FE-3,FE-5,FE-6FE-4.CDR,FE-4,FE-3,FE-5,FE-6FE-2FE-2CDRFE-4,FE-3,FE-5,FE-6.CDR,FE-2,FE-3,FE-4FE-5FE-6CDRFE-2,FE-4FE-3FE-6CDRFE-5FE-3",,"ACTIVITYMorning Inspection.Laptop RS2(1) RebootInspection of СМ-У connector on МНР-НС separator pump behind АСУpanel 139Morning Inspection. SM ПСС [Caution & Warning Panel] TestMorning InspectionMorning Inspection, Laptop RSS1, RSS2 RebootPost-sleepBREAKFASTBREAKFASTStop charging the second Orlan battery pack 825M3 and start charging thesecond pack (#1268861162)CASKAD. Manual Mixing in BioreactorWork PrepDaily Planning Conference (S-band)Work PrepColumbus Front Deck Rack Front RestowCBEF - Removal of MEU B (4)URAGAN. Photo Spectrum System Battery Charge (start)Review of preliminary EVA timeline and ODF. Tag up with specialists (S-band, VHF)Condensate tank connection to condensate evacuation line to lift pressureuntil samplingPsychological Evaluation Program (WinSCAT)Removal of НПМ-4 from [АСН-М] / r/gHRF1- hardware setupCIR - Hardware Teardown",,
,06:00-06:10,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:10-06:40,,,,,,
,,,,,,,
,06:40-07:30,,,,,,
,,,,,,,
,06:40-07:20,,,,,,
,,,,,,,
,,,,,,,
,07:20-07:40,,,,,,
,,,,,,,
,07:30-07:40,,,,,,
,,,,,,,
,07:30-07:40,,,,,,
,,,,,,,
,,,,,,,
,07:40-08:05,,,,,,
,,,,,,,
,08:05-08:15,,,,,,
,08:05-08:30,,,,,,
,,,,,,,
,08:05-08:20,,,,,,
,,,,,,,
,08:15-08:25,,,,,,
,,,,,,,
,08:15-10:15,,,,,,
,,,,,,,
,,,,,,,
,08:15-08:30,,,,,,
,,,,,,,
,08:20-08:50,,,,,,
,08:25-09:25,,,,,,
,,,,,,,
,08:30-08:50,,,,,,
,,,,,,,
,,,,,,,
,08:40-08:50,,,,,,
,,,,,,,
,TIME,,"CREWFE-3, FE-5,FE-6CDRFE-2FE-4CDR, FE-2,FE-4FE-5CDR, FE-2,FE-4FE-6FE-6FE-6CDR, FE-2,FE-4FE-3FE-6FE-5CDR, FE-2,FE-4FE-5FE-5CDR, FE-2,FE-3FE-3FE-3FE-3FE-6CDR, FE-2,FE-4FE-5FE-5CDR",,"ACTIVITYMorning InspectionMorning Inspection.Laptop RS2(1) RebootMorning Inspection.SM ПСС (Caution & Warning Panel) TestMorning Inspection.RSS1, RSS2 RebootPost-sleepBREAKFASTDaily Planning Conference (S-band)Work PrepWork PrepISS-MCC-M TV Interactive TV PAO with the Guests of MAKS-2013International Aviation and Space Salon (То=08:06, Т1, Т2, Т3 activationfrom СПП)MSG - Visual inspection and activationT2 ExerciseINSP3 - Start experiment opsISS-MCC-M TV VIP TV Session with the Guests of MAKS-2013International Aviation and Space Salon (Ku + S-band) Note 5T2 ExerciseARED ExercisePrivate Medical ConferenceISS-MCC-M TV Interactive TV PAO with the Guests of MAKS-2013International Aviation and Space Salon (То=09:43, Т1, Т2, Т3 activationfrom СПП)CIR - Hardware SetupCEVIS ExerciseConference with Search and Rescue Team (ГПСК) (S-band)SSC Relocation in A/LARED ExerciseSSC Setup in A/LUSOS Cargo Pre-pack to be loaded into ТК 708Study of cardiac bioelectric activity at rest (То=11:28). Tagup withspecialists (VHF)INSP3 - Closeout OpsINSP3 - Start experiment opsБД-2 Exercise, Day 4",,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:10-06:40,,,,,,
,,,,,,,
,06:40-07:30,,,,,,
,,,,,,,
,07:30-07:55,,,,,,
,,,,,,,
,,,,,,,
,07:55-08:05,,,,,,
,,,,,,,
,07:55-08:25,,,,,,
,,,,,,,
,08:05-08:45,,,,,,
,,,,,,,
,,,,,,,
,08:25-08:35,,,,,,
,08:25-09:25,,,,,,
,08:35-09:30,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,09:25-10:25,,,,,,
,09:25-10:55,,,,,,
,09:30-09:45,,,,,,
,,,,,,,
,09:40-10:20,,,,,,
,,,,,,,
,,,,,,,
,09:45-09:55,,,,,,
,09:55-10:55,,,,,,
,,,,,,,
,10:25-10:45,,,,,,
,,,,,,,
,10:45-10:55,,,,,,
,10:45-12:15,,,,,,
,10:55-11:15,,,,,,
,10:55-11:55,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,11:10-11:35,,,,,,
,11:35-12:30,,,,,,
,11:50-13:00,,,,,,
TIME,CREW,,,ACTIVITY,,,
06:00-06:10,CDR,Morning Inspection Laptop RS2(1) Reboot,,,,,
06:00-06:10,FE-2,Morning Inspection SM ПСС (Caution & Warning Panel) Test,,,,,
06:00-06:10,FE-4,"Morning Inspection.  RSS1, RSS2 Reboot",,,,,
06:00-06:05,FE-5,Reaction Self Test,,,,,
06:00-06:05,FE-6,Reaction Self Test,,,,,
06:00-06:10,FE-3,Morning Inspection,,,,,
06:05-06:10,"FE-5, FE-6",Morning Inspection,,,,,
06:10-06:55,,Post-sleep,,,,,
06:55-07:20,,Daily Planning Conference (S-band),,,,,
07:20-07:55,,BREAKFAST,,,,,
07:55-08:10,"FE-4, FE-5",Work Prep,,,,,
07:55-08:05,FE-3,WRS Water Sample Analysis,,,,,
07:55-08:15,CDR,Work Prep,,,,,
07:55-08:00,FE-2,Work Prep,,,,,
08:00-08:15,FE-6,JPMRack Front Stowage Replace,,,,,
08:00-08:15,FE-2,EVA Medical Kit Configuration,,,,,
08:05-09:35,FE-3,ARED Exercise,,,,,
08:10-08:30,FE-5,ESA Weekly Crew Conference,,,,,
08:10-08:25,FE-4,Comm management,,,,,
08:15-08:25,FE-2,CASKAD. Manual Mixing in Bioreactor,,,,,
08:15-10:10,CDR,Transfer of urine from two ЕДВ-У and brine from USOS container 1 to ATV-4 WDS tank 1 /,,,,,
08:25-08:45,"FE-2, FE-4",Spacesuit Systems Checkout,,,,,
08:30-08:40,FE-6,PAO Hardware Setup,,,,,
08:30-13:10,FE-5,HTV. Transfer Ops,,,,,
08:40-09:40,FE-6,HTV. Transfer Ops,,,,,
08:45-09:00,"FE-2, FE-4",DC1 БСС [Orlan Interface Unit] Checkout,,,,,
09:00-09:30,"FE-2, FE-4",EVA Gear Donning,,,,,
09:30-09:40,"FE-2, FE-4",ON MCC GO Comm check and medical parameter test,,,,,
09:35-10:35,FE-3,T2 Exercise,,,,,
09:40-09:50,"FE-2,FE-4",Monitoring Orlan and БСС Initial Condition /,,,,,
09:40-09:50,FE-6,Crew Prep for PAO,,,,,
09:50-10:10,FE-6,PAO Event,,,,,
09:50-10:05,"FE-2, FE-4","Entry into Orlan, Seal off Backpacks",,,,,
10:05-10:10,"FE-2, FE-4",Orlan and БСС Controls Checkout,,,,,
10:10-10:15,"FE-2, FE-4",Orlan and БСС Preliminary Leak Check,,,,,
TIME,CREW,,ACTIVITY,,,,
,,Morning Inspection.,,,,,
06:00-06:10,CDR,Laptop RS2(1) Reboot Connector СМ-У inspection on МНР-НС,,,,,
,,behind panel 139 АСУ,,,,,
06:00-06:10,FE-2,Morning Inspection.  SM ПСС (Caution & Warning Panel) Test,,,,,
06:00-06:10,"FE-3, FE-5",Morning Inspection,,,,,
06:00-06:10,FE-4,Morning Inspection.,,,,,
06:00-06:05,FE-6,Reading REMINDER,,,,,
06:05-06:10,FE-6,PRO K Urine PH Test,,,,,
06:10-06:35,FE-5,Post-sleep,,,,,
06:10-06:20,"CDR, FE-2, FE-4",Calf Volume Measurement,,,,,
06:10-06:30,FE-3,Post-sleep,,,,,
06:10-06:30,FE-6,HRF Urine Sample Collection,,,,,
06:20-06:45,CDR,Post-sleep,,,,,
06:20-06:40,FE-4,Post-sleep,,,,,
06:20-06:30,FE-2,МО-8. Setup,,,,,
06:30-07:05,FE-2,Post-sleep,,,,,
06:30-06:35,FE-6,HRF - Sample MELFI Insertion,,,,,
06:30-06:35,FE-3,,,,,,
,,Body Mass Measurement,,,,,
06:35-06:40,FE-5,,,,,,
06:35-07:00,FE-6,HRF - Blood Collection and Centrifuge Activation,,,,,
06:35-07:30,FE-3,BREAKFAST,,,,,
06:40-06:45,FE-4,Body Mass Measurement,,,,,
06:45-07:30,FE-4,BREAKFAST,,,,,
06:45-07:00,FE-5,HRF Blood Draw,,,,,
06:45-06:50,CDR,Body Mass Measurement,,,,,
06:50-07:30,CDR,BREAKFAST,,,,,
07:00-07:05,FE-6,Body Mass Measurement,,,,,
07:00-07:30,FE-5,BREAKFAST,,,,,
07:05-07:10,FE-2,Body Mass Measurement,,,,,
07:05-07:20,FE-6,Morning Inspection,,,,,
07:10-07:20,FE-2,MO-8. Cleanup,,,,,
07:20-07:30,FE-2,BREAKFAST,,,,,
07:20-07:30,FE-6,HRF Refrigerated Centrifuge Configuration,,,,,
07:30-07:55,,Daily Planning Conference (S-band),,,,,
07:55-08:05,"CDR, FE-3",Work Prep,,,,,
07:55-08:05,FE-5,Morning Inspection,,,,,
07:55-08:15,FE-4,Work Prep,,,,,
,TIME,,,,,,
,03:00-03:10,,,,,,
,,,,,,,
,03:00-03:10,,,,,,
,,,,,,,
,03:00-03:15,,,,,,
,03:10-03:40,,,,,,
,03:10-03:15,,,,,,
,TIME,,"CREWCDRFE-2FE-3, FE-5,FE-6FE-4CDRFE-2, FE-4FE-3, FE-5,FE-6CDR, FE-2,FE-4CDRFE-2, FE-4FE-2, FE-4FE-2FE-4FE-3CDRFE-4FE-2FE-3FE-6FE-2CDR, FE-4CDR, FE-4CDRFE-4FE-2FE-3FE-6FE-2",,"ACTIVITYMorning InspectionLaptop RS2(1) RebootMorning InspectionSM ПСС (Caution & Warning Panel) TestMorning InspectionMorning InspectionRSS1, RSS2 RebootPost-sleepBREAKFASTRegeneration of БМП Ф2 Micropurification Cartridge (start)Work PrepWeekly HousekeepingDaily Planning Conference (S-band)Collecting surface samples from SM equipment and structuresPost-EVA debrief. Tagup with specialists (S-band) /Orlan-MK Spacesuit Equipment Stowage after EVAARED ExerciseБД-2 Exercise, Day 4CGBA - Status Check and Monitor CleaningТ2 ExerciseТКГ 420 and DC1 Interface Leak CheckRemoval of Portable Repress Tank (БНП) No. 3 п.1 (001473R) in SM[РО] and stowage in МИМ2_Пт_302ARED ExerciseT2 ExerciseMATRYOSHKA-R. Gathering and Initialization of Bubble-DosimeterDetectors. Tagup with specialists (S-band)DC-СУ Transfer Hatch OpeningON MCC GO Opening of ТКГ-СУ Transfer HatchСОЖ MaintenanceТКГ (DC1) Deactivation, Air Duct InstallationMATRYOSHKA-R. Handover of BUBBLE-dosimeters to USOSRADIN - Radiation Dosimetry Inside ISS-Neutrons Hardware Handoverfrom the Russian CrewARED ExerciseMATRYOSHKA-R. BUBBLE-dosimeter initialization and deployment forexposure. Tagup with specialists (S-band)",,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:10-06:40,,,,,,
,,,,,,,
,06:40-07:30,,,,,,
,,,,,,,
,07:30-07:45,,,,,,
,07:30-07:45,,,,,,
,,,,,,,
,07:30-10:30,,,,,,
,,,,,,,
,,,,,,,
,07:45-08:00,,,,,,
,,,,,,,
,08:00-10:00,,,,,,
,08:00-09:00,,,,,,
,09:00-10:00,,,,,,
,10:00-11:10,,,,,,
,10:00-11:00,,,,,,
,10:30-10:35,,,,,,
,10:40-11:40,,,,,,
,11:00-12:15,,,,,,
,11:10-11:40,,,,,,
,11:10-12:40,,,,,,
,11:40-12:40,,,,,,
,,,,,,,
,12:05-12:40,,,,,,
,,,,,,,
,12:15-12:25,,,,,,
,12:25-12:35,,,,,,
,12:35-13:15,,,,,,
,12:35-13:20,,,,,,
,12:40-12:45,,,,,,
,,,,,,,
,12:40-12:45,,,,,,
,,,,,,,
,12:40-14:10,,,,,,
,12:45-13:30,,,,,,
TIME,CREW,,,ACTIVITY,,,
06:00-06:10,CDR,Morning Inspection.  Laptop RS2(1) Reboot,,,,,
06:00-06:10,FE-2,Biochemical Urine Test,,,,,
06:00-06:10,FE-3,Morning Inspection,,,,,
06:00-06:10,FE-4,"Morning Inspection. RSS1, RSS2 Reboot",,,,,
06:00-06:10,FE-5,HRF - Generic Sample Operations,,,,,
06:00-06:10,FE-6,HRF - Generic Sample Operations,,,,,
06:10-06:20,CDR,Biochemical Urine Test,,,,,
06:10-06:20,FE-2,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,
06:10-06:40,FE-3,Post-sleep,,,,,
06:10-06:20,FE-4,Post-sleep,,,,,
06:10-06:15,"FE-5, FE-6",HRF - Sample MELFI Insertion,,,,,
06:15-06:20,FE-5,Reaction Self Test,,,,,
06:15-07:00,FE-6,BIOME - Questionnaire and sample collection,,,,,
06:20-06:45,FE-2,Post-sleep,,,,,
06:20-06:50,CDR,Post-sleep,,,,,
06:20-06:30,FE-4,Biochemical Urine Test,,,,,
06:20-06:30,FE-5,Morning Inspection,,,,,
06:30-06:50,FE-4,Post-sleep,,,,,
06:30-06:45,FE-5,Biochemical Urine Test,,,,,
06:40-07:30,FE-3,BREAKFAST,,,,,
06:45 - 06:55,FE-2,URYSIS Hardware Stow,,,,,
06:45-07:15,FE-5,Post-sleep,,,,,
06:50-07:40,"CDR, FE-4",BREAKFAST,,,,,
06:55-07:50,FE-2,BREAKFAST,,,,,
07:00-07:05,FE-6,HRF - MELFI Sample Insertion,,,,,
07:05-07:10,FE-6,Reaction Self Test,,,,,
07:10-07:55,FE-6,Post-sleep,,,,,
07:15-07:55,FE-5,BREAKFAST,,,,,
07:30-07:50,FE-3,Work Prep,,,,,
07:40-07:55,CDR,Work Prep,,,,,
07:40-07:50,FE-4,PAO hardware setup,,,,,
07:50-07:55,"FE-2, FE-4",Work Prep,,,,,
07:55-08:20,,Daily Planning Conference (S-band),,,,,
08:20-08:35,,ISS Crew and ГОГУ (RSA Flight Control Team Management) Weekly Conference (S-band),,,,,
08:35-08:45,"CDR, FE-2, FE-4",Crew Prep for PAO,,,,,
,TIME,,"CREWFE-6FE-4FE-3CDRFE-5FE-2FE-5FE-6CDR, FE-2,FE-3, FE-4,FE-6FE-5FE-5FE-5CDR, FE-2,FE-3, FE-4,FE-6FE-5FE-2FE-5CDR, FE-3,FE-4FE-6FE-2FE-4CDRFE-3FE-2FE-5FE-2FE-5FE-2",,,ACTIVITYROK - Urine Sample Collectionorning Inspection.SS2 Rebootisual Inspection of Circuit Breakers [АЗС] on DC1 Power Switch,
,06:00-06:05,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
"Panel (БВП) and Fuses on DC1 Fuse Boxes БПП-30, БПП-36Morning InspectionMorning Inspection.Laptop RS2(1) RebootPROK - Urine Sample CollectionMorning Inspection.SM ПСС (Caution & Warning Panel) TestHRF Urine Sample CollectionReaction Self TestPost-sleepHRF - Urine Sample MELFI InsertionReaction Self TestPost-sleepBREAKFASTBREAKFASTDaily Planning Conference (S-band)Work PrepBREAKFASTWork PrepARED ExerciseCASKAD. Manual Mixing in BioreactorASEPTIC. Photo of Medium before the experimentТКГ 420 Transfers and IMS UpdatesMSPR. Comm checkInstallation and Connection of КЛ-108/109Ц unit in SM. Tagup withspecialists (S-band)Work PrepOn MCC Go Mating КЛ-108/109Ц telemetry connector. Tagup withspecialists (S-band)HD-VCA Activation in Columbus prior to BIOLAB R&RInstallation and connection of КЛ-108/109Ц unit in SM (end) Tagupwith specialists (S-band)",,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:00-06:05,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:05-06:25,,,,,,
,06:05-06:10,,,,,,
,,,,,,,
,06:10-06:40,,,,,,
,,,,,,,
,06:25-06:30,,,,,,
,06:30-06:35,,,,,,
,06:35-07:05,,,,,,
,,,,,,,
,06:40-07:30,,,,,,
,,,,,,,
,07:05-07:30,,,,,,
,07:30-07:55,,,,,,
,,,,,,,
,07:55-08:05,,,,,,
,07:55-08:30,,,,,,
,,,,,,,
,07:55-08:15,,,,,,
,,,,,,,
,07:55-09:25,,,,,,
,08:05-08:15,,,,,,
,08:15-08:55,,,,,,
,08:15-10:00,,,,,,
,08:15-10:15,,,,,,
,,,,,,,
,08:15-08:45,,,,,,
,,,,,,,
,08:30-08:50,,,,,,
,,,,,,,
,08:45-08:55,,,,,,
,,,,,,,
,08:50-09:00,,,,,,
,,,,,,,
,08:55-09:45,,,,,,
,,,,,,,
,TIME,,"CREWCDRFE-2FE-3FE-4FE-5FE-6FE-2, FE-3,FE-4FE-5, FE-6CDRFE-5, FE-6FE-5, FE-6FE-2, FE-3,FE-4CDRFE-5, FE-6CDRFE-2, FE-3,FE-4FE-6CDRFE-3FE-4, FE-5,FE-6FE-2FE-3FE-5FE-6CDR, FE-2,FE-4FE-3CDR, FE-2,FE-4FE-6FE-3CDR",,"ACTIVITYKHROMATOMASS. Experiment Setup / r/g 3315Morning Inspection.Laptop RS2(1) RebootSM ПСС (Caution & Warning Panel) TestMorning InspectionMorning Inspection.RSS1, RSS2 RebootHRF - Generic Sample OperationsHRF - Generic Sample OperationsPost-sleepHRF - Sample Insertion into MELFIKHROMATOMASS. Saliva and Blood CollectionMorning InspectionPost-sleepBREAKFASTPost-sleepBREAKFASTBREAKFASTWork PrepBIOME - Questionnaire Data EntryDaily Planning Conference (S-band)Work PrepGLACIER 4 Desiccant Pack SwapТК 709 Kazbek Fit CheckPAO hardware setup /ROBONAUT- Camcorder SetupEHS MCD Water ProcessingWork PrepCrew Prep for PAORobonaut Taskboard SetupISS-MCC TV  Interactive TV PAO with the Guests of MAKS-2013International Aviation and Space Salon (S + Ku-band)Ocular Health (OH) Cardiac OperationsROBONAUT - Hardware SetupKHROMATOMASS. Closeout Ops",,
,06:00-06:15,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
