0,1,2,3,4,5,6,7
09:05-09:15,FE-5,Ultrasound - Scanning Prep,,,,,
09:15-09:45,FE-5,Ultrasound - Ultrasound Scan - Assistance,,,,,
09:15-09:45,FE-6,Ultrasound Scan - Subject,,,,,
09:45-09:50,FE-6,Ultrasound - End Exam,,,,,
09:50-10:00,FE-6,Ultrasound Data Export,,,,,
09:55-11:15,FE-5,ARED Exercise,,,,,
10:00-10:10,CDR,On MCC Go PAYLOAD SERVER (БСПН). Mating connectors. Tagup with specialists,,,,,
TIME,CREW,,ACTIVITY,,,,
06:00-06:10,CDR,Morning Inspection,,,,,
06:00-06:10,FE-1,Morning Inspection. Laptop RS1(2) Reboot,,,,,
06:00-06:05,FE-2,Acoustic Dosimeter Reminder,,,,,
06:00-06:05,FE-4,Reading ARED Exercise Photo/Video Reminder,,,,,
06:00-06:05,FE-5,IVA - Reading Routine Clothes Reminder,,,,,
06:00-06:05,FE-6,Reading REMINDER,,,,,
06:05-06:15,FE-2,Morning Inspection. Laptop RSS2 Reboot,,,,,
06:05-06:15,FE-4,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,
06:05-06:10,FE-5,IVA - Reading Exercise Clothes Reminder,,,,,
06:05-06:10,FE-6,Reading Acoustic Dosimeter Reminder,,,,,
06:10-06:40,"CDR, FE-1",Post-sleep,,,,,
06:10-06:15,FE-5,Reading REMINDER,,,,,
06:10-06:15,FE-6,Reading ARED Exercise Photo/Video Reminder,,,,,
06:15-06:40,"FE-2, FE-4",Post-sleep,,,,,
06:15-06:20,FE-5,Reading REMINDER,,,,,
06:15-06:25,FE-6,Morning Inspection,,,,,
06:20-06:30,FE-5,Morning Inspection,,,,,
06:25-06:35,FE-6,ENERGY - Power up and Warm up,,,,,
06:30-06:50,FE-5,Post-sleep,,,,,
06:35-07:05,FE-6,ENERGY - Urine Sample Collection,,,,,
06:40-07:30,"CDR, FE-1",BREAKFAST,,,,,
06:40-07:50,FE-2,SPLANH. Experiment Ops Tagup with specialists,,,,,
06:40-07:30,FE-4,BREAKFAST,,,,,
06:50-07:30,FE-5,BREAKFAST,,,,,
07:05-07:20,FE-6,ENERGY - Instrument Warm up Check,,,,,
07:20-07:30,FE-6,ENERGY - Water Sampling,,,,,
07:30-07:50,"CDR, FE-1, FE-4",Work Prep,,,,,
07:30-07:40,FE-5,Work Prep,,,,,
07:30-07:50,FE-6,"Post-sleep, Breakfast",,,,,
07:40-07:50,FE-5,SPRINT - Power up and Warm up,,,,,
07:50-08:15,.,Daily Planning Conference (S-band),,,,,
08:15-08:35,CDR,Acoustic Dosimeter Setup,,,,,
08:15-08:25,FE-1,Charging GoPro HERO3 Camcorder Battery - start,,,,,
08:15-09:05,FE-2,BREAKFAST,,,,,
08:15-08:40,FE-4,MATRYOSHKA-R. Monitoring Lulin-5 readings,,,,,
08:15-08:25,FE-5,FMK Deployment Ops,,,,,
08:15-09:15,FE-6,ENERGY - Subject Oxygen Uptake Measurement,,,,,
,TIME,,,,,,
,,,,,,,
,06:00-06:05,,,,,,
TIME,CREW,,ACTIVITY,,,,
06:00-06:05,CDR,Reading REMINDER,,,,,
06:00-06:10,FE-1,Morning Inspection. Laptop RS1(2) Reboot,,,,,
06:00-06:10,FE-2,Morning Inspection. Laptop RSS2 Reboot,,,,,
06:00-06:10,FE-4,Morning Inspection,,,,,
06:00-06:05,FE-5,IVA - Reading Routine Clothes Reminder,,,,,
06:00-06:05,FE-6,REMINDER - Reading Reminder,,,,,
06:05-06:20,CDR,HRF - Generic Sample Operations,,,,,
06:05-06:10,FE-5,IVA - Reading Exercise Clothes Reminder,,,,,
06:05-06:10,FE-6,IVA - Reading Routine Clothes Reminder,,,,,
06:10-06:40,"FE-1, FE-2, FE-4",Post-sleep,,,,,
06:10-06:15,FE-5,REMINDER - Reading Reminder,,,,,
06:10-06:15,FE-6,IVA - Reading Exercise Clothes Reminder,,,,,
06:15-06:25,FE-5,Morning Inspection,,,,,
06:15-06:20,FE-6,Reading REMINDER,,,,,
06:20-06:25,CDR,HRF - Urine Sample MELFI Insertion,,,,,
06:20-06:35,FE-6,HRF - Generic Sample Operations,,,,,
06:25-06:45,CDR,HRF Urine Sample Collection,,,,,
06:25-06:45,FE-5,Post-sleep,,,,,
06:35-06:40,FE-6,HRF - Urine Sample MELFI Insertion,,,,,
06:40-07:30,"FE-1, FE-2",BREAKFAST,,,,,
06:40-07:30,FE-4,BREAKFAST. SM ПСС (Caution & Warning Panel) Test,,,,,
06:40-06:50,FE-6,Morning Inspection,,,,,
06:45-06:50,CDR,HRF - Urine Sample MELFI Insertion,,,,,
06:45-07:30,FE-5,BREAKFAST,,,,,
06:50-07:00,CDR,Morning Inspection,,,,,
06:50-07:10,FE-6,Post-sleep,,,,,
07:00-07:25,CDR,Post-sleep,,,,,
07:10-07:55,FE-6,BREAKFAST,,,,,
07:25-08:15,CDR,BREAKFAST,,,,,
,,Weekly Housekeeping,,,,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E",,,,,
07:30-10:00,FE-1,FGB ЦВ2 Fan Cleaning,,,,,
,,Inspection of Air Conditioner,,,,,
,,Cleaning Auxiliary Computer System (ВКС) Laptops / r/g 1141,,,,,
,,Weekly Housekeeping  (),,,,,
07:30-09:00,FE-2,БМП (Micropurification Unit) Fan Grille Cleaning,,,,,
,,Cleaning Auxiliary Computer System (ВКС) Laptops,,,,,
07:30-10:30,FE-4,Weekly Housekeeping  Cleaning Auxiliary Computer System (ВКС) Laptops,,,,,
TIME,CREW,ACTIVITY,,,,,
05:30-05:40,FE-1,Morning Inspection. Laptop RS1(2) Reboot,,,,,
05:30-05:40,FE-2,Morning Inspection. Laptop RSS2 Reboot,,,,,
05:40-06:20,FE-1,BREAKFAST,,,,,
05:40-06:20,FE-2,Post-sleep,,,,,
06:00-06:05,CDR,Reading REMINDER,,,,,
06:00-06:15,FE-4,CHROMATOMASS. Experiment Setup,,,,,
06:00-06:05,"FE-5, FE-6",IVA - Reading Routine Clothes Reminder,,,,,
06:05-06:20,CDR,HRF - Generic Sample Operations,,,,,
06:05-06:10,"FE-5, FE-6",IVA - Reading Exercise Clothes Reminder,,,,,
06:10-06:15,"FE-6, FE-5",REMINDER - Reading Reminder,,,,,
06:15-06:45,FE-4,CHROMATOMASS. Saliva and Blood Collection,,,,,
06:15-06:25,FE-5,Morning Inspection,,,,,
06:15-06:20,FE-6,Reading REMINDER,,,,,
06:20-06:25,CDR,HRF - Urine Sample MELFI Insertion,,,,,
06:20-07:20,"FE-1, FE-2",ТК 712 Motion Control System (СУД) Test Prior To Undocking,,,,,
06:20-06:35,FE-6,HRF - Generic Sample Operations,,,,,
06:25-06:30,CDR,Morning Inspection,,,,,
06:25-06:40,FE-5,Post-sleep,,,,,
06:30-07:00,CDR,HRF - Activation of Refrigerated Centrifuge,,,,,
06:35-06:40,FE-6,HRF - Urine Sample MELFI Insertion,,,,,
06:40-06:55,FE-5,HRF - Blood collection assistance,,,,,
06:40-06:50,FE-6,Morning Inspection,,,,,
06:45-06:55,FE-4,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,
06:50-07:10,FE-6,Post-sleep,,,,,
06:55-07:30,FE-4,Post-sleep,,,,,
06:55-07:05,FE-5,Post-sleep,,,,,
07:00-07:20,CDR,Post-sleep,,,,,
07:05-07:30,FE-5,BREAKFAST,,,,,
07:10-07:25,FE-6,BREAKFAST,,,,,
07:20-07:30,CDR,HRF Refrigerated Centrifuge Configuration,,,,,
07:20-07:30,FE-1,Post-sleep,,,,,
07:25-07:30,FE-6,ENERGY Diet Log of Breakfast,,,,,
07:30-07:55,.,Daily Planning Conference (S-band),,,,,
07:55-08:00,CDR,BREAKFAST,,,,,
07:55-08:25,FE-1,Post-sleep,,,,,
07:55-08:40,FE-2,BREAKFAST,,,,,
07:55-08:35,FE-4,BREAKFAST,,,,,
TIME,CREW,,ACTIVITY,,,,
06:00-06:05,CDR,Reading REMINDER,,,,,
06:00-06:55,FE-1,PARODONT-2. Sampling,,,,,
,,Morning Inspection. Laptop RS1(2) Reboot,,,,,
06:00-06:10,FE-2,,,,,,
,,Laptop RSS2 Reboot,,,,,
,,Inspection of СМ-У Connector on МНР-НС separator pump behind АСУ,,,,,
06:00-06:10,FE-4,panel 139,,,,,
,,SM ПСС (Caution & Warning Panel) Test,,,,,
06:00-06:05,"FE-6, FE-5",Reading REMINDER,,,,,
06:05-06:10,"CDR, FE-6",Reading REMINDER,,,,,
06:05-06:10,FE-5,IVA - Reading Routine Clothes REMINDER,,,,,
06:10-06:25,CDR,HRF- Generic Sample Operations,,,,,
06:10-06:40,"FE-2, FE-4",Post-Sleep,,,,,
06:10-06:15,FE-5,IVA - Reading Exercise Clothes Reminder,,,,,
06:10-06:15,FE-6,Urine Collection Reminder,,,,,
06:15-06:25,FE-5,Morning Inspection,,,,,
06:15-06:20,FE-6,IVA - Reading Exercise Clothes Reminder,,,,,
06:20-06:25,FE-6,IVA - Reading Routine Clothes REMINDER,,,,,
06:25-06:30,CDR,HRF- MELFI Sample Insertion,,,,,
06:25-06:45,FE-5,Post-Sleep,,,,,
06:25-06:40,FE-6,HRF- Generic Sample Operations,,,,,
06:30-06:40,CDR,Morning Inspection,,,,,
06:40-07:15,CDR,Post-Sleep,,,,,
06:40-07:15,"FE-2, FE-4",BREAKFAST,,,,,
06:40-06:45,FE-6,HRF- MELFI Sample Insertion,,,,,
06:45-07:15,FE-5,BREAKFAST,,,,,
06:45-07:05,FE-6,HRF – Urine Sample Collection,,,,,
06:55-07:15,FE-1,BREAKFAST,,,,,
07:05-07:10,FE-6,HRF- MELFI Sample Insertion,,,,,
07:10-07:15,FE-6,Morning Inspection,,,,,
07:15-07:40,.,Daily Planning Conference (S-band),,,,,
07:40-08:15,CDR,BREAKFAST,,,,,
07:40-08:20,FE-1,BREAKFAST,,,,,
07:40-08:00,FE-2,Work Prep,,,,,
07:40-07:55,FE-4,BREAKFAST,,,,,
07:40-07:45,FE-5,SPHERES – Battery Charge,,,,,
07:40-07:45,FE-6,ENERGY – Diet Log (Breakfast),,,,,
07:45-08:00,FE-5,BREAKFAST,,,,,
07:45-08:00,FE-6,Post-Sleep,,,,,
,TIME,,"CREWCDRFE-5FE-6CDRFE-5, FE-6CDRFE-5, FE-6CDRFE-5, FE-6CDRCDR, FE-5,",,,ACTIVITYIVA - Reading Exercise Clothes ReminderReading Circadian Rhythms Experiment ReminderReading Skin B Experiment ReminderIVA - Reading Routine Clothes ReminderMorning InspectionMorning Inspection.,
,06:00-06:05,,,,,,
,06:00-06:05,,,,,,
,06:00-06:05,,,,,,
,06:05-06:10,,,,,,
,06:05-06:10,,,,,,
,,,,,,,
,,,Laptop RS1(2) Reboot,,,,
,06:10-06:20,,,,,,
,,,Laptop RSS2 Reboot,,,,
,,,,,,,
,,SM ПСС (Caution & Warning Panel) TestPost-sleepPost-sleepBREAKFASTBREAKFAST,,,,,
,06:10-06:40,,,,,,
,06:20-06:50,,,,,,
,06:40-07:30,,,,,,
,06:50-07:30,,,,,,
,,,,,,,
,07:30-07:45,,Daily Planning Conference (S-band),,,,
,,"FE-6CDRFE-5FE-5, FE-6CDRFE-5, FE-6CDRCDRCDRCDRFE-5FE-5, FE-6CDRCDR, FE-5,",,,,,
,,Work PrepNINJA - Update Password documentCQ Laptop PowerdownBACKUP. Voice check in S/G1 from BaikonurDRAGON – IngressChannel О2 ИК0501 sensor adjustment. Uout = 2.72VSpX-4 Air Sampling using АК-1М sampler prior to Air Duct InstallationСТТС Configuration for MRM1Mounting ТБУ-В into the frame behind MRM1 panel 205 МИМ1 andconnecting to Payload Complement (КЦН) Systems Power Panel (ППС).Tagup with specialistsDragon Hatch Open PhotosDRAGON Transfer OpsRestore Nominal Comm Configuration,,,,,
,07:45-08:00,,,,,,
,07:50-07:55,,,,,,
,07:55-08:05,,,,,,
,08:00-08:10,,,,,,
,08:05-09:05,,,,,,
,08:10-08:40,,,,,,
,08:45-09:00,,,,,,
,09:00-09:05,,,,,,
,,,,,,,
,09:05-10:05,,,,,,
,,,,,,,
,09:05-09:15,,,,,,
,09:15-10:15,,,,,,
,10:05-10:10,,,,,,
,,,,,,,
,10:15-10:30,,Dragon Delta Emergency Procedure Drill,,,,
,FE-6CDRFE-5FE-6FE-6CDRFE-6FE-5CDR,,,,,,
,,VIZIR. Experiment Ops. Tagup with specialistsECLSS.. Wastewater Storage Tank Assembly (WSTA) FillDRAGON Transfer OpsCell Mechanosensing 2 Sample PreparationVIRTUAL. Experiment Ops Tagup with specialistsARED ExerciseCEVIS ExerciseOTKLIK. Hardware Check,,,,,
,10:30-11:20,,,,,,
,10:30-10:45,,,,,,
,10:30-10:40,,,,,,
,10:40-11:20,,,,,,
,11:20-12:40,,,,,,
,11:20-12:50,,,,,,
,11:45-12:55,,,,,,
,12:40-12:55,,,,,,
TIME,CREW,,ACTIVITY,,,,
06:00-06:05,CDR,Reading REMINDER,,,,,
06:00-06:10,FE-1,Morning Inspection. Laptop RS1(2) Reboot,,,,,
06:00-06:10,FE-2,Morning Inspection. Laptop RSS2 Reboot,,,,,
06:00-06:10,FE-4,Morning Inspection,,,,,
06:00-06:05,FE-5,IVA - Reading Routine Clothes Reminder,,,,,
06:00-06:05,FE-6,REMINDER - Reading Reminder,,,,,
06:05-06:10,CDR,Urine Collection Reminder,,,,,
06:05-06:10,FE-5,IVA - Reading Exercise Clothes Reminder,,,,,
06:05-06:10,FE-6,IVA - Reading Routine Clothes Reminder,,,,,
06:10-06:25,CDR,HRF - Generic Sample Operations,,,,,
06:10-06:40,"FE-1, FE-2, FE-4",Post-sleep,,,,,
06:10-06:15,FE-5,REMINDER - Reading Reminder,,,,,
06:10-06:15,FE-6,IVA - Reading Exercise Clothes Reminder,,,,,
06:15-06:25,FE-5,Morning Inspection,,,,,
06:15-06:20,FE-6,Reading REMINDER,,,,,
06:20-06:35,FE-6,HRF - Generic Sample Operations,,,,,
06:25-06:30,CDR,HRF - Urine Sample MELFI Insertion,,,,,
06:25-06:45,FE-5,Post-sleep,,,,,
06:30-06:50,CDR,HRF Urine Sample Collection,,,,,
06:35-06:40,FE-6,HRF - Urine Sample MELFI Insertion,,,,,
06:40-07:30,"FE-1, FE-2",BREAKFAST,,,,,
06:40-07:30,FE-4,BREAKFAST. SM ПСС Test (after breakfast),,,,,
06:40-07:00,FE-6,HRF Urine Sample Collection,,,,,
06:45-07:30,FE-5,BREAKFAST,,,,,
06:50-06:55,CDR,HRF - Urine Sample MELFI Insertion,,,,,
06:55-07:05,CDR,Morning Inspection,,,,,
07:00-07:05,FE-6,HRF - Urine Sample MELFI Insertion,,,,,
07:05-07:35,CDR,Post-sleep,,,,,
07:05-07:15,FE-6,Morning Inspection,,,,,
07:15-07:45,FE-6,Post-sleep,,,,,
07:35-08:25,CDR,BREAKFAST,,,,,
07:45-08:35,FE-6,BREAKFAST,,,,,
08:35-08:40,FE-6,ENERGY Diet Log of Breakfast,,,,,
09:00-10:00,FE-4,"БД-2 Exercise, Day 2",,,,,
09:00-10:10,FE-5,T2 Exercise,,,,,
09:35-09:50,КЭ,Private Medical Conference,,,,,
10:00-11:30,FE-4,ARED Exercise,,,,,
,TIME,,"CREWCDRFE-5FE-6CDRFE-5CDRFE-5, FE-6CDRFE-5, FE-6CDR.CDRFE-5FE-6FE-6FE-6FE-5CDRFE-5CDRFE-6CDRFE-6FE-6CDRFE-6FE-5CDRFE-6FE-5CDRFE-6",,ACTIVITYIVA - reading reminder on exercise clothes wearREMINDER – reading reminder on UltrasoundMorning InspectionIVA - reading reminder on casual wearMorning InspectionMorning Inspection,,
,,,,,,,
,06:00-06:05,,,,,,
,,,,,,,
,06:00-06:05,,,,,,
,,,,,,,
,06:00-06:10,,,,,,
,,,,,,,
,06:05-06:10,,,,,,
,,,,,,,
,06:05-06:10,,,,,,
,,,,,,,
,,,,,,,
,,,Laptop RS1(2) rebootLaptop RSS2 rebootTesting ПСС СМ,,,,
,06:10-06:20,,,,,,
,,,,,,,
,,"Inspect [СМ-У] cnctr on [МНР-НС] behind panel 139 [АСУ]Morning InspectionMorning InspectionBreakfastBreakfastDaily planning conference (S-band)Work prepWork prepWork prepMSPR-ZEBRA. Rack setup and activationARED exerciseUSND2 – equipment setup and activation[В3] fan grilles cleaning in DC1SPRINT- ultrasound examination[ВД1] and [ВД2] airducts cleaning in DC1SPRINT – experiment run – assistCleaning of ventilation grilles on FGB interior panels (items 116, 316, 231,",,,,,
,,,,,,,
,06:10-06:40,,,,,,
,,,,,,,
,06:20-06:50,,,,,,
,,,,,,,
,06:40-07:30,,,,,,
,,,,,,,
,06:50-07:30,,,,,,
,,,,,,,
,07:30-07:45,,,,,,
,,,,,,,
,07:45-08:15,,,,,,
,,,,,,,
,07:45-08:15,,,,,,
,,,,,,,
,07:45-08:00,,,,,,
,,,,,,,
,08:00-08:10,,,,,,
,,,,,,,
,08:10-09:40,,,,,,
,,,,,,,
,08:15-08:45,,,,,,
,,,,,,,
,08:20-09:20,,,,,,
,,,,,,,
,09:15-11:20,,,,,,
,,,,,,,
,09:20-09:50,,,,,,
,,,,,,,
,09:40-10:00,,,,,,
,,,,,,,
,,,,,,,
,09:50-11:10,,,,,,
"431)XF305- camcorder setupEquipment reconfiguration for AQH experiment, Part 1Replacement of filters in [ПС1], [ПС2] dust collectors in FGB(ФГБ1ПГО_4_419_1. Install dust collectors No008109 (00049952R) andNo008110 (00049953R). Update IMS)Private medical conferenceUSND2- close out ops and equipment stow[ВЕЛО-1] exerciseT2 exerciseCEVIS exerciseIVA - reading reminder on exercise clothes wear\Equipment reconfiguration for AQH experiment, Part 2",,,,,,,
,,,,,,,
,,,,,,,
,10:00-10:05,,,,,,
,,,,,,,
,10:05-10:50,,,,,,
,,,,,,,
,,,,,,,
,11:10-12:00,,,,,,
,,,,,,,
,,,,,,,
,11:45-12:00,,,,,,
,,,,,,,
,11:50-12:05,,,,,,
,,,,,,,
,12:00-13:00,,,,,,
,,,,,,,
,12:00-13:00,,,,,,
,,,,,,,
,12:05-13:15,,,,,,
,,,,,,,
,13:00-13:05,,,,,,
,,,,,,,
,13:00-13:45,,,,,,
TIME,CREW,ACTIVITY,,,,,
06:00-06:10,CDR,Morning Inspection. Laptop RS1(2) Reboot  Laptop RSS2 Reboot SM ПСС (Caution & Warning Panel) Test,,,,,
06:00-06:05,FE-5,ENERGY-C10R Reminder,,,,,
06:00-06:05,FE-6,ENERGY-10-A Reminder,,,,,
06:05-06:10,FE-5,Morning Inspection,,,,,
06:05-06:10,FE-6,IVA - Reading Exercise Clothes Reminder,,,,,
06:10-06:40,"CDR, FE-6",Post-sleep,,,,,
06:10-06:35,FE-5,Post-sleep,,,,,
06:35-07:10,FE-5,BREAKFAST,,,,,
06:40-07:30,"CDR, FE-6",BREAKFAST,,,,,
07:10-08:05,FE-5,ECLSS Recycle Tank Remove and Replace,,,,,
07:30-08:00,CDR,Work Prep,,,,,
07:30-07:40,FE-6,SSCV5 - MSPR ELT Terminal Activation,,,,,
07:40-08:00,FE-6,Work Prep,,,,,
08:00-08:05,FE-6,ISERV - Opening Window Shutter,,,,,
08:05-08:20,,Daily Planning Conference (S-band),,,,,
08:20-08:35,,ISS crew and ГОГУ (RSA Flight Control Management Team) weekly conference,,,,,
08:35-08:50,CDR,IMS Tagup (S-band),,,,,
08:35-09:00,FE-5,BREAKFAST,,,,,
08:35-08:40,FE-6,ENERGY Diet Log of Breakfast,,,,,
08:40-08:50,FE-6,CPCG - Sample Transfer,,,,,
08:50-08:55,CDR,Comm config for conference from MRM1,,,,,
08:50-10:05,FE-6,ARED - Cable R&R,,,,,
08:55-09:35,CDR,Search for connector #10Ю-Х10А-2 in MRM1. Tagup with specialists,,,,,
09:00-09:15,FE-5,Work Prep,,,,,
09:15-09:50,FE-5,ARED - Cable R&R,,,,,
09:35-09:40,CDR,Comm reconfig for nominal ops in MRM1,,,,,
09:40-10:20,CDR,IDENTIFIKATSIYA. Copy ИМУ-Ц micro-accelerometer data to laptop,,,,,
09:50-10:05,FE-5,WRS Filling Recycle Filter Tank Assembly from EDV,,,,,
10:05-11:25,FE-5,CEVIS Exercise,,,,,
10:05-10:15,FE-6,SSCV5 - MSPR ELT Terminal Deactivation,,,,,
10:15-10:25,FE-6,ATV - Pressurization Initiation,,,,,
10:20-12:10,CDR,SM Ventilation System Preventive Maintenance. Group В1,,,,,
10:25-10:40,FE-6,CUCU - Activation,,,,,
10:40-11:00,FE-6,HAM Radio Session,,,,,
11:00-11:05,FE-6,SHD - Space Headaches Weekly Questionnaire,,,,,
11:05-11:10,FE-6,ENERGY - Water Sample Collection,,,,,
11:10-11:30,FE-6,ENERGY - Urine Sample Collection,,,,,
TIME,CREW,,ACTIVITY,,,,
06:00-06:05,CDR,Reading REMINDER,,,,,
06:00-06:10,FE-1,Morning Inspection. Laptop RS1(2) Reboot,,,,,
06:00-06:10,FE-2,Morning Inspection. Laptop RSS2 Reboot,,,,,
06:00-06:10,FE-4,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,
06:00-06:05,"FE-5, FE-6",IVA - Reading Routine Clothes Reminder,,,,,
06:05-06:10,CDR,Reading REMINDER,,,,,
06:05-06:10,"FE-5, FE-6",IVA - Reading Exercise Clothes Reminder,,,,,
06:10-06:25,CDR,HRF - Generic Sample Operations,,,,,
06:10-06:30,FE-1,Post-sleep,,,,,
06:10-06:40,"FE-2, FE-4",Post-sleep,,,,,
06:10-06:15,"FE-6, FE-5",Reading REMINDER,,,,,
06:15-06:25,FE-5,Morning Inspection,,,,,
06:15-06:30,FE-6,HRF - Generic Sample Operations,,,,,
06:25-06:30,CDR,HRF - Urine Sample MELFI Insertion,,,,,
06:25-06:45,FE-5,Post-sleep,,,,,
06:30-06:40,CDR,Morning Inspection,,,,,
06:30-07:40,FE-1,SPLANH. Experiment Ops Tagup with specialists,,,,,
06:30-06:35,FE-6,HRF - Urine Sample MELFI Insertion,,,,,
06:35-06:40,FE-6,Reading REMINDER,,,,,
06:40-07:05,CDR,Post-sleep,,,,,
06:40-07:30,FE-2,BREAKFAST,,,,,
06:40-07:30,FE-4,BREAKFAST.,,,,,
06:40-06:50,FE-6,Morning Inspection,,,,,
06:45-07:30,FE-5,BREAKFAST,,,,,
06:50-07:10,FE-6,Post-sleep,,,,,
07:05-07:50,CDR,BREAKFAST,,,,,
07:10-07:50,FE-6,BREAKFAST,,,,,
07:30-08:00,"FE-2, FE-4, FE-5",Work Prep,,,,,
07:40-08:00,FE-1,BREAKFAST,,,,,
07:50-08:00,CDR,Work Prep,,,,,
07:50-07:55,FE-6,ENERGY Diet Log of Breakfast,,,,,
07:55-08:00,FE-6,Work Prep,,,,,
08:00-08:25,.,Daily Planning Conference (S-band),,,,,
08:25-08:50,CDR,SPRINT - Power up and Warm up,,,,,
08:25-08:45,FE-1,BREAKFAST,,,,,
08:25-09:05,FE-2,Crew Departure Prep,,,,,
08:25-09:25,FE-4,Checking CAN-interface cable connection to БКПИН unit. Tagup with,,,,,
,TIME,,,"CREWCDR, FE-6FE-1FE-2FE-4FE-5CDRFE-5, FE-6CDRFE-1, FE-2, FE-",,"ACTIVITYReading REMINDERMorning Inspection. Laptop RS1(2) RebootMorning Inspection. Laptop RSS2 Reboot / r/g 1009, step 1Morning Inspection. SM ПСС (Caution & Warning Panel) TestREMINDER - Reading ReminderMorning InspectionIVA - Reading Exercise Clothes ReminderHRF - Generic Sample Operations",
,06:00-06:05,,,,,,
,06:00-06:10,,,,,,
,06:00-06:10,,,,,,
,06:00-06:10,,,,,,
,06:00-06:05,,,,,,
,06:05-06:10,,,,,,
