0,1,2
14:50-15:05,FE-1,DCS 760 EVA Camera Config
15:00-16:50,FE-2,DAIU Troubleshooting
15:05-15:20,FE-1,DCS 760 camera config for EVA
15:35-17:00,CDR,"Inspection of the Working Compartment (PO) shell and ring behind panels 130,134,135,138 and TVIS"
15:50-16:50,FE-1,Physical Exercise (RED)
16:50-17:00,PAO hardware setup,
17:00-17:10,,Crew prep for PAO
17:10-17:30,,Crew photo
17:32-18:10,,Crew Conference (Ku + S-band)
18:10-19:10,,LUNCH
19:10-19:30,FE-2,DAIU Activation and Voice Checks
19:10-21:10,FE-1,FGB СУД Hardware Teardown (М-34-11)
19:10-20:10,CDR,"Inspection of the Working Compartment (PO) shell and ring behind panels 130,134,135,138 and TVIS"
19:30-20:30,FE-2,DAIU Activation and Voice Checks
20:10-21:10,CDR,"Physical Exercise (VELO+RED), Day 1"
20:30-21:45,FE-2,Physical Exercise (TVIS)
21:30-21:35,CDR,Transfer TVIS/RED/CEVIS/HRM data to MEC
21:35-22:35,"FE-1, CDR",EVA procedure review
21:45-22:35,FE-2,
22:35-22:50,,Daily Planning Conference (S-band)
22:50-23:05,,Daily food prep
23:05-23:20,FE-2,Private Medical Conference (Ku + S-band)
23:05-23:35,"CDR, FE-1",DINNER
23:20-23:35,FE-2,
23:35-00:35,,Pre-sleep
00:35-09:05,,Sleep
Task List,FE-1,GSF-JAXA. ТБУ temperature monitoring (in the morning)
GMT,CREW,ACTIVITY
06:00-06:10,"CDR, FE-1",Morning Inspection
06:00-06:25,FE-2,Nutrition: urine collection and sample insertion into MELFI
06:10-06:40,"CDR, FE-1",Post-sleep
06:25-06:55,FE-2,
06:40-07:30,"CDR, FE-1",BREAKFAST
06:55-07:45,FE-2,
07:30-07:45,"CDR, FE-1",Prep for Work
07:45-08:00,,Daily Planning Conference (S-band)
08:00-08:10,FE-1,Prep for Work
08:00-08:20,FE-2,
08:00-10:35,CDR,Removal of Progress 360 Kurs A hardware
08:10-10:35,FE-1,
08:20-08:40,FE-2,NUTR. Stowing urine sampling kit
08:40-10:10,Physical Exercise (CEVIS),
10:10-11:10,Physical Exercise (RED),
10:35-10:45,"CDR, FE-1",IP-telephone Conference between ISS crew and MIR Bathyscaph
10:45-11:40,"CDR,FE-1 пом",Orthostatic stability evaluation with LBNP (То = 11:17). Tagup with specialists(VHF)
11:10-11:40,FE-2,A/L smoke detector inspection
11:40-12:15,Lab smoke detector inspection,
11:40-11:55,"CDR,FE-1",IMS tagup (S-band)
11:55-12:15,CDR,IMS Update
,FE-1,PLANTS-1. Data collection and downlink
12:15-13:15,"FE-1,CDR пом",Orthostatic stability evaluation with LBNP (То=12:51). Tagup with specialists(VHF)
12:15-12:45,FE-2,Inspection of Node-1 smoke detector
12:45-13:15,Scheduled maintenance of Compound Specific Analyzer- Combustion Products(CSA-CP),
13:15-13:45,STS 118/13A.1 EVA conference (Ku + S-band),
13:15-14:15,"CDR, FE-1",LUNCH
13:45-14:45,FE-2,
14:15-14:55,FE-1,СОЖ Maintenance
14:15-15:15,CDR,Hardware prepack for return on Shuttle flight 13A.1
14:45-17:15,FE-2,
14:55-15:20,FE-1,SM and FGB air sampling using АК-1М sampler
15:15-15:30,CDR,Activation of Soyuz 220 Gas Analyzer
15:20-15:30,FE-1,SM air sampling for FREON using АК-1М sampler
15:30-15:45,SM air sampling using ИПД samplers,
16:00-17:30,CDR,Physical Exercise (TVIS) day 2
16:45-17:45,FE-1,Physical Exercise (RED)
17:25-17:35,FE-2,CWC audit
17:30-18:30,CDR,"Physical Exercise (VELO + RED), Day 2"
17:35-17:50,FE-2,Rebooting all PCS (weekly)
17:45-19:15,FE-1,"Physical Exercise (TVIS), Day 2"
17:50-17:55,FE-2,SSC file server reboot
17:55-18:00,OCA SSC router reboot,
18:00-18:30,Evening work prep,
18:30-18:45,Grab Sample Container (GSC) ops,
18:45-19:15,Evening work prep,
19:10-19:15,CDR,Transfer of TVIS/RED/CEVIS data to MEC
19:15-19:30,,Daily Planning Conference (S-band)
19:30-20:00,DINNER,
20:00-20:30,Daily food prep,
20:30-21:30,Pre-sleep,
21:30-06:00,SLEEP,
Task List,"CDR, FE-1",RS ISS Audit in the current day work area
RS ISS Module Photo/Video,,
FE-1,PLANTS-1. Payload status check,
GMT,CREW,ACTIVITY
11:35-12:35,,"Morning inspection, Post-sleep, Breakfast"
12:35-12:55,FE-2,Prep for Work
12:35-13:05,"CDR, FE-1",Prep for Work
12:55-13:00,FE-2,LAB Window Shutter Closure
13:00-13:05,FE-2,RWS Cable Connect
13:05-13:20,,Morning Planning Conference (S-band)
13:20-13:50,"CDR, FE-1",Photo/TV equipment set up check
13:20-13:35,FE-2,Prep for Work
13:35-15:35,FE-2,Physical Exercise (TVIS) per joint flight plan
13:50-13:55,FE-1,On-Board Training of RPM (R-Bar Pitch Maneuver) Skills
13:55-14:35,FE-1,Stimul-01 НЧ operation test. Tagup with specialists (S-band)
14:35-14:50,CDR,СОГС АОК ГАНК-4М data readout
14:50-16:20,CDR,Physical Exercise (TVIS) per joint flight plan
15:20-15:25,FE-1,Elektron shutdown
15:25-16:25,FE-1,Physical Exercise (RED)
15:35-16:25,FE-2,IWIS installation
16:25-16:50,FE-2,LUNCH
16:25-17:00,"CDR, FE-1",LUNCH
16:50-16:55,FE-2,Video activation for RPM
16:55-17:00,FE-2,Camera timer set up for Orbiter approach
17:00-17:05,"CDR, FE-1",RPM documentation preparation
17:05-17:20,"CDR, FE-1",Filming of Shuttle Approach RPM maneuver
17:05-17:10,FE-2,Camera timer activation for Orbiter approach
17:20-17:25,CDR,Preparing Orbiter approach images for downlink
17:30-17:50,FE-2,P/TV Docking Video
17:30-17:50,FE-1,PMA2 Arrival Config
18:15-18:45,FE-2,Post-docking hatch leak check
18:20-18:25,FE-1,Audio config for docking
18:20-19:20,CDR,Physical Exercise (RED)
18:25-19:40,FE-1,Physical Exercise (TVIS) per joint flight plan
19:20-19:30,CDR,RPM Maneuver Camera Deactivation
19:30-20:00,"CDR, FE-2,",Transfer Hatch Opening.
19:40-20:00,FE-1,Air sampling using АК-1М sampler
20:00-20:05,,WELCOME CEREMONY
20:05-20:30,,Safety Briefing
20:30-20:35,CDR,Prep of Orbiter approach images for downlink
20:30-20:50,FE-2,SSRMS maneuver to S5 pre-grapple position
20:30-20:55,FE-1,IWIS removal
20:55-21:25,FE-1,EMU transfer to ISS
21:05-21:20,FE-2,Questionnaire - journal entry
21:10-21:40,CDR,Configure DCS Camera used for EVA
21:20-21:35,FE-2,S5 Grapple for hand-off
21:25-21:35,FE-1,Installation of REBA batteries in EMU
21:35-22:05,FE-2,Equipment Lock config
22:05-23:05,FE-2,Configure for Shuttle to supply O2 to ISS PBA ports
22:05-22:20,FE-1,REBA powered equipment test
22:05-22:25,CDR,IMS update
22:30-23:10,CDR,СОЖ Maintenance. ИП-1 position verification
22:45-23:15,FE-1,Elektron activation and temperature monitoring on Secondary Combustion Unit [БД]
23:15-23:20,FE-1,Transfer TVIS/RED/CEVIS/HRM data to MEC
23:15-23:20,CDR,Removal of hard drive on the Shuttle after RPM data downlink
23:20-00:20,,EVA procedure review
00:20-00:35,,Daily Planning Conference (S-band)
00:35-01:05,,Evening work prep
01:05-01:35,,DINNER
01:35-02:05,,Daily Food Prep
02:05-03:05,,Pre-sleep
03:05-11:35,,SLEEP
Task List,FE1,GCF-JAXA. ТБУ temperature check
GMT,CREW,ACTIVITY
06:00-06:10,,Morning Inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-10:30,FE-2,Weekly Housekeeping
,"CDR, FE-1","Weekly HousekeepingCleaning Fan В3 grilles in DC1, grilles in ВПрК and ВПхО and ВдПрК"
10:40-10:45,FE-1,ТБУ (Universal Bioengineering Thermostat). Hardware activation in the thermostaticmode set at + 20 degrees
10:45-11:00,,Tagup w/specialists regarding Shuttle (R-Bar Pitch) maneuver photo/video (S-band)
11:00-12:00,CDR,"Physical Exercise (VELO + RED), Day 4"
11:00-12:30,FE-2,Physical Exercise (CEVIS)
11:35-13:05,FE-1,"Physical Exercise (TVIS), Day 4"
13:05-14:05,,LUNCH
14:05-14:35,,Weekly Planning Conference (S-band)
14:35-15:15,CDR,СОЖ Maintenance
14:35-14:50,FE-2,Food frequency questionnaire
15:35-16:35,FE-2,Physical Exercise (RED)
16:45-18:15,CDR,"Physical Exercise (TVIS), Day 4"
16:45-17:45,FE-1,"Physical Exercise (VELO + RED), Day 4"
16:50-17:05,FE-2,Private family conference (Ku + S-band)
18:00-19:00,FE-2,Evening work prep
18:05-19:05,FE-1,
18:15-19:15,CDR,
19:00-19:15,FE-2,Pre-sleep
19:05-19:10,FE-1,Transfer of TVIS/RED/CEVIS data to MEC
19:15-19:30,,Daily Planning Conference (S-band)
19:30-20:00,,DINNER
20:00-20:30,,Daily food prep
20:30-21:30,"CDR, FE-1",Pre-sleep
20:33-20:48,FE-2,Crew Discretionary Conference (Ku+ S -band)
20:48-21:05,FE-2,Pre-sleep
21:05-21:10,FE-2,HAM radio setup
21:10-21:20,FE-2,HAM radio session
21:20-21:30,FE-2,Pre-sleep
21:30-09:00,,SLEEP
Task List,FE-1,PLANTS-1. Payload status check
GMT,CREW,ACTIVITY
10:35-10:45,"CDR,FE-1",Morning Inspection
10:35-11:05,FE-2,Post-sleep
10:45-11:15,"CDR,FE-1",Post-sleep
11:05-11:55,FE-2,BREAKFAST
11:15-12:05,"CDR,FE-1",BREAKFAST
11:55-12:25,FE-2,EVA - pause/pre-breathe
12:05-12:10,"CDR,FE-1",Prep for Work
12:10-12:25,Daily Planning Conference (S-band),
12:25-12:50,Prep for Work,
12:25-13:55,FE-2,Prep for EVA
12:50-12:55,CDR,HAM radio powerdown in FGB
13:20-14:50,FE-1,"Physical Exercise (TVIS), Day 1"
13:35-13:50,CDR,PWR transfer to Shuttle
13:50-15:20,Hardware transfers,
13:55-14:10,FE-2,EMU purge
14:10-15:00,Pre-breathe in EMU,
14:50-15:50,FE-1,"Physical Exercise (VELO), Day 1"
15:05-15:30,FE-2,Crew Lock depress
15:20-16:50,CDR,Installation of Radiation Area Monitors
15:30-15:35,FE-2,Terminate pre-breathe
15:40-15:50,Terminate BSA battery charge.,
15:50-17:35,CMG R&R,
16:15-16:30,FE-1,Water sampling
16:30-17:10,,
17:10-17:20,,
17:35-18:35,.,LUNCH
18:35-21:55,FE-2,CMG R&R
18:35-19:15,FE-1,"СОЖ Maintenance СВО, СП, Potok [Air Purification System] data calldowns.ИП-1 position verification"
18:35-18:50,CDR,"Motorola phone charging: setup, start charge. Tagup with specialists asnecessary (S-band)"
19:05-19:10,Motorola phone charging - status check,
19:15-20:15,FE-1,Inspection of areas behind panel 206-220 in DC1
19:25-19:30,CDR,Motorola phone charging - status check
19:45-19:50,Motorola phone charging - status check,
19:50-20:00,"Motorola phone charging - terminate charging, cleanup",
20:10-21:40,"Physical Exercise (TVIS), Day 1",
20:15-21:15,FE-1,Inspection of areas behind  DC1 panel 301
21:15-21:35,IMS update,
21:40-22:40,CDR,"Physical Exercise (VELO), Day 1"
21:35-22:00,FE-1,Pre-EVA Crew Health Status - prep
21:55-22:00,FE-2,Preliminary Crew Lock repress
22:00-22:15,Crew Lock Repress,
22:00-22:20,FE-1,Evening work prep
22:15-23:40,FE-2,Post-EVA ops
22:20-22:50,FE-1,PDGF2 transfer on SSRMS
22:40-22:45,CDR,Transfer TVIS/RED/CEVIS/HRM data to MEC
22:45-23:05,Evening work prep,
22:50-23:00,FE-1,Evening work prep
23:00-23:30,Daily Food Prep,
23:05-23:20,CDR,Evening work prep
23:20-23:50,Daily Food Prep,
23:30-23:50,FE-1,EMU battery charge (start)
23:40-23:45,FE-2,EVA photo downlink
23:50-00:05,.,Daily Planning Conference (S-band)
00:05-00:35,"CDR,FE-1",DINNER
00:05-00:20,FE-2,Daily Food Prep
00:20-00:40,Crew requested event (Ku+S-band),
00:40-01:05,DINNER,
00:35-01:35,"CDR,FE-1",Pre-sleep
01:05-01:35,FE-2,Pre-sleep
01:35-10:05,.,SLEEP
Task list,FE-1,"GCF-JAXA. ТБУ temperature monitoring, report to MCC (to be conducted in themorning)"
GMT,CREW,ACTIVITY
09:00-09:10,,Morning Inspection
09:10-09:30,,Post-sleep
09:30-10:20,,BREAKFAST
10:20-10:35,,Daily Planning Conference (S-band)
10:35-10:45,,Post-sleep
10:45-12:15,FE-2,Physical Exercise (CEVIS)
10:45-11:10,CDR,Prep for Work
10:45-11:00,FE-1,Regeneration of Micropurification Unit (БМП) Absorption Cartridge Ф2 (start)
11:00-11:30,FE-1,Prep for Work
11:10-13:00,CDR,BRI R&R. Tagup with specialists (S-band)
11:30-12:00,FE-1,3DPC Audit behind FGB Panel 417
12:15-13:15,FE-2,Physical Exercise (RED)
12:20-12:35,FE-1,Replace ИК0501 СО2 Filter Unit (БФ) / (Use СО2 БФ #054 b/c 005632RСМ1РО_4_449_1 white bag III-1 248-22. Stow removed СО2 БФ unit for return)
13:00-13:50,"CDR, FE-1(assists)",Study of Cardiovascular System Under Graded Physical Load. (То=13:25) Tagupwith specialists (VHF)
13:15-13:25,FE-2,SWAB - sample kit unstow and preparation
13:45-13:55,FE-2,SWAB - temp stow/preparation
13:50-14:35,"CDR, FE-1",БОК-3 R&R Procedure review. Tagup with specialists (S-band)
14:15-14:25,FE-2,SWAB - temp stow/preparation
14:35-15:25,"CDR (assists),FE-1",Study of Cardiovascular System Under Graded Physical Load. (То=14:59) Tagupwith specialists (VHF)
14:45-14:55,FE-2,SWAB - temp stow/preparation
15:15-15:25,FE-2,SWAB - air sample and equipment stow
15:25-16:10,"CDR, FE-1",БОК-3 R&R Procedure review. Tagup with specialists (S-band)
15:25-16:10,FE-2,Microbial Air Sampler (MAS) Kit Sample Collection
16:10-17:10,,LUNCH
17:10-18:10,FE-1,Cable Preparation. Tagup with specialists (S-band)
17:10-17:50,CDR,Filling EDV [KOB] for Elektron (from SM Rodnik БВ1)
17:10-18:25,FE-2,Surface Sample Kit (SSK) Collection/Incubation
17:50-18:30,CDR,СОЖ maintenance. ИП-1 position verification
18:10-18:30,FE-1,IMS update
18:25-18:35,FE-2,SWAB - unstow
18:30-20:00,FE-1,"Physical Exercise (TVIS), Day 4"
18:35-20:15,FE-2,Node surface water and air biochemistry samples
19:15-19:30,CDR,Evening work prep
19:30-20:30,CDR,"Physical Exercise (VELO + RED), Day 4"
20:00-20:30,FE-1,Evening work prep
20:15-20:30,FE-2,"Stow surface, water, and air samples and kit"
20:30-22:00,CDR,"Physical Exercise (TVIS), Day 4"
20:30-21:00,FE-2,Psychological evaluation program (WinSCAT)
20:30-21:30,FE-1,Physical Exercise (RED)
21:00-21:30,FE-2,Portable Breathing Apparatus (PBA) and Portable Fire Extinguisher (PFE)inspection.
21:30-22:00,FE-1,Evening work prep
21:30-21:45,FE-2,Questionnaire - journal entry (FE-2)
21:45-21:55,FE-2,Report prep
21:55-22:00,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC
22:00-22:15,.,Daily Planning Conference (S-band)
22:15-22:30,FE-1,Daily food prep
22:15-22:30,CDR,Evening work prep
,FE-2,Report prep
22:30-23:00,.,DINNER
23:00-23:15,FE-1,БМП Ф2 Absorption Cartridge Regeneration (termination)
23:00-23:30,"CDR, FE-2",Daily food prep
23:15-23:30,FE-1,Daily food prep
23:30-00:30,,Pre-sleep
00:30-09:00,,SLEEP
Task List,"CDR, FE-1",RS ISS Audits in work areas
,RS ISS Module Photo/Video,
FE-1,"Inspection of areas behind DC1 panel 301, SM panels 206—220",
GCF-JAXA. ТБУ temperature check,,
PLANTS-1. Payload status check,,
GMT,CREW,ACTIVITY
06:00-06:10,.,Morning Inspection
06:10-06:40,.,Post-sleep
06:40-07:30,.,BREAKFAST
07:30-07:45,.,Daily Planning Conference (S-band)
07:45-08:15,FE-2,Prep for Work
07:45-09:00,CDR,PNEVMOCARD. Experiment ops
07:45-08:00,FE-1,On MCC GO Regeneration of Micropurification Unit (БМП) Absorption CartridgeФ1 (start)
08:00-08:30,FE-1,Prep for Work
08:15-08:20,FE-2,Connecting DCP Power Cable
08:20-09:50,FE-2,Physical Exercise (CEVIS)
08:55-10:10,FE-1,PNEVMOCARD. Experiment ops
09:00-10:00,CDR,"Physical Exercise (VELO+RED), day 3"
09:50-09:55,FE-2,Scheduled inspection of RED
09:55-10:55,FE-2,Physical Exercise (RED)
10:00-10:40,CDR,СОЖ Maintenance
10:10-10:30,FE-1,INFRASOUND. Equipment set up and noise level measurement in [РО1] (old ВТ1fan). Tagup as necessary (S-band)
10:30-10:50,FE-1,Removal of SM Interior Panels 204-205
10:50-11:10,FE-1,INFRASOUND. Measuring old ВТ1 fan noise (refrain from conversations duringmeasurements )
11:00-11:10,FE-2,MELFI. Equipment transfers
11:10-12:10,FE-1,INFRASOUND. Removal of old fan and installation of new ВТ1 fan. Tagup asnecessary (S-band+VHF)
11:15-12:15,CDR,Configuring Laptop3 software to collect raw data during a 2-week АСН test. Tagup(VHF + S-band)
11:20-12:10,FE-2,DOUG Software Review
12:10-13:00,FE-2,SSRMS ops
12:10-12:30,FE-1,INFRASOUND. Measuring new ВТ1 noise  (refrain from conversations duringmeasurements )
12:15-13:15,CDR,"Configuring Laptop3 to download АСН-М raw test data. Tagup (VHF, S-band)"
12:30-12:50,FE-1,Removal of SM Interior Panels 204-205
12:50-13:00,FE-1,INFRASOUND. Measuring РО1 noise with new ВТ1 fan running (refrain fromconversations during measurements )
13:00-13:15,FE-1,INFRASOUND. Transfer SLM data to MEC
13:00-13:15,FE-2,EPO - Plant Photos
13:15-14:15,.,LUNCH
14:15-14:25,FE-2,PAO hardware setup/prep
14:15-14:25,FE-1,INFRASOUND. Sound meter closeout ops.  Tagup as necessary (S-band)
14:25-14:35,.,Crew prep for PAO
14:35-14:55,.,PAO event (S+Ku-band)
14:55-15:55,FE-1,"Progress 361 unloading and IMS updates (ПЗУ ЮА114М, etc.)"
14:55-16:25,CDR,"Replacing АСУ Е-К container and E-K hose (Install #601012, b/c 00046820RФГБ1ПГО_4_417_1; Discard the old E-K container)"
14:55-15:55,FE-2,SSRMS ops
15:55-17:55,FE-2,Node1 transfers
15:55-16:30,FE-1,Evening work prep
16:25-16:45,CDR,IMS Update
16:30-18:00,FE-1,"Physical Exercise (TVIS), day 3"
16:45-17:45,CDR,Evening work prep
17:50-19:20,CDR,"Physical Exercise (TVIS), day 3"
17:55-18:10,FE-2,Power panel reconfig to connect CBCS
18:00-19:00,FE-1,Physical Exercise (RED)
18:10-18:25,FE-2,Questionnaire - journal entry
18:25-18:45,FE-2,On Orbit Debrief   to discuss Transfers during Joint Mission (S-band)
18:45-19:15,FE-2,Evening work prep
19:00-19:25,FE-1,Daily Food Prep
19:15-19:25,FE-2,Daily Food Prep
19:20-19:25,CDR,Transfer of TVIS/RED/CEVIS data to MEC
19:25-19:40,.,Daily Planning Conference (S-band)
19:40-20:00,FE-2,DINNER
19:40-20:10,"CDR,FE-1",DINNER
20:00-20:15,FE-2,Private Family Conference (S + Ku-band)
20:10-20:40,CDR,Daily food prep
20:15-20:30,FE-2,Daily food prep
20:15-21:15,FE-1,Pre-sleep
20:30-21:30,FE-2,Pre-sleep
20:40-21:30,CDR,Pre-sleep
21:15-21:30,FE-1,БМП Ф1 Absorption Cartridge Regeneration (termination)
21:30-06:00,.,SLEEP
Task List,FE-1,GSF-JAXA. ТБУ temperature monitoring (in the morning)
Get-AheadTasks,CDR or FE-1,Inspection of areas behind panels 206-220
CDR,RS ISS Audit,
RS ISS Module Photo/Video,,
GMT,CREW,ACTIVITY
09:00-09:10,,Morning Inspection
09:10-09:40,,Post-sleep
09:40-10:30,,BREAKFAST
10:30-10:45,,Daily Planning Conference (S-band)
10:45-10:55,FE-1,Prep for Work
10:45-11:00,CDR,Prep for Work
10:45-12:15,FE-2,Physical Exercise (TVIS)
10:55-11:10,FE-1,Regeneration of Micropurification Unit (БМП) Absorption Cartridge Ф1 (start)
11:00-11:05,CDR,LAB Window Shutter Closure
11:05-11:15,CDR,DCS battery charging
11:10-11:15,FE-1,PCMCIA card formatting
11:15-14:15,"CDR, FE-1",ISS Emergency Descent Training. Tagup with specialists. (S-band)
12:15-13:15,FE-2,Physical Exercise (RED)
13:15-13:20,FE-2,Prep for Work
13:20-13:25,FE-2,HAM radio setup
13:25-13:35,FE-2,HAM radio session
13:35-13:45,FE-2,Prep for Work
