12:10-13:10,.,,LUNCH,
,,,"Replacing АСУ Wring Collector (СОТ #92 п.8, 00038273R,",
13:10-13:50,FE-2,,,
,,,"ФГБ1ПГО_2_225_1, discard the removed #88)",
13:10-13:25,CDR,,DC1 Air Duct Disassembly (do not remove B3 fan),
13:10-13:25,FE-1,,Comm config for suited run,
13:25-13:45,,,Orlan systems check-out during suited run,
,"CDR,FE-1",,,
13:45-14:00,,,БСС [Orlan Interface Unit] checkout,
13:50-14:20,FE-2,,EMU cooling loop scrub (terminate),
14:00-14:30,"CDR,FE-1",,EVA gear donning,
14:20-15:20,FE-2,,Crew return prep,
14:30-15:00,,,Comm check and medical telemetry test,
15:00-15:15,,,"Orlan ingress, sealing off backpacks",
,"CDR,FE-1",,,
15:15-15:20,,,Orlan and БСС controls check-out,
15:20-15:25,,,Orlan and БСС preliminary leak check,
15:20-16:20,FE-2,,STS 13А EVA Procedure Review,
15:25-15:40,,,Orlan fit check at Orlan pressure = 0.4,
,"CDR,FE-1",,,
15:40-16:55,,,Suited translation exercise,
16:20-16:50,FE-2,,Start BSA battery charge,
16:50-18:20,FE-2,,Physical Exercise (TVIS),
16:55-17:25,"CDR,FE-1",,Orlan egress,
17:25-17:35,FE-1,,Post-exercise comm. reconfig for nominal ops,
17:35-19:35,"CDR,FE-1",,"Post-exercise closeout ops, air duct assembly",
18:20-18:25,,,Transfer TVIS/RED/CEVIS/HRM data to MEC,
18:25-18:55,,,СОЖ Maintenance,
,FE-2,,,
18:55-19:30,,,Evening work prep,
19:30-20:00,,,Daily Food Prep,
,,,Installation of spacesuit replaceable elements before EVA Post DC1 Ops In-,
19:35-20:15,"CDR,FE-1",,,
,,,Flight Comm Procedures,
20:00-20:30,FE-2,,,
,,,DINNER,
20:15-20:45,"CDR,FE-1",,,
20:30-21:30,FE-2,Pre-sleep,,
20:45-21:30,"CDR,FE-1",,,
21:30-06:00,.,SLEEP,,
Task List,"CDR,FE-1",IMS Update,,
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning inspection (Inspection of Circuit Breakers [АЗС] and Fuses in DC1),,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:55,,Prep for Work,,
07:55-08:10,,Daily Planning Conference (S-band),,
08:10-08:30,CDR,Crew time for ISS adaptation and orientation,,
,FE-1,Prep for Work,,
08:10-08:15,,,,
,,EMCH - activation,,
,FE-2,,,
08:15-08:55,,EMCH - operations,,
,,Disconnect СКВ1 БТА [Heat Exchanger] from Compressor and Condenser Unit.,,
08:20-09:50,FE-1,,,
,,Tagup with specialists (S-band),,
08:30-10:00,CDR,"Physical Exercise (TVIS), day 2",,
08:55-09:10,,SLEEP - Actiwatch set up,,
09:10-09:40,FE-2,SLEEP - data upload and initialization of one Actiwatch device,,
09:40-09:55,,SLEEP - Actiwatch stow,,
,,On MCC Go Demate СКВ1 БТА (Heat Exchangers Unit) telemetry data,,
09:50-10:00,FE-1,,,
,,connector from БИТС2-12. Tagup with specialists (S-band),,
09:55-10:20,FE-2,EMCH - operations,,
,"CDR, FE-",,,
10:00-11:30,,Removal of Heat Exchangers Unit [БТА]. Tagup with specialists (S-band),,
,1,,,
10:20-10:25,,EMCH - deactivation,,
10:25-10:35,,Temperature monitoring on secondary purification unit after Elektron activation,,
10:55-11:00,FE-2,Utility Outlet Panel (UOP) 5 power down,,
11:00-11:05,,HRF1 - rack power down,,
11:05-12:05,,Physical Exercise (RED),,
11:30-13:00,FE-1,"Physical Exercise (TVIS), day 2",,
11:30-12:25,CDR,FGB ЦВ1 and ЦВ2 fan screen cleaning,,
12:05-12:10,,CHeCs Rack power down,,
,FE-2,,,
12:10-12:35,,Hardware transfer from LAB1Р6 rack prior to RPCM R&R,,
12:25-13:05,CDR,Crew time for ISS adaptation and orientation,,
12:35-13:05,FE-2,LAB1P6 Rack Rotation - Down,,
13:00-13:05,FE-1,TVIS Weekly Maintenance,,
13:05-14:05,.,LUNCH,,
14:05-15:05,FE-2,LAB2B-E RPCM IFM,,
14:05-14:55,FE-1,Pumping KAV from CWC to EDV using pumping unit and US filter,,
14:05-16:40,CDR,SM Ventilation System preventive maintenance. Group C,,
14:55-15:05,,СОЖ Maintenance,,
,FE-1,,,
15:05-16:05,,Crew time for ISS adaptation and orientation,,
15:05-15:35,FE-2,LAB1P6 Rack Rotation - Up,,
15:35-15:55,,LAB1P6 Stowage Reconfiguration after RPCM R&R,,
15:55-16:00,Utility Outlet Panel (UOP) 5 power up,,,
16:00-17:30,Physical Exercise (TVIS),,,
16:05-17:05,FE-1,Physical Exercise (RED),,
16:40-16:55,CDR,Elektron Liquid Unit БЖ #056 Pressure Monitoring,,
16:55-17:30,Prep for Work,,,
17:05-17:20,FE-1,Private Medical Conference (S + Ku-band),,
17:20-17:30,PAO hardware setup,,,
17:30-17:40,,Crew prep for PAO,,
17:40-18:00,NASA TV (S + Ku-band),,,
18:00-18:15,CDR,Private Medical Conference (S + Ku-band),,
18:00-18:20,FE-1,IMS Update,,
18:00-18:05,FE-2,CHeCs Rack power up,,
18:05-18:55,Prep for Work,,,
18:15-19:15,CDR,Physical Exercise (VELO + RED) day 2,,
18:20-19:15,FE-1,Prep for Work,,
18:55-19:10,FE-2,Private Medical Conference (S-band),,
19:10-19:15,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,
19:15-19:30,,Daily Planning Conference (S-band),,
19:30-20:00,DINNER,,,
20:00-20:30,Daily Food Prep,,,
20:30-21:30,Pre-sleep,,,
21:30-06:00,SLEEP,,,
,GMT,,CREW,ACTIVITY
,06:00-06:10,,,Morning inspection
,06:10-06:40,,,Post-sleep
,06:40-07:30,,,BREAKFAST
,07:30-07:45,,,Daily Planning Conference (S-band)
,07:45-08:15,,"CDR, FE-1",Prep for Work
,07:45-07:55,,FE-2,Prep for Work
,07:55-08:00,,FE-2,EMCH - activation
,08:00-08:15,,FE-2,Prep for Work
,08:15-08:55,,FE-2,EMCH - operations
,08:15-08:30,,FE-1,On MCC Go: Regeneration of БМП Ф2 Absorption Cartridge (start)
,08:30-09:00,,FE-1,Crew time for ISS adaptation and orientation
,08:30-08:50,,CDR,БСПН software upgrade on b/u HDD from RSS1. Tagup with specialists (S-band)
,08:50-09:20,,CDR,Crew time for ISS adaptation and orientation
,08:55-09:15,,FE-2,EMCH-data transfer
,09:15-09:20,,FE-2,EMCH - deactivation without power
,09:20-09:45,,,"TV PAO ‘Greetings to participants of 6th Youth Delphian Games”, “Greetings toWar Veterans (St. George ribbon event) (То=09:20, Т1, Т2, Т3 - Automateddaily timeline)"
,09:45-09:50,,FE-2,Payload status check
,09:50-10:00,,FE-2,EMCH - stowage
,09:50-10:20,,FE-1,Crew Medical Officer (CMO) proficiency training
,10:00-10:15,,CDR,БСПН software upgrade on primary HDD from RSS1. Tagup with specialists (S-band)
,10:00-10:05,,FE-2,Caution and Warning Panel Verification
,10:05-10:15,,FE-2,Caution and Warning book revision
,10:15-11:15,,CDR,Physical Exercise (VELO + RED) day 3
,10:20-10:50,,FE-2,Crew Medical Officer (CMO) proficiency training
,10:20-10:50,,FE-1,Crew time for ISS adaptation and orientation
,10:50-12:20,,FE-1,"Physical Exercise (TVIS), day 3"
,10:50-11:15,,FE-2,Scheduled maintenance of Compound Specific Analyzer- Combustion Products(CSA-CP)
,11:15-12:15,,FE-2,Physical Exercise (RED)
,11:15-12:05,,CDR,"Cleaning ПФ1, ПФ2 Fan Dust Collectors and В1, В2 Fan Grilles in DC1"
,12:15-12:20,,FE-2,Compound Specific Analyzer- Combustion Products (CSA-CP) spot check
,12:20-13:20,,,LUNCH
,13:20-16:20,,CDR,Transfer urine from EDV-U to Progress 359 Rodnik Water Tank [БВ] 2
,13:20-15:20,,FE-2,US SLM: installation and measurements
,13:20-14:00,,FE-1,Filling and separation of EDV (KOB) for Elektron
,14:00-14:30,,FE-1,СОЖ Maintenance
,14:30-17:30,,FE-1,Flushing SKV1 БТА Heat Exchanger-Evaporator wicks. Tagup with specialists (S-band)
15:20-15:35,FE-2,SLM data transfer to MEC,,
15:35-15:50,FE-2,Terminate charging of EMU battery,,
15:50-16:20,FE-2,Start EMU battery charge,,
16:20-17:50,FE-2,Physical Exercise (CEVIS),,
16:20-17:50,CDR,"Physical Exercise (TVIS), day 3",,
17:30-17:50,FE-1,Evening work prep,,
17:50-18:05,,Daily Planning Conference (S-band),,
18:05-19:05,FE-1,Physical Exercise (VELO + RED) day 3,,
18:05-18:35,CDR,PLASMA-ISS. Equipment setup. Tagup as necessary (S-band),,
18:05-18:25,FE-2,IMS Update,,
18:25-19:25,FE-2,Evening work prep,,
18:35-19:00,CDR,Evening work prep,,
19:00-19:30,CDR,Crew time for ISS adaptation and orientation,,
19:05-19:15,FE-1,Evening work prep,,
19:15-19:45,FE-1,DINNER,,
19:25-19:30,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,
19:30-20:00,"CDR, FE-2",DINNER,,
19:45-20:15,FE-1,Daily Food Prep,,
20:00-20:30,"CDR, FE-2",Daily Food Prep,,
20:15-21:00,FE-1,Pre-sleep,,
20:30-21:30,"CDR, FE-2",Pre-sleep,,
21:00-21:15,FE-1,БМП Ф2 Absorption Cartridge regeneration (termination),,
21:15-21:30,FE-1,Pre-sleep,,
21:30-06:00,,SLEEP,,
GMT,CREW,,,
06:00-06:10,"CDR, FE-1",Morning inspection,,
06:00-06:05,FE-2,SLEEP - data logging,,
06:05-06:10,FE-2,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
,,TV Greeting to Space Through the Eyes of Youth Talent Competition in the City,,
08:40-09:05,"CDR, FE-1",,,
,,"of Voronezh (То=08:40, Т1, Т2, Т3 - Automated Daily Timeline)",,
09:25-09:55,FE-1,СОЖ Maintenance,,
09:55-11:25,FE-1,"Physical Exercise (TVIS), day 2",,
11:00-11:20,CDR,Private Family Conference (S + Ku-band),,
11:25-12:55,CDR,"Physical Exercise (TVIS), day 2",,
11:55-12:55,FE-2,Physical Exercise (RED),,
12:30-12:50,FE-1,Private Family Conference (S + Ku-band),,
12:55-13:55,,LUNCH,,
13:55-14:00,FE-2,Payload Status Check,,
14:40-14:45,FE-2,HAM radio setup,,
14:45-14:55,FE-2,HAM radio session,,
15:00-15:05,FE-2,HAM radio setup,,
15:05-15:15,FE-2,HAM radio session,,
15:25-16:25,CDR,Physical Exercise (VELO+RED) day 2,,
16:25-17:25,FE-1,Physical Exercise (VELO+RED) day 2,,
16:40-17:20,FE-2,Prep for Work,,
17:20-18:50,FE-2,Physical Exercise (TVIS),,
,,ALTCRISS. Card change-out and data dump via OCA. Tagup with specialists,,
17:55-18:15,CDR,,,
,,(as necessary) (S-band),,
18:15-18:55,"CDR, FE-1",Prep for Work,,
18:50-18:55,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,
18:55-19:10,,Daily Planning Conference (S-band),,
19:10-19:30,,Prep for Work,,
19:30-20:00,,DINNER,,
20:00-20:30,,Daily food prep,,
20:30-21:30,,Pre-sleep,,
21:30-06:00,,SLEEP,,
GMT,CREW,,,
06:00-06:10,,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
,,,,
07:30-07:50,,Prep for Work,,
07:50-08:05,,Daily Planning Conference (S-band),,
08:05-08:15,,Prep for Work,,
,,FGB АБ1 battery circuit temperature sensor check. Tagup with specialists (as,,
08:15-10:45,FE-1,,,
,,necessary) (S-band),,
08:15-08:20,,Water Supply System questionnaire - evaluation,,
,FE-2,,,
08:25-08:45,,MSG - activation of Laptop A31P power outlet,,
08:25-09:00,CDR,Crew time for ISS adaptation and orientation,,
08:50-08:55,FE-2,"MSG - sensor checkout, step 1",,
09:00-09:30,CDR,PLASMA-ISS. Hardware setup,,
09:25-10:05,FE-2,Caution and Warning book revision,,
09:30-09:45,,,,
,CDR,PLASMA-ISS. Experiment ops,,
09:55-10:10,,,,
10:05-10:10,FE-2,"MSG - sensor checkout, step 2",,
10:10-10:35,CDR,Crew time for ISS adaptation and orientation,,
10:10-10:25,,SAMS - filter cleaning,,
,FE-2,,,
10:30-11:00,,Defibrillator checkout,,
10:35-10:50,CDR,PLASMA-ISS. Experiment ops,,
10:45-12:15,FE-1,Physical Exercise (TVIS) Day 4,,
10:55-11:10,CDR,PLASMA-ISS. Experiment ops,,
11:00-11:20,,LOCD - media photography,,
,FE-2,,,
11:20-12:05,,MSG - inspection and cleaning,,
11:25-11:40,,PLASMA-ISS. Experiment ops,,
,CDR,,,
11:40-11:55,,PLASMA-ISS. Hardware teardown,,
12:05-12:10,FE-2,"MSG - sensor checkout, step 3",,
12:15-13:25,CDR,Physical Exercise (CEVIS),,
12:15-13:15,FE-1,Air Removal from МЕ БРПК-2,,
12:15-12:25,,CWC audit,,
,FE-2,,,
12:25-13:25,,Physical Exercise (RED),,
13:25-14:25,,LUNCH,,
14:25-14:55,CDR,БРПК [Condensate Separation and Evacuation Unit] Maintenance,,
,,СОЖ maintenance. Replacement of converter Н2 ТП1186 in ИК 0501 Gas,,
14:25-14:55,FE-1,,,
,,"Analyzer with #012, 00043540R, ФГБ_417, мешок 359-1",,
14:45-14:55,FE-2,PAO hardware setup,,
14:55-15:05,.,Crew prep for PAO,,
15:05-15:25,,PAO with TV company from Boston (Ku + S-band),,
15:25-16:45,CDR,БРПК [Condensate Separation and Evacuation Unit] Maintenance,,
15:25-15:55,FE-2,Psychological evaluation program (WinSCAT),,
15:25-15:40,FE-1,Taking readings from АОК ГАНК-4М On MCC Go Correction of Coefficient B inCO sensor,,
15:45-16:45,Physical Exercise (VELO + RED) day 4,,,
15:55-16:25,FE-2,Evening work prep,,
16:25-16:45,MSG - deactivation of Laptop A31P power outlet,,,
16:45-17:15,,E15 crew conference with new FE2 (Clay Anderson) (Ku + S-band),,
17:15-17:25,CDR,БРПК [Condensate Separation and Evacuation Unit] Maintenance,,
17:15-18:15,FE-1,Crew time for ISS adaptation and orientation,,
17:15-18:45,FE-2,Physical Exercise (TVIS),,
17:25-18:25,CDR,Physical Exercise (RED),,
18:15-18:35,FE-1,IMS Update,,
18:45-18:50,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,
18:50-19:05,,Daily Planning Conference (S-band),,
19:05-19:30,Evening work prep,,,
19:30-20:00,DINNER,,,
20:00-20:30,Daily Food Prep,,,
20:30-21:30,Pre-sleep,,,
21:30-06:00,SLEEP,,,
GMT,CREW,,,
06:00-06:10,"CDR, FE-1",Morning inspection,,
06:00-06:05,FE-2,SLEEP - data logging,,
06:05-06:10,FE-2,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:45,,Daily Planning Conference (S-band),,
07:45-08:15,FE-2,Prep for Work,,
07:45-08:00,"CDR, FE-1",Prep for Work,,
08:00-08:40,"CDR, FE-1",Vehicle-To-Vehicle TORU test with docked Progress,,
08:15-08:45,FE-2,LOCAD - Setting up experiment equipment,,
08:40-10:50,CDR,Water Supply System [SVO] equipment audit. Tagup as necessary (S-band),,
,,Regenerating Condensate Water [КАВ] from EDV using Condensate Feed Unit,,
08:40-09:20,FE-1,(БПК) (start). Move Switch РЕЖИМ (Mode) on БРПК [Condensate,,
,,Separation and Evacuation Unit] to position РЕГ (Regeneration),,
08:45-09:05,FE-2,LOCD - media prep,,
09:05-09:20,FE-2,LOCD - ops with swabs,,
09:20-10:00,FE-1,"Filling EDV [KOB] for Elektron from CWC 1030 (use CWC 1030, 1035)",,
09:20-09:35,FE-2,LOCD - ops with swabs,,
09:35-09:50,FE-2,LOCD - ops with swabs,,
09:50-10:05,FE-2,LOCD - ops with swabs,,
10:00-10:30,FE-1,СОЖ Maintenance,,
10:05-10:30,FE-2,LOCAD - Negative control ops,,
10:30-13:00,FE-1,PROFILAKTIKA. Test exercise on TVIS. Tagup (S-band),,
10:30-10:50,FE-2,LOCAD - Stowage 1,,
,,Replacing ТМ168-04 Sensor (parameter Т265) in FGB-SM Air Duct. Tagup (S-,,
10:50-12:20,CDR,,,
,,band),,
10:50-11:50,FE-2,ISS video tour,,
11:50-12:50,FE-2,Physical Exercise (RED),,
12:20-12:30,CDR,On MCC Go Mating ТМ168-04 telemetry connector to БИТС2-12 (S-band),,
,,Replacing ТМ168-04 Sensor (parameter Т265) in FGB-SM Air Duct. Tagup (S-,,
12:30-13:00,CDR,,,
,,band),,
12:50-13:00,FE-2,PAO hardware setup/prep,,
13:00-13:50,,LUNCH,,
13:50-14:00,,Crew prep for PAO,,
,,PAO Event - Visit of the Royal Family to the Goddard Space Flight Center in,,
14:00-14:35,,,,
,,"Greenbelt, MD (S + Ku-band)",,
,,SOUNDMETER Hardware setup and sound level measurements. Tagup (S-,,
14:35-15:45,FE-1,,,
,,band),,
14:35-15:05,FE-2,TVIS Monthly Maintenance,,
14:35-14:45,CDR,Secondary Purification Unit Temperature Monitoring after Elektron activation,,
14:45-15:25,CDR,Water Supply System [SVO] equipment audit. Tagup as necessary (S-band),,
15:05-16:05,FE-2,DCS760 Camera Maintenance (cleaning),,
15:25-15:40,CDR,Private Medical Conference (S + Ku-band),,
15:40-18:10,CDR,PROFILAKTIKA. Test exercise on TVIS. Tagup (S-band),,
15:45-16:00,FE-1,Private Medical Conference (S + Ku-band),,
16:05-17:35,FE-2,Physical Exercise (CEVIS),,
16:10-16:40,FE-1,Photography of Soyuz 220 IMV hardware and photo downlink,,
16:40-17:40,FE-1,"Ventilation grille cleaning on FGB interior panels (panels 201, 301, 401) /",,
17:35-17:55,FE-2,Conference with Kent Rominger (S-band),,
17:55-18:10,FE-2,Transfer SLM data to MEC,,
18:10-18:30,FE-2,IMS update,,
18:10-18:20,FE-1,Sound level measurements Close-out ops Tagup as necessary (S-band),,
18:20-18:40,FE-1,SM Ventilation System preventive maintenance. Group A (cleaning ВПрК andВПхО fan screens),,
18:30-18:35,FE-2,Transfer of TVIS/RED/CEVIS data to MEC,,
18:35-18:40,FE-2,Evening work prep,,
18:40-18:55,,Daily Planning Conference (S-band),,
18:55-19:15,FE-2,Evening work prep,,
18:55-19:30,"CDR,FE-1",Evening work prep,,
19:15-19:30,FE-2,Private Medical Conference (S + Ku-band),,
19:30-20:00,,DINNER,,
20:00-20:30,,Daily food prep,,
20:30-21:30,,Pre-sleep,,
21:30-06:00,,SLEEP,,
GMT,CREW,,,
10:20-10:30,,Morning inspection,,
10:30-10:45,CDR,Post-sleep,,
10:30-11:00,FE-2,Post-sleep,,
10:30-10:45,FE-1,,,
,,Biochemical urine test,,
10:45-11:00,CDR,,,
10:45-11:15,FE-1,Post-sleep,,
11:00-11:40,CDR,BREAKFAST,,
11:00-11:50,FE-2,BREAKFAST,,
11:15-12:00,FE-1,BREAKFAST,,
11:50-11:55,FE-2,Connect DCP power cable,,
12:00-14:05,FE-2,Configuring ISS systems for EVA,,
,,DC1 and ПхО config for EVA (Set up in DC1 a set of ‘DC Depress/Repress,,
,"CDR, FE-",,,
12:00-13:00,,Ops’ Cue Cards with brown band),,
,1,,,
,,DC1 comm config,,
,"CDR, FE-",,,
13:00-13:35,,Orlan Systems check,,
,1,,,
13:35-14:00,FE-1,DC1 БСС [Orlan Interface Unit] Check,,
13:35-14:00,CDR,ПхО БСС Check,,
14:00-14:15,FE-1,DC1 БК-3 (1-4) Check,,
14:00-14:15,CDR,DC1 Air Duct Disassembly (do not remove B3 fan),,
14:15-14:55,,LUNCH,,
,,"Pre-EVA Comm config , reconfiguring C&W indication from ПСС [Caution &",,
14:55-15:05,FE-1,,,
,,Warning Panel] to ПОВ [EVA Support Panel],,
14:55-15:00,FE-2,MPEV opening,,
15:00-15:05,FE-2,EVA DCS 760 camera config,,
,"CDR, FE-",,,
15:05-15:45,,,,
,1,"Orlan Systems, БСС [Orlan Interface Unit], Comm. System, Biomed Parameter",,
,FE-2,Telemetry Checks,,
15:05-15:40,,,,
,(assists),,,
15:40-16:05,FE-2,Configuring ISS systems for EVA,,
,"CDR, FE-",,,
15:45-16:05,,Final inspection of Orlan and БСС,,
,1,,,
,"CDR, FE-",,,
,1,,,
16:05-16:35,,EVA gear donning,,
,FE-2,,,
,(assists),,,
,"CDR, FE-",,,
,1,,,
16:35-18:20,,Pre-EVA Depress Operations,,
,FE-2,,,
,(assists),,,
18:20-00:20,"CDR, FE-1",EVA-18. Connecting ACH-M RF CABLE 17КС.30Ю 8630А-2410. SMDPInstallation,,
18:20-18:40,FE-2,Terminate BSA battery charge,,
18:40-19:00,FE-2,Start BSA battery charge,,
19:00-19:30,FE-2,Photo/TV - Internal photos of US A/L,,
19:30-22:30,FE-2,Hardware Prepack for Return on 13A,,
22:30-23:30,FE-2,Crew departure prep,,
00:20-01:20,"CDR, FE-1",Post EVA repress,,
00:45-01:15,FE-2,Post EVA DCS 760 Camera Deconfiguration,,
01:15-01:20,FE-2,MPEV closing,,
01:20-01:35,CDR,DC1 Air Duct Installation,,
01:20-01:50,FE-2,ISS activation after EVA,,
01:20-01:35,FE-1,Biochemical urine test,,
01:35-01:50,CDR,,,
01:35-01:50,FE-1,"Switching comm system to initial configuration, reconfiguring C&W indicationfrom ПОВ [EVA Support Panel] in DC1 and ПхО to ПСС [Caution & WarningPanel]",,
01:50-02:20,,Meal,,
02:20-04:20,"CDR, FE-1","RS ISS, DC1 reconfiguration to initial config after EVAReturn to nominal configuration Soyuz АСУ Deactivation Feed line dryingOn MCC Go ISS repress from Progress 360 СрПК",,
,FE-2,"RS ISS, DC1 reconfiguration to initial state after EVA",,
04:20-05:00,,Pre-sleep,,
05:00-14:30,,SLEEP,,
GMT,,,,
06:00-06:10,.,,Morning inspection,
06:10-06:40,.,,Post-sleep,
06:40-07:30,.,,BREAKFAST,
07:30-07:45,.,,Daily planning conference (S-band),
07:45-08:05,CDR,,,
07:45-07:55,FE-1,,Work prep,
07:45-08:00,FE-2,,,
,,,"Complete charging of first 825M3 unit, start charging of second 825M3 unit",
07:55-08:05,FE-1,,,
,,,(No. 1262760162),
08:00-10:30,FE-2,,Collect drinking water samples for on-orbit chemical/microbial analysis,
,,,Prepare Orlan spares/consumables and auxiliary and personal gear,
08:05-10:05,,,,
,"CDR, FE-1",,Comm from DC1,
10:05-10:45,,,Activate and inspect Orlan suits Nos. 25 and 26,
10:30-11:30,FE-2,,WMK: in-flight water processing,
10:45-12:15,CDR,,"Physical exercise (TVIS), day 4",
10:45-11:00,FE-1,,Activate gas analyzer in Soyuz No. 220,
11:30-12:30,FE-2,,Water sampling for coliform bacteria,
12:00-13:30,FE-1,,"Physical exercise (TVIS), day 4",
12:15-12:55,CDR,,Mount lights on Orlan suit No. 26,
12:30-13:30,FE-2,,Physical Exercise (RED),
,,,Supplemental fastening of КВО liquid cooling garment tubes in Orlan-M,
12:55-13:15,CDR,,,
,,,spacesuit No. 26,
13:30-14:30,.,,LUNCH,
14:30-14:35,FE-2,,Payload status check,
14:35-14:55,CDR,,БСС checkout in ПхО,
14:35-14:55,FE-1,,БСС checkout in DC1,
14:35-14:45,,,PAO hardware setup,
,FE-2,,,
14:45-14:55,,,Crew prep for PAO,
14:55-15:15,"CDR, FE-1",,Equipment setup,
14:55-15:15,FE-2,,PAO event with Boston journalists (S+Ku-band),
,,,Leak check of БСС and hoses in ПхО and DC1,
15:15-15:40,"CDR, FE-1",,,
,,,Restore nominal comm config,
15:15-16:00,FE-2,,OUM-PFE: equipment setup,
,"CDR,",,Cardiovascular evaluation during graded exercises on cycle ergometer,
15:50-16:40,,,,
,FE-1 (aid),,(To=16.09) Tagup with specialists (VHF),
16:00-16:10,,,NiRA: temperature equalization,
16:10-16:20,,,Inspect RED and equipment access,
16:25-16:40,FE-2,,Test VHF comm via US ground stations,
16:50-18:20,,,Physical exercise (CEVIS),
16:40-16:45,,,LAB window shutter closure,
16:55-17:25,FE-1,,СОЖ maintenance,
17:05-17:25,CDR,,Edit IMS data,
17:25-18:15,"FE-1,",,Cardiovascular evaluation during graded exercises on cycle ergometer,
,CDR (aid),(To=17:43) Tagup with specialists (VHF),,
18:20-18:40,.,Crew conference with K. Rominger from the Astronaut Office. (S-band),,
18:40-19:15,"CDR, FE-1",Evening work prep,,
18:40-18:45,FE-2,"Transfer TVIS, RED, CEVIS, and HRM data to MEC",,
18:45-19:15,Evening work prep,,,
19:15-19:30,.,Daily planning conference (S-band),,
19:30-20:00,.,DINNER,,
20:00-20:30,.,Daily food prep,,
20:30-21:30,"CDR, FE-1",Pre-sleep,,
20:30-20:50,FE-2,,,
20:50-21:05,FE-2,Crew Discretionary Conference (Ku+S-band),,
21:05-21:30,FE-2,Pre-sleep,,
21:30-06:00,.,SLEEP,,
Task List,"CDR, FE-1",ISS RS Audit,,
FE-1,Process EDV condensate using БПК,,,
GMT,,,,
06:00-06:10,.,,Morning Inspection,
06:10-06:40,.,,Post-Sleep,
06:40-07:30,.,,Breakfast,
07:30-07:45,.,,Daily Planning Conference (S-band),
07:45-08:00,CDR,,,
07:45-08:10,FE-1,,Work Prep,
07:45-08:15,FE-2,,,
08:00-10:30,CDR,,,
,,,Progress 360 unloading w/IMS support,
08:10-10:30,FE-1,,,
08:15-08:30,,,MELFI PCS: Setup,
08:30-08:45,,,MELFI PCS: Activation,
,FE-2,,,
08:45-09:30,,,MELFI: Dewar 3 Setup,
09:30-10:30,,,Physical Exercise - RED,
10:30-11:00,FE-1,,MATRIOSHKA-R. СПД Passive Assembly Transfer and install,
10:30-11:00,CDR,,ALTCRISS. Dosimeter transfer and install,
