0,1,2,3,4,5,6,7,8,9,10,13,14
09:00-10:00,,,,LUNCH,,,,,,,,
10:00-10:45,,CDR,,PLANTS-2. Data downlink Tagup with specialists (S-band),,,,,,,,
10:00-10:30,,FE-4,,СОЖ Maintenance,,,,,,,,
10:00-10:40,,FE-1,,IDENTIFICATION. Copy ИМУ-Ц micro-accelerometer data to laptop,,,,,,,,
10:30-11:40,,FE-4,,Elektron-VM СТ-64 Current Stabilizer R&R,,,,,,,,
11:00-11:40,,CDR,,MO-21 Prep. Ecosphere battery charge and Cryogem-3 setup,,,,,,,,
11:45-11:55,,FE-4,,On MCC Go Mate Elektron-VM СТ-64 TLM connectors,,,,,,,,
11:55-12:05,,FE-4,,Monitoring Secondary Purification Unit Temperature after Elektron Activation,,,,,,,,
12:00-13:30,,CDR,,"Physical Exercise (TVIS), Day 3",,,,,,,,
12:15-13:15,,FE-1,,Physical Exercise (VELO),,,,,,,,
12:45-13:00,,FE-4,,Private Medical Conference (Ku + S-band),,,,,,,,
13:15-13:20,,FE-4,,Video Setup for TVIS Exercise,,,,,,,,
13:20-14:50,,FE-4,,"Physical Exercise (TVIS), Day 4",,,,,,,,
13:55-14:25,,FE-1,,INTERACTION Experiment Ops,,,,,,,,
14:10-14:25,,CDR,,Private Medical Conference (Ku + S-band),,,,,,,,
14:25-14:55,,CDR,,INTERACTION Experiment Ops,,,,,,,,
14:30-14:40,,FE-1,,Evening Work Prep,,,,,,,,
14:40-14:55,,FE-1,,Private Medical Conference (Ku + S-band),,,,,,,,
14:50-14:55,,FE-4,,Post TVIS Test Camcorder Teardown,,,,,,,,
14:55-15:10,,,,Daily Planning Conference (S-band),,,,,,,,
15:10-17:10,,"CDR, FE-1,FE-4",,Pre-sleep,,,,,,,,
17:10-06:00,,,,SLEEP,,,,,,,,
Task List,,"CDR, FE-1,FE-4",,Preparation of reports for Roskosmos site,,,,,,,,
GMT,CREW,ACTIVITY,,,,,,,,,,
06:00-06:10,"CDR,FE-4",Morning Inspection,,,,,,,,,,
06:00-06:10,FE-1,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,,,,
06:00-06:05,"FE-3,FE-5,FE-6",Reaction Self-test,,,,,,,,,,
06:05-06:15,"FE-3,FE-5,FE-6",Morning Inspection,,,,,,,,,,
06:10-06:40,"CDR,FE-1,FE-4",Post-sleep,,,,,,,,,,
06:15-06:45,"FE-3,FE-5,FE-6",Post-sleep,,,,,,,,,,
06:40-07:30,"CDR,FE-1,FE-4",BREAKFAST,,,,,,,,,,
06:45-07:35,"FE-3,FE-5,FE-6",BREAKFAST,,,,,,,,,,
07:45-08:00,FE-5,Private Family Conference,,,,,,,,,,
09:00-10:00,FE-3,Physical Exercise (CEVIS),,,,,,,,,,
09:25-09:40,FE-1,Private Family Conference (S+Ku-band),,,,,,,,,,
10:00-11:30,FE-4,"Physical Exercise (TVIS), Day 1",,,,,,,,,,
10:00-11:30,FE-3,Physical Exercise (ARED),,,,,,,,,,
10:00-11:00,FE-6,Physical Exercise (CEVIS),,,,,,,,,,
11:30-13:00,CDR,Physical Exercise (ARED),,,,,,,,,,
11:30-12:30,FE-1,"Physical Exercise (VELO), Day 4",,,,,,,,,,
11:40-11:55,FE-4,Private Family Conference (S+Ku-band),,,,,,,,,,
13:00-14:00,.,LUNCH,,,,,,,,,,
14:00-14:40,FE-1,"СОЖ Maintenance. SM and FGB Flush Counter (СП), WaterSupply System (СВО), and POTOK Air Purification System DataCalldowns",,,,,,,,,,
14:10-14:25,CDR,Private Family Conference (S+Ku-band),,,,,,,,,,
15:30-16:30,FE-4,"Physical Exercise (VELO), Day 1",,,,,,,,,,
15:35-17:05,FE-5,Physical Exercise (ARED),,,,,,,,,,
15:50-16:05,FE-3,Private Family Conference,,,,,,,,,,
16:30-18:00,FE-1,"Physical Exercise (TVIS), Day 4",,,,,,,,,,
17:00-17:05,FE-6,Set up video equipment to record ARED exercise,,,,,,,,,,
17:05-18:35,FE-6,Physical Exercise (ARED),,,,,,,,,,
17:10-18:10,FE-5,Physical Exercise (CEVIS),,,,,,,,,,
17:30-18:30,CDR,"Physical Exercise (TVIS), Day 4",,,,,,,,,,
18:35-18:40,FE-3,Daily Diet Monitoring,,,,,,,,,,
18:30-18:40,FE-5,Transferring HRM data from the MEC to SSC for downlink,,,,,,,,,,
18:35-18:40,FE-6,Stow Video Equipment Used for ARED Exercise Video,,,,,,,,,,
18:40-19:05,.,Evening Work Prep,,,,,,,,,,
19:05-19:30,.,Daily Planning Conference (S-band),,,,,,,,,,
19:30-21:30,"CDR,FE-1,FE-4",Pre-sleep,,,,,,,,,,
19:30-21:25,"FE-3,FE-5,FE-6",,Pre-sleep,,,,,,,,,
21:25-21:30,"FE-3,FE-5,FE-6",,Reaction Self-test,,,,,,,,,
21:30-06:00,.,,SLEEP,,,,,,,,,
,,,Preparation of reports for Roskosmos site,,,,,,,,,
,,,Video Footage for The Orbital Station. Life On Orbit documentary,,,,,,,,,
Task List,"CDR,FE-1,FE-4",,SEINER Ocean Study,,,,,,,,,
,,,ECON. Observations and Photography,,,,,,,,,
,,,URAGAN. Observations and Photography,,,,,,,,,
MSG,Page(s),Title,,,,,,,,,,
042,1 - 15,FD06 Flight Plan Revision,,,,,,,,,,
043,16 - 17,FD06 Mission Summary,,,,,,,,,,
044,18 - 21,FD06 Transfer Message,,,,,,,,,,
045,22,FD05 MMT Summary,,,,,,,,,,
046,23 - 29,5-MLE Bag Layouts,,,,,,,,,,
TDRS,AOS,LOS,Delta (min),Notes,,,,,,,,
W-171,5/03:04,5/03:17,13,,,,,,,,,
E-TDS,5/05:16,5/05:51,35,,,,,,,,,
MET Day 004,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,A,,,,,,
,,,,,,R,,,,,,
,,,,,,E,,,,,,
CDR SLEEP,,EXERCISE,,MDDK XFER,,D,,,,,,
,,,,,,H RECORD,,,,,,
FERGUSON,,,,,,/,,,,,,
,,,,,,O,,,,,,
,,C,,,,,,,,,,
,,I W,,C C,,A,,,,,,
,,L MC,,W W,,R,,,,,,
PLT S HURLEY SLEEP,,L  C 6 OI  U I #,EXERCISE,C T E C X F MDDK XFER,,E DH RECORD,,,,,,
T,,FF N,,R E,,/,,,,,,
S,,I T,,M R,,O,,,,,,
-,,,,,,,,,,,,
1,,T U,,,,,,,,,,
3,,R P,,,,,,,,,,
A D5 POSTMS1 SLEEP,,N AS T SLEEP,EXERCISE,MPLM XFER,,,,,,,,
MAGNUS,,F E,,,,,,,,,,
,,E,,,,,,,,,,
,,R,,,,,,,,,,
,,M,M,,,,,,,,,
,,I,I,,,,,,,,,
,,M C R,CR,,,,,,,,,
MS2  WALHEIM SLEEP,,DD O K RECORDA,O A,MPLM XFER,,,,,,,,
,,C,C,,,,,,,,,
,,T,T,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,,
ORBIT 72,,75,,76,,77,,,,,,
W,,,,,,,,,,,,
TDRS E,,,,,,,,,,,,
Z,,,,,,,,,,,,
ORB ATT,,BIAS -XLV -ZVV,,,,,,,,,,
ISS TDRS AVAIL,,,,,,,,,,,,
Notes,,,,,,,,,,,,
,Day 004,,,,,,,,,,,
,,,,,D,,,,,,,
,,,,,A,,,,,,,
,DAKISS CDR SLEEP,,,POST SLEEP,K - DPC V,DNLD,VELO,,,MPLM XFER,MEAL,РБО 3 2 MSR
,BORISENKO,,,,F,,,,,,,
,,,,,Y,,,,,,,
,,,,,,,,С M,,,,С
,,,,,Б I,,СОГС,О O,,,,В
,,,,,М N,,,Г N,,,,
,ГАFE-1 SLEEP,,,POST SLEEP П I МО,DPC Ф T,МБИ FE1 EXE,ФИТ,С И,T2,ARED,MEAL,СОЖ IMS  СM
,SAMOKUTYAEV,,,9,1,,C/O,П,,,,N
,,,,,,,,1,,,,T
,,,,,,,EVA,,,CREW,,
,WHC AIR HOSEFE-3 SLEEP,,,POST SLEEP,EVAEVAEVA DPC PHSPHSPHS,,PHS PW,♣,ARED,CHOICE,MEAL,R&R
,,,,,,,D/E,,,RECORD,,
,GARAN,,,,S/UCMOSUB,,,,,,,
,,,,П М,,,,,,,,
,,,,З О,,,,,,,,П
,,,,Э 9,,,,,,,,ОСУБА-RSK1 V
,FE-4 SLEEP,,,- М S PS PWDPC,,PW,T2,,MPLM XFER,,MEAL,IS/W-UPGRD EL
,,,,T,,,,,,,,N
,VOLKOV,,,О - O,,,,,,,,STO
,,,,9 W,,,,,,,,
,,,,,,H,,,,,,P
,,,,,,A,,,,,P,WS
,CQ BATTERYFE-5 SLEEP,,,POST SLEEP DPC PW,,M P,CEVIS,,MPLM XFER,,LC MEAL,1 DCHANGEOUT⊕
,FURUKAWA,,,9,,/,,,,,K,
,,,,,,U,,,,,,CT
,,,,,,U I,,,E,,,
,,,,,V,P N,,,V,V,H,
,PMA3 STOWFE-6 SLEEP,,,POST SLEEP,C A N DPC,M TA S P E PHSPHSEVAEVA,ARED,,A C M ♦,CCREW A CHOICE RECORDA  PCDF,C H MEAL,N3PHHGRREMOVALINST
,FOSSUM,,,,2,C SUBCMO,,,R,D RMV W,O,
,,,,,,T,,,A,J,P,
,DAY/NIGHT,,,,,,,,,,,
,DAILY ORBIT 15,,,1,,2,,,3,4,5,6
,TDRS AVAIL,,,,,,,,,,,
,ISS TLM 122,,,112,122,,,142,,122,,122
,ORBIT 72,,,74,,75,,76,,77,78,79
,,,,,,,,♣EMU-H2O-RCHG,,,,⊕IRED RCNF
,,,,,,,,,♦P/TV-EVA CMR-TRNARND,,,
,NOTES,,,,,,,,,,,
MET Day 005,,,,,,,,,,,,
,T,,A C,,,,,,,,,
,H,,E H,,,,,,,,,
,A,,M E,,,,,,,,,
S CPAOCDR MPLM XFER,N HD  K,AEM VIDEO,TK,,,,,,,,,
,Y,,A,,,,,,,,,
FERGUSON,O,,T,,,,,,,,,
,U,,U,,,,,,,,,
,*,,S,,,,,,,,,
,T,,,,,,,,,,,
,H,,,,,,,,,,,
,A,,I,,,,,,,,,
,NN,,L,,,,,,,,,
PAOPLT S HURLEY MDDK XFER,K2HD - YT,MPLM XFER,LO,,,,,,,,,
T,O,,N,,,,,,,,,
S,U*,,,,,,,,,,,
-,,,,,,,,,,,,
T B1,T H,C C R H,,,,,,,,,,
3,A,E O,,,,,,,,,,
5 PAOMS1 MPLM XFER,N HDK,W I CMPLM XFER S F,,,,,,,,,,
MAGNUS,Y,E,,,,,,,,,,
,O,D,,,,,,,,,,
,U,/,,,,,,,,,,
,*,L,,,,,,,,,,
,T,,,,,,,,,,,
,H,,,,,,,,,,,
,A,,,,,,,,,,,
,N,,M,,,,,,,,,
PAOMS2 MPLM XFER,KHD,EXERCISE,DD,,,,,,,,,
WALHEIM,Y,,K,,,,,,,,,
,O,,,,,,,,,,,
,U,,,,,,,,,,,
,*,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,,
ORBIT 79 80,,81,,,,,,,,,,
W,,,,,,,,,,,,
TDRS E,,,,,,,,,,,,
Z,,,,,,,,,,,,
ORB ATT,,,,,,,,,,,,
ISS TDRS AVAIL,,,,,,,,,,,,
,*FACE IN SPACE,,,,,,,,,,,
Notes,,,,,,,,,,,,
,Day 005,,,,,,,,,,,
,РБО,,,,,,,,,,,
,ISS CDR 3,,,,,T2,PW,DPC,PRE SLEEP-ISS,,,
,2,,,,,,,,,,,
,BORISENKO MSR,,,,,,,,,,,
,БМПFE-1,,,,СВ С MNT,,PW,DPC,PRE SLEEP-ISS,,,
,SAMOKUTYAEV,,,,,,,,,,,
,,,,,,W,,,,,,
,,,,,,H,,M,,,,
,WHC AIRFE-3 HOSE R&R,,,,,C  WHC FLUSH ® ♥ A,PW,P DPCC O,PRE SLEEP-ISS,,,
,GARAN,,,,,C,,,,,,
,,,,,,T,,N,,,,
,,,,,,,,,,,,
,,,,,ТПК,,,,,,,
,МБИFE-4,,,,М1 БВН,MPLM XFER PW,16 FE4,DPC,PRE SLEEP-ISS,,,
,,,,,КРЕП,,,,,,,
,VOLKOV,,,,R&R,,,,,,,
,,,,,P,,,R,,,,
,I R,,,,A,,P,T,,,,
,R C,,,,O,PRE,A,N,,,,
,FE-5 E N,,,,PW,,O Δ,DPC,ARED,,,
,D F XFR,,,,S SLEEP-ISS -,,,V,,,,
,FURUKAWA G,,,,/ U,,D,CA,,,,
,,,,,,N,,,,,,
,,,,,,3,,,,,,
,,,,,N3P,P,,,,,,
,FE-6 φ,,,,CDC,I • ∇,CEVIS,DPC,PRE SLEEP-ISS,,,
,,,,,INSTL,N,,,,,,
,FOSSUM,,,,,S,,,,,,
,,,,,,P,,,,,,
,DAY/NIGHT,,,,,,,,,,,
,DAILY ORBIT 6,,,,7,,8,,9,,,
,TDRS AVAIL,,,,,,,,,,,
,ISS TLM,,,,,122,,,112,,,
,ORBIT 79,,,,80,,81,,82,,,
,,,,,,,®WHC CLOSE,,,,,
,,,,,,,♥VDS-N2-VID-CAP-INSTL,,,,,
,NOTES,,,,,,ΔPRE SLEEP-ISS,,,,,
,φN3P HHGR INST,,,,,•N3P HTCH CLS,,,,,,
,,,,,,∇HTCH STOW RPLC,,,,,,
GMT,T,,MET,S,,,,,,,,
,D,,,T,,,,,,,,
,R,D O,,,,,,,,,,
Date,S,/ R,,S,MS1,MS2,NOTES,,,,,
GMT,T,,MET,S,,,,,,,,
,D,,,T,,,,,,,,
,R,D O,,,,,,,,,,
Date,S,/ R,,S,CDR,PLT,NOTES,,,,,
,,,,,"(ORB OPS, CREW SYSTEMS",,,,,,,
,7,,,,,,,,,,,
,4,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,7,,,,,,,,,,,
,5,,,,,,,,,,,
,,,,,ILLUMINATOR OPS (Cue Ca,,,,,,,
,,,,,L17 Check MCIU filter s,,,,,,,
,,,,,,,,,,,,
,,,B,,SHUTTLE/ISS H2O CONTAIN,,,,,,,
,,,I,,"(ORB OPS, ECLS)",,,,,,,
,,,A,,"Perform CWC FILL #6, R",,,,,,,
,,,S,,,,,,,,,
,,,,,,,,,,,,
,,,-,,,,,,,,,
,,,X,,,,,,,,,
GMT,T,,MET S,,,,,,,,,
,D,,T,,,,,,,,,
,R,D O,,,,,,,,,,
Date,S,/ R,S,,MS1,MS2,,,,,,
07/13,W E Z,N B,A,,Magnus,Walheim,,,,,,
(194),,,Day 004 T,,,,,,,,,
,,,S,,,,,,,,,
,,,,,,,,,,,,
,,,-,,,,,,,,,
,,,X,,,,,,,,,
,,,L,,,,,,,,,
,,,V,,,,,,,,,
,,,,,,,,,,,,
,,,-,,,,,,,,,
,,,Z,,,N2 REPRESS USING PAYLOAD N2 VALVES,,,,,,
,,,V,,,"(ORB OPS, ECLS)Steps 3-7, working",,,,,,
,,,V,,,"parenthetical () steps. In Step 1,",,,,,,
,,,,,,H/W FDA already INH. MCC will TMBU,,,,,,
,,,,,,S/W FDA.,,,,,,
,,,,,,N2 REPRESS INIT A,,,,,,
,,,,,,,,,,,,
GMT,T,,MET,S,,,,,,,,
,D,,,T,,,,,,,,
,R,D O,,,,,,,,,,
Date,S,/ R,,S,CDR,,PLT,,,,,
07/13,W E Z,N B,,A,,,,,,,,
(194),,,Day 005,T,Ferguson,,Hurley,,,,,
,~,,,T~,~,,~,,,,,
,,,,,,,,,,,,
GMT,T,,,S,,,,,,,,
,D,,,T,,,,,,,,
,R,D O,,,,,,,,,,
Date,S,/ R,,S,,,,,,,,
GMT,T,,MET,S,,,,,,,,
,D,,,T,,,,,,,,
,R,D O,,,,,,,,,,
Date,S,/ R,,S,MS1,MS2,NOTES,,,,,
,8,,,,,,,,,,,
,3,,B,,,,,,,,,
,,,I,,,,,,,,,
,,,A,,,,,,,,,
,,,S,,,,,,,,,
,,,,,,,,,,,,
,,,-,,,,,,,,,
,,,X,,,,,,,,,
12,EDW -,EDW 22L/04R IN USE.  EDT 22R/04L EMERGENCY DAY USE ONLY,,,,,,,,,,
13,EDW -,LAKEBED RWYS RED,,,,,,,,,,
14,EDW,RWY 22L MLS AZIMUTH SINGLE STRING,,,,,,,,,,
15,NOR -,LAKEBED RWYS GREEN,,,,,,,,,,
16,NTU -,RWY 05L/23R AND 14R/32L CLSD,,,,,,,,,,
17,MRN -,RWY 20 ALS OUT OF SERVICE,,,,,,,,,,
18,FMI -,TACAN NIM53 DECOMMISSIONED,,,,,,,,,,
19,BEJ -,CLOSED UNTIL 15 JULY,,,,,,,,,,
20,ESN -,RWY 03R/21L CLSD,,,,,,,,,,
13,,,,,,,,,,,,
14,EDW22ORB 79 – 4/23:29  SKC  7  210/10P16,,,,,,,,,,,
15,EDW22ORB 94 – 5/22:32  SKC  7  220/10P16,,,,,,,,,,,
16,,,,,,,,,,,,
17,OMS TANK FAIL CAPABILITY:,,,,,,,,,,,
18,,,,,,,,,,,,
19,NO,,,,,,,,,,,
20,,,,,,,,,,,,
21,LEAKING OMS PRPLT BURN:,,,,,,,,,,,
22,,,,,,,,,,,,
23,ALWAYS BURN RETROGRADE,,,,,,,,,,,
24,,,,,,,,,,,,
25,OMS QUANTITIES(%):,,,,,,,,,,,
26,,,,,,,,,,,,
27,L OMS  OX = 37.90  R OMS  OX = 37.74,,,,,,,,,,,
28,FU = 37.97   FU = 37.32,,,,,,,,,,,
29,,,,,,,,,,,,
30,DELTA V AVAILABLE:,,,,,,,,,,,
31,,,,,,,,,,,,
32,OMS,,,,,,,,,,,
33,ARCS (TOTAL ABOVE QTY1),,,,,,,,,,,
34,,,,,,,,,,,,
35,TOTAL IN THE AFT,,,,,,,,,,,
36,,,,,,,,,,,,
37,ARCS (TOTAL ABOVE QTY2),,,,,,,,,,,
38,FRCS (ABOVE QTY 1),,,,,,,,,,,
39,,,,,,,,,,,,
40,AFT QTY 1,,,,,,,,,,,
41,AFT QTY 2,,,,,,,,,,,
42,,,,,,,,,,,,
43,,,,,,,,,,,,
44,,,,,,,,,,,,
45,THERE ARE NO FAILURE/IMPACT/WORK AROUNDS FOR TODAY.,,,,,,,,,,,
46,,,,,,,,,,,,
47,,,,,,,,,,,,
48,,,,,,,,,,,,
49,,,,,,,,,,,,
50,,,,,,,,,,,,
51,,,,,,,,,,,,
19,Return 1,,,,,,,,,,,
20,,,,,,,,,,,,
21,Pen & Ink on the following pages:,,,,,,,,,,,
22,Return 7 – Items 714 and 715: update flight day of LiOH Swap to FD08,,,,,,,,,,,
23,Return 10 – Item 727: update flight day of sampling to FD07,,,,,,,,,,,
24,,,,,,,,,,,,
25,,,,,,,,,,,,
26,MPLM RESUPPLY TRANSFER LIST BOOK,,,,,,,,,,,
27,,,,,,,,,,,,
28,In the MPLM Resupply Transfer List F1 - RSP tab,,,,,,,,,,,
29,Pen & Ink on the following page:,,,,,,,,,,,
30,Resupply 23 – Item 156: update Stowage at Undock location,,,,,,,,,,,
31,WAS: PMM1P1_A2,,,,,,,,,,,
32,IS: PMM1P1_D,,,,,,,,,,,
33,,,,,,,,,,,,
34,In the MPLM Resupply Transfer List F2 - RSP tab,,,,,,,,,,,
35,Replace the following page:,,,,,,,,,,,
36,Resupply 24,,,,,,,,,,,
37,,,,,,,,,,,,
38,In the MPLM Resupply Transfer List P1 - RSR tab,,,,,,,,,,,
39,Pen & Ink on the following page:,,,,,,,,,,,
40,Resupply 28 – Items 194 and 196: update Stowage at Undock location,,,,,,,,,,,
41,WAS: FGB_302 behind panel,,,,,,,,,,,
42,IS: FGB_304 behind panel,,,,,,,,,,,
43,,,,,,,,,,,,
44,In the MPLM Resupply Transfer List P4 - RSR tab,,,,,,,,,,,
45,Pen & Ink on the following page:,,,,,,,,,,,
46,Resupply 33 – Item 230: update Stowage at Undock location,,,,,,,,,,,
47,WAS: FGB_302 behind panel,,,,,,,,,,,
48,IS: FGB_304 behind panel,,,,,,,,,,,
49,,,,,,,,,,,,
50,,,,,,,,,,,,
51,,,,,,,,,,,,
GMT,,CREW,,ACTIVITY,,,,,,,,
02:30-04:00,,"CDR,FE-4",,"Post-sleep (meal, toilet)",,,,,,,,
02:30-04:00,,FE-1,,"Post-sleep (meal, toilet)Inspection of СМ-У connector on МНР-НС pump behind АСУ panel139.SM ПСС [Caution & Warning Panel] Test",,,,,,,,
04:00-04:20,,.,,Work Prep,,,,,,,,
04:20-04:35,,.,,Daily Planning Conference (S-band),,,,,,,,
04:35-06:20,,CDR,,Physical Exercise (T2) Day 2,,,,,,,,
04:35-04:45,,FE-1,,BAR Piren Charge Terminate,,,,,,,,
04:45-05:45,,FE-4,,PNEUMOCARD  Experiment,,,,,,,,
04:50-06:20,,FE-1,,Loading disposal hardware to Progress 411 and IMS updates,,,,,,,,
05:45-07:40,,FE-4,,ISS RS Plug In Audit,,,,,,,,
06:20-07:20,,FE-1,,Physical Exercise (T2) Day 2,,,,,,,,
06:50-07:05,,CDR,,Verify ИП-1 sensor positions,,,,,,,,
07:05-07:15,,CDR,,IZGIB -DAKON Payload Status Check and Data Copy Start,,,,,,,,
07:15-08:45,,CDR,,Photos of cable routing locations where cables cross structural ring VI inSM planes II and IV,,,,,,,,
07:20-09:30,,FE-1,,Loading disposal hardware to Progress 411 and IMS updates,,,,,,,,
07:40-09:10,,FE-4,,Physical Exercise (T2) Day  3,,,,,,,,
08:45-09:20,,CDR,,"IZGIB -DAKON. Copy data to USB, clear archive, downlink data to theground",,,,,,,,
09:10-09:30,,FE-4,,Tighten screw clamps [ЗВ] on MRM1-FGB Docking Assy interface,,,,,,,,
09:30-10:30,,,,LUNCH,,,,,,,,
10:30-12:00,,FE-1,,Loading disposal hardware to Progress 411 and IMS updates,,,,,,,,
11:55-12:15,,FE-4,,Elektron-VM СТ-64 current stabilizer R&R. Preparation,,,,,,,,
12:00-12:40,,CDR,,Fill EDV [KOB] for Elektron from CWC #No1098,,,,,,,,
12:20-13:20,,FE-4,,"Physical Exercise (VELO), Day 3",,,,,,,,
12:40-13:20,,CDR,,СОЖ Maintenance,,,,,,,,
13:20-13:35,,.,,FAREWELL,,,,,,,,
13:35-14:35,,FE-1,,"Physical Exercise (VELO), Day 2",,,,,,,,
13:35-15:05,,CDR,,Physical Exercise (ARED),,,,,,,,
14:25-15:05,,FE-4,,Evening Work Prep,,,,,,,,
14:35-15:05,,FE-1,,Evening Work Prep,,,,,,,,
15:05-15:20,,"CDR,FE-1,FE-4",,Evening Work Prep,,,,,,,,
15:20-15:35,,.,,Daily Planning Conference (S-band),,,,,,,,
15:35-17:30,,"CDR,FE-1,FE-4",,Pre-sleep,,,,,,,,
17:30-02:00,,.,,SLEEP,,,,,,,,
Task List,,"CDR,FE-1,FE-4",,Preparation of reports for Roskosmos site,,,,,,,,
GMT,CREW,ACTIVITY,,,,,,,,,,
06:00-06:10,CDR,Morning Inspection. Test SM ПСС [Caution & Warning Panel],,,,,,,,,,
06:00-06:10,"FE-3, FE-4,FE-5, FE-6",Morning Inspection,,,,,,,,,,
06:00-06:10,FE-1,SONOCARD Experiment Termination,,,,,,,,,,
06:10-06:40,"CDR, FE-3,FE-4, FE-5,FE-6",Post-sleep,,,,,,,,,,
06:10-06:20,FE-1,Morning Inspection,,,,,,,,,,
06:20-06:50,FE-1,Post-sleep,,,,,,,,,,
06:40-07:30,"CDR, FE-3,FE-4, FE-5,FE-6",BREAKFAST,,,,,,,,,,
06:50-07:40,FE-1,,,,,,,,,,,
07:30-07:50,"CDR, FE-3,FE-4, FE-5,FE-6",Work Prep,,,,,,,,,,
07:40-07:50,FE-1,,,,,,,,,,,
07:50-08:15,,Daily Planning Conference (S-band),,,,,,,,,,
08:15-08:50,FE-6,WHC EДВ-CB Manual Fill,,,,,,,,,,
08:15-10:50,FE-5,Hardware Prepack for Return on ULF7,,,,,,,,,,
08:15-08:30,FE-1,SONOCARD Copy Data to RSE-MED Laptop,,,,,,,,,,
08:15-09:10,FE-4,"IZGIB-DAKON Disassembly, Relocation, Setup in DC1",,,,,,,,,,
08:30-10:00,FE-3,Periodic Fitness Evaluation Nom Ops,,,,,,,,,,
09:05-09:35,FE-6 assists,,,,,,,,,,,
08:30-08:40,FE-1,КОБ2 4ГБ4 Half-Coupling Shell Coolant Leak Check,,,,,,,,,,
08:40-10:35,FE-1,Progress 411 Unloading and IMS Updates,,,,,,,,,,
08:55-09:05,FE-6,WRS Water Sample Analysis,,,,,,,,,,
09:00-09:10,CDR,BAR. Terminate Pyren Charge,,,,,,,,,,
09:10-11:40,CDR,BAR Experiment. Tagup with specialists (S-band),,,,,,,,,,
09:10-10:00,FE-4,,,,,,,,,,,
09:35-10:35,FE-6,Physical Exercise T 2,,,,,,,,,,
10:00-10:10,FE-4,IZGIB-DAKON Sensor Rotation and Photography,,,,,,,,,,
10:00-11:30,FE-3,Physical Exercise (ARED),,,,,,,,,,
10:10-11:40,FE-4,BAR Experiment. Tagup with specialists (S-band),,,,,,,,,,
10:35-12:05,FE-1,Physical Exercise (T2) Day 3,,,,,,,,,,
10:50-11:00,FE-5,Hair Sample Preparation,,,,,,,,,,
11:00-11:15,"FE-5, FE-6",Hair Sample Collection,,,,,,,,,,
11:15-12:15,FE-6,WRS Sample Collection,,,,,,,,,,
11:15-11:25,FE-5,HAIR - Insertion of hair samples into MELFI,,,,,,,,,,
11:25-11:35,FE-5,Hair Sample Closeout,,,,,,,,,,
11:30-12:30,FE-3,Audit M-02 bag containing water sampling equipment,,,,,,,,,,
11:35-11:55,FE-5,Item Gathering and CsPINs Fixation,,,,,,,,,,
11:40-11:50,FE-4,IZGIB-DAKON Sensor Rotation and DAKON Activation,,,,,,,,,,
11:40-13:10,CDR,Physical Exercise (T2) Day 3,,,,,,,,,,
11:50-12:50,FE-4,Physical Exercise (ARED),,,,,,,,,,
11:55-12:30,FE-5,Prepare 3 CsPIN Samples for Fixation,,,,,,,,,,
12:05-13:10,FE-1,Progress 411 Transfer Ops with IMS updates,,,,,,,,,,
12:15-13:00,FE-6,Coolant Sampling From Moderate Temperature Loop,,,,,,,,,,
12:30-13:00,FE-3,"Lab MCA Activation Support, Part 2",,,,,,,,,,
12:30-12:40,FE-5,Exp Unit Attachment to CBEF IU 1G,,,,,,,,,,
12:40-12:50,FE-5,Attach CsPIN Exp Unit in Micro-G,,,,,,,,,,
12:50-13:00,FE-4,IZGIB-DAKON Sensor Rotation and DAKON Activation,,,,,,,,,,
13:00-14:00,"FE-3, FE-4,FE-5, FE-6",LUNCH,,,,,,,,,,
13:10-14:10,"CDR, FE-1",,,,,,,,,,,
14:00-15:15,FE-5,Hardware Prepack for Return on ULF7,,,,,,,,,,
14:00-14:10,FE-4,IZGIB-DAKON Sensor Rotation and DAKON Activation,,,,,,,,,,
14:00-14:05,FE-6,TOCA Data Recording,,,,,,,,,,
14:00-14:10,FE-3,CWC Audit,,,,,,,,,,
14:05-14:15,FE-6,TOCA Potable Water Dispenser (PWD) Sample Analysis,,,,,,,,,,
14:10-15:55,"CDR, FE-1",Installation of СБИ cable 17КС.42Ю 8242А9180 for Elektron-VM [СКО],,,,,,,,,,
14:15-14:35,FE-6,WMK In-Flight Water Processing,,,,,,,,,,
14:20-14:25,FE-3,Video Camera Assembly 1 (VCA1) Adjustment,,,,,,,,,,
14:25-14:30,FE-3,Remove Vibration Isolation Frame (VIF) from MARES and temporary stow inColumbus,,,,,,,,,,
14:30-14:40,FE-3,Columbus Deck Rack Front Cleanup from Stowage Items,,,,,,,,,,
14:35-15:25,FE-6,Hardware Prepack for Return on ULF7,,,,,,,,,,
14:40-14:55,FE-3,Preparation of European Physiology Module (EPM) ISPR for Tilting,,,,,,,,,,
14:40-14:50,FE-4,IZGIB-DAKON Sensor Rotation and DAKON Activation,,,,,,,,,,
14:55-17:15,FE-3,European Physiology Module (EPM) Video Unit (VU) Removal & Replacement,,,,,,,,,,
15:15-16:45,FE-5,Physical Exercise (ARED),,,,,,,,,,
