0,1,2,3
13:35-14:30,CDR,SEINER. Observation and Photography using Photo Spectrum System (ФСС),
13:35-16:35,FE-2,"КОХ1,2 Loop Monitoring",
13:35-13:40,FE-6,USND2 - Ultrasound 2 Hardware Power Off,
13:40-14:40,FE-6,LUNCH,
14:00-14:10,FE-5,TOCA Potable Water Dispenser (PWD) Sample Analysis,
,,BODYM - Gather equipment in preparation for Body Measurements data collection,
14:05-14:20,FE-3,,
,,operations,
14:10-14:45,FE-5,WMK In-Flight Water Processing,
14:15-14:20,FE-4,MRM2 comm config to support voice comm during the experiment,
14:20-15:20,FE-4,Kulonovskiy Kristall Experiment Run. Tagup with specialists,
14:30-15:00,CDR,TERMO-LADA. Container 2 Removal and Stowage.  Tagup with specialists,
14:40-15:10,FE-6,SPINAL – equipment familiarization,
14:45-14:55,FE-5,HRF - Hardware Setup,
14:45-15:00,FE-3,CIR - Video Setup and Rack Doors Open,
14:55-15:10,FE-5,Journal Entry,
15:00-15:20,CDR,IMS Update,
15:00-15:15,FE-3,CIR Front End Cap Open,
,,On Board Training (OBT) ISS Crew Medical Officer (CMO) Computer Based Training,
15:10-15:35,FE-5,,
,,(CBT),
15:10-15:25,FE-6,SPINAL- experiment tag up,
15:15-18:05,FE-3,MDCA - Hardware Replacement,
15:20-15:25,FE-4,MRM2 Comm Reconfig,
15:20-15:50,CDR,SPLANH. Experiment Setup,
15:25-15:55,FE-4,KULONOVSKIY KRISTALL. File Preparation and Downlink,
15:25-16:10,FE-6,Extravehicular Mobility Unit (EMU) Long Life Battery (LLB) Troubleshooting Terminate,
15:40-17:10,FE-5,ARED Exercise,
15:50-16:05,CDR,Exercise data downlink,
15:55-16:55,FE-4,В3 Fan Screen Cleaning in MRM2,
,,Preparation for and photography of ТКГ 420 docking Assembly from RS window No. 7,
16:05-16:50,CDR,,
,,during the undocking from the ISS,
16:35-17:05,FE-2,Auxiliary Laptop Anti-Virus Update,
16:40-16:50,FE-6,System Laptop Terminal (SLT) Reboot,
16:50-16:55,CDR,On MCC Go Reset СО-ТК PEV to CLOSED position,
11:40-12:40,FE-5,CEVIS Exercise,
11:40-12:40,FE-4,"VELO Exercise, Day 1",
11:45-11:55,FE-2,BRI Log Dump from RSS1,
11:55-12:35,FE-2,СОЖ Maintenance,
12:15-12:25,CDR,DC-СУ Transfer Hatch Opening,
12:25-12:35,CDR,On MCC GO ТКГ-СУ (DC1) Hatch Opening,
12:25-12:35,FE-6,JEM Airlock Retraction from JEF side and Outer Hatch Closure. Part 1,
12:35-12:50,FE-2,ТКГ 422 (DC1) Air Sampling using АК-1М sampler,
12:40-12:50,FE-5,FASES. Pin Verification,
12:50-13:35,CDR,"ТКГ 422 (DC1) deactivation, air duct installation",
12:55-13:15,FE-4,Photo of a scuff mark left by the Active Docking Mechanism probe on the DC1 Passive Mechanism Receiving Cone,
12:55-13:55,"FE-3, FE-5",LUNCH,
13:15-13:35,FE-4,File Prep and Downlink of photo imagery data of the Docking Cone internal surface  via ОСА,
13:20-14:50,FE-2,ARED Exercise,
13:35-15:05,CDR,"БД-2 Exercise, Day 1",
13:35-15:05,FE-4,Removal of ТКГ 422 docking mechanism and installation  of two handles on the front of the hatch door / r/g 4412,
13:35-14:35,FE-6,LUNCH,
13:55-14:55,FE-3,Re-installation of TCCS,
13:55-14:05,FE-5,FASES. Pin Verification,
14:35-14:45,FE-6,Activation of MSPR before MEDAKA installation,
14:45-14:55,FE-5,FASES. Pin Verification,
14:50-15:05,FE-6,CUBESAT. Photography in Cupola,
14:55-15:55,FE-2,LUNCH,
14:55-15:30,FE-5,Optical Coherence Tomography (OCT) - Test Setup,
15:05-16:05,"CDR, FE-4",LUNCH,
15:15-15:40,FE-6,WRM - Condensate Pumping Initiation,
15:20-16:50,FE-3,ARED Exercise,
15:40-16:40,FE-6,"OCT Exam, Operator",
15:40-16:40,FE-5,ОСТ - Test Crew Medical Officer,
15:55-17:25,FE-2,"ТКГ 422 (DC1) Early Unstow, High Priority, and US Cargo Item Transfers and IMS Ops",
16:05-17:35,FE-4,"ТКГ 422 (DC1) Early Unstow, High Priority, and US Cargo Item Transfers and IMS Ops",
16:25-17:25,CDR,Bringing ODF up to date using ТКГ 422 delivered files,
16:40-17:00,FE-5,WRM - Terminate Condensate Pumping,
16:40-17:00,FE-6,Optical Coherence Tomography (OCT) - Equipment Stowage,
17:25-17:35,FE-6,MERLIN Desiccant Kit Replace,
16:50-17:00,FE-3,PAO Hardware Setup,
17:10-17:25,FE-6,Fundoscope - Setup,
13:55-14:55,FE-2,"ALBEDO. Preparation, photo with [ФСС] and closeout operations",
14:00-14:15,FE-3,Private medical conference (PMC),
14:10-14:40,FE-5,Hatch Track Guide Re-Install in Node 1,
14:10-14:20,FE-6,JEM Airlock leak check,
14:15-15:00,FE-3,BP – H/w stowage,
14:20-14:35,FE-6,Private medical conference (PMC),
14:40-14:50,FE-6,Remove dessicant from MERLIN,
14:50-15:00,FE-6,JEM -  depress confirmation,
14:50-15:00,FE-5,Journals – Nominal questionnaire,
14:55-16:25,FE-2,БД-2 Exercise -3,
15:00-15:15,FE-6,CIR- Video set up and the rack doors opening,
15:00-15:15,FE-5,Private medical conference (PMC),
15:15-15:50,FE-6,CIR- Optics adjustment,
15:15-15:35,CDR,КАSKAD. Thermostat setup for experiment. Tag up with specialists if required,
15:25-16:25,FE-4,EXERCISE VELO-4,
15:25-16:55,FE-5,EXERCISE ARED,
15:35-16:35,CDR,ASEPTIK. “Glove box-C” equipment set up. Tag up with specialists if required.,
15:40-16:30,FE-6,CIR-IMAGING- Reconfiguration,
16:10-17:10,FE-3,T2 Exercise,
16:25-17:25,"FE-2,FE-4",Lunch,
16:35-17:35,CDR,Lunch,
16:40-17:15,FE-6,CIR- Optics adjustment and video shooting,
17:10-18:40,FE-3,ARED Exercise,
17:15-17:25,FE-6,CIR- Rack doors closure,
17:20-18:50,FE-5,MSL – Cartridge replacement,
17:25-18:25,FE-2,"Ventilation grids cleaning on FGB interior panels (panels 201, 301, 401)",
17:35-18:05,CDR,Harmful contaminants measurements with CMS in SM,
17:35-18:35,FE-6,T2 Exercise,
18:10-18:30,CDR,IMS update,
18:25-19:05,FE-2,СОЖ Maintenance,
18:30-18:35,CDR,S/G1 voice loop comm check with Baykonur,
18:35-18:45,FE-6,USOS windows shutters closure,
18:40-19:10,CDR,URAGAN Observations and Photography with [НА ФСС],
18:40-20:10,FE-4,Exercise with expander,
18:45-18:55,FE-6,HAM radio deactivation,
18:55-19:15,FE-6,CIR – H/w stowage,
19:10-20:00,CDR,Evening Work Prep,
19:10-20:10,FE-2,VELO Exercise -3,
19:15-19:30,"FE-3,FE-5,",Daily Planning Conference (DPC) (S-band),
TIME,CREW,ACTIVITY,
06:00-06:15,CDR,KHROMATOMASS. Experiment Setup,
06:00-06:10,FE-2,Morning Inspection. Laptop RS1(2) Reboot SM ПСС (Caution & Warning Panel) Test,
06:00-06:10,FE-5,Morning Inspection,
06:00-06:10,FE-4,"Morning Inspection. RSS1,2 Reboot",
06:00-06:05,FE-6,Reading REMINDER,
06:00-06:05,FE-3,PROK - Urine Sample Collection,
06:05-06:25,FE-3,HRF Urine Sample Collection,
06:05-06:10,FE-6,Morning Inspection,
06:10-06:40,"FE-2, FE-4, FE-5, FE-6",Post-sleep,
06:15-06:45,CDR,KHROMATOMASS. Saliva and Blood Collection,
06:25-06:30,FE-3,HRF - Urine Sample Insertion Into MELFI,
06:30-07:30,FE-3,Post-sleep,
06:40-07:30,"FE-2, FE-4, FE-5, FE-6",BREAKFAST,
06:45-07:30,CDR,Post-sleep,
07:30-07:55,,Daily Planning Conference (S-band),
07:55-08:15,"FE-2, FE-4",Work Prep,
07:55-08:25,FE-3,BREAKFAST,
07:55-08:50,CDR,BREAKFAST,
07:55-08:15,FE-6,Camcorder Setup,
07:55-08:05,FE-5,SPHERES - Battery Installation,
08:05-08:15,FE-5,CIR - Hardware Teardown,
08:15-08:25,FE-2,CASKAD. Manual Mixing in Bioreactor,
08:15-08:30,FE-4,Makita drill battery capacity check - equipment prep,
08:15-08:30,FE-5,Work Prep,
08:15-08:35,FE-6,Conference with SSIPC Management,
08:25-08:45,FE-3,HRF Urine Sample Collection,
08:30-09:30,FE-2,Installation of Version 4.1 SW on RSE1 Laptop (for Expose-R Experiment) Tagup with specialists (as necessary),
08:30-08:35,FE-4,Install Makita drill battery for discharge,
08:35-09:00,FE-4,Monitor Makita drill battery discharge,
08:35-08:40,FE-6,Camcorder 2 Setup,
08:40-09:45,FE-6,TRY ZERO G. Experiment Ops.,
08:45-08:50,FE-3,HRF - MELFI Sample Insertion,
08:50-10:20,FE-3,ARED Exercise,
08:50-09:05,CDR,KHROMATOMASS. Closeout Ops,
,12:55-13:55,,
,13:25-13:40,,
,,,
,,and Elektron-VM Signal And Command Matching Unit (БССК),
,13:25-13:40,,
,,On MCC Go Mating БРПК-2 TLM-connector,
,,,
,,БКС cnctr Ш194/40  to БРП cnctr Ш194/40Close-Out Ops after СТ-64 current stabilizer and Elektron-VM БССК,
,,,
,13:40-14:00,,
,,R&R. Tagup with specialists (as necessary),
,,,
,,,
,13:55-14:25,OBT - Dragon Rendezvous and Docking Conference,
,,"FE-6CDR, FE-2,",
,,,
,,,
,14:00-15:00,LUNCH,
,,"FE-4FE-3FE-5FE-5,FE-6CDR, FE-2,",
,,Sampling from ECLSS Oxygen Generation System (OGS)SPHERES - Installation of Charged BatteriesOBT - Dragon Robotics Review,
,14:25-16:15,,
,14:30-14:40,,
,14:40-15:10,,
,,,
,15:00-15:30,GREAT START. Video Script Review. Tagup with specialists,
,,"FE-4FE-5, FE-6FE-2FE-4CDRCDRFE-4FE-4FE-3FE-2FE-3FE-5, FE-6FE-3, FE-5,",
,,"OBT - Dragon Rendezvous ReviewCrew Departure PrepСОЖ MaintenanceCrew Departure PrepARED ExerciseRoutine Maintenance of [КН], [КВ] and КД Valves in SM Rodnik TanksБД-2 Exercise, Day 2Crew Prep for PAOIMS UpdatePAO Hardware SetupCrew Prep for PAO",
,15:10-16:40,,
,15:30-16:30,,
,15:30-16:10,,
,15:30-16:00,,
,16:00-17:30,,
,16:10-16:30,,
,16:30-18:00,,
,16:30-16:40,,
,16:40-17:00,,
,16:40-16:50,,
,16:40-16:50,,
,,,
,16:50-17:10,PAO Event,
,,,
,,"T2 Exercise, Day  1MSG - Visual inspection and activationHRF Urine Sample CollectionBASS Sensors C/OThermolab - Instrumentation Ops for Circadian RhythmsARED ExerciseHRF - MELFI Sample InsertionБД-2 Exercise, Day 2CEVIS ExerciseИП-1 Flow Sensor Position CheckOn MCC Go ISS O2 Repress from ТКГ 422 СрПК (DC1) (start)Evening Work Prep",
,17:00-18:00,,
,17:10-17:20,,
,17:10-17:30,,
,17:20-17:50,,
,17:10-17:30,,
,17:30-19:00,,
,17:30-17:35,,
,17:30-18:30,,
,17:40-18:40,,
,18:00-18:15,,
,18:00-18:05,,
,18:05-18:55,,
13:05-13:40,FE-3,Weekly Housekeeping,
13:15-13:25,FE-6,VOLSCI - 4K Camera Shooting,
13:30-14:30,FE-6,LUNCH,
,"CDR, FE-2,",,
13:40-14:40,"FE-3,  FE-4,",LUNCH,
,FE-5,,
14:40-15:20,CDR,СОЖ Maintenance,
14:40-14:50,"FE-3, FE-5",Food Frequency Questionnaire,
14:45-14:55,FE-6,Food Frequency Questionnaire,
14:50-15:05,FE-3,VS - Crew conference with P/L Developer,
14:55-16:10,FE-6,Weekly Housekeeping,
15:05-16:05,FE-3,VS - Equipment setup for SPHERES test session,
15:20-15:35,"CDR, FE-2, FE-4",Telephone Conference with Rossiyskiy Cosmos Magazine Editor (S-band),
15:50-17:20,FE-5,ARED Exercise,
16:05-17:05,FE-3,VS - Run SPHERES test session,
16:50-17:50,CDR,"БД-2 Exercise, Day 2",
17:05-17:25,FE-3,VS - Equipment teardown after SPHERES test session,
17:20-18:20,FE-5,T2 Exercise,
17:25-17:45,FE-6,Pre-sleep,
17:45-18:00,FE-6,VOLSCI - 4K Camera Shooting,
17:50-19:20,FE-2,"БД-2 Exercise, Day 1",
17:50-19:20,CDR,ARED Exercise,
18:00-18:10,FE-6,Voluntary Science - 4K Camera SSD PACK Installation,
18:10-18:20,FE-6,Pre-sleep,
18:20-19:20,FE-6,T2 Exercise,
18:30-19:30,FE-4,"VELO Exercise, Day 2",
19:20-19:30,FE-2,CASKAD. Manual Mixing in Bioreactor,
19:20-19:30,FE-5,USOS Window Shutter Closure,
19:20-19:35,FE-6,VOLSCI - 4K Camera Shooting,
19:30-21:30,"CDR, FE-2, FE-4, FE-5",Pre-sleep,
19:30-19:55,FE-3,Pre-sleep,
19:35-19:45,FE-6,VOLSCI - Close-out ops with 4K camcorder (Part 1),
19:45-19:50,FE-6,VOLSCI - 4K Data Downlink,
19:50-20:00,FE-6,VOLSCI - temp stow 4K camera,
19:55-20:10,FE-3,Private Family Conference,
20:00-21:30,FE-6,Pre-sleep,
20:10-21:30,FE-3,Pre-sleep,
21:30-06:00,,SLEEP,
Task List,"CDR, FE-2,",Preparation of reports for Roscosmos site,
TIME,CREW,,
06:00-06:10,CDR,Morning Inspection. Laptop RS1(2) Reboot SM ПСС (Caution & Warning Panel) Test,
06:00-06:30,FE-2,Post-sleep,
06:00-06:10,FE-4,"Morning Inspection. RSS1,2 Reboot",
06:00-06:05,FE-6,REACTION - Self-reaction test,
06:00-06:05,FE-5,REMINDER - Reading ARED Exercise Reminder,
06:00-06:05,FE-3,PROK - Urine Sample Collection,
06:05-06:10,FE-6,Reading REMINDER,
06:05-06:10,FE-3,REMINDER - Reading ARED Exercise Reminder,
06:05-06:10,FE-5,Morning Inspection,
06:10-06:15,FE-3,REMINDER - Reading PFE Reminder,
06:10-06:15,FE-6,REMINDER - Reading ARED Exercise Reminder,
06:10-06:40,"CDR, FE-5",Post-sleep,
06:10-06:50,FE-4,Post-sleep,
06:15-06:45,"FE-3, FE-6",Post-sleep,
06:30-07:40,FE-2,SPLANH. Experiment Ops. Tagup with specialists,
06:40-07:30,"CDR, FE-5",BREAKFAST,
06:45-07:40,"FE-3, FE-6",BREAKFAST,
06:50-07:05,FE-4,SPLANH. Photography of the Experiment Ops,
07:05-07:40,FE-4,BREAKFAST,
07:30-07:40,"CDR,FE-5",Work Prep,
07:40-08:05,,Daily Planning Conference (S-band),
08:05-09:00,FE-2,BREAKFAST,
08:05-08:20,CDR,NAPOR-miniRSA. Copy and install script to RSS1 Laptop,
08:05-08:50,FE-4,MATRYOSHKA-R. Gathering and Initialization of Bubble-Dosimeter Detectors. Tagup with specialists,
08:05-08:35,FE-5,Airlock Bacterial/Charcoal Filter Remove & Replace,
08:05-08:10,FE-3,Set up video equipment to record ARED exercise,
08:10-08:30,FE-6,ISS Crew / SSIPC FD Conference,
08:10-09:05,FE-3,Story Time (ST)  Camcorder Setup and Reading the Book,
08:20-09:25,CDR,ТК 710 Pre-pack,
08:30-08:40,FE-6,Work Prep,
08:35-08:45,FE-5,Story Time (ST). Historical Documentation Photography,
08:40-11:00,FE-6,BODYM - Camcorder Setup,
08:50-08:55,FE-5,Handover of RADIN dosimeters,
08:50-08:55,FE-4,MATRYOSHKA-R. Handover of BUBBLE-dosimeters to USOS,
08:55-09:55,FE-4,MATRYOSHKA-R. BUBBLE-dosimeter initialization and positioning for exposure. Tagup with specialists (S-band),
08:55-09:10,FE-5,Radin dosimeter deployment,
09:00-09:10,FE-2,CASKAD. Manual Mixing in Bioreactor,
09:10-10:50,FE-5,BODYM - Body Mass Measurement Assistance,
09:10-10:10,FE-2,Crew Departure Prep,
09:25-09:30,CDR,Photo/TV Camcorder Setup Verification,
09:30-10:55,CDR,ARED Exercise,
09:40-09:55,FE-3,OBT - Fireport Deploy procedure review,
09:55-10:15,FE-3,HRF - Urine Sample Insertion,
10:10-11:10,FE-2,"SM Sample Collection behind panels(130, 131)",
10:15-11:45,FE-3,Periodic Fitness Evaluation - Nom Ops (subject),
10:30-10:50,FE-4,VIRU. Software Upgrade. Tagup with specialists,
10:50-13:20,FE-4,VIRU. Relaksatsiya Experiment Ops Tagup with specialists,
10:50-11:20,FE-5,Periodic Fitness Evaluation - Nom Ops (assistance),
10:55-11:15,CDR,NAPOR-miniRSA. Video Equipment Setup and Recording.  Tagup with specialists,
11:05-11:20,FE-6,Private Psychological Conference,
11:10-11:40,FE-2,SPLANH. Blood Biochemistry Analysis Repeat Tagup with specialists,
11:15-11:55,CDR,Filling (separation) of EDV [KOV] for Elektron,
11:20-12:20,FE-6,T2 Exercise,
11:40-12:10,FE-2,SPLANH. Closeout Ops. Tagup with specialists,
11:45-11:50,FE-3,Photo/TV Camcorder Setup Verification,
11:50-13:20,FE-3,ARED Exercise,
11:50-13:20,FE-5,Waste and Hygiene Compartment (WHS) Urine Receptacle and Insert Filter Changeout,
11:55-12:35,CDR,СОЖ Maintenance,
12:20-13:20,FE-2,"БД-2 Exercise, Day 4",
12:20-12:35,FE-6,JAXA - Video Camera Setup,
12:35-12:45,FE-6,JAXA Video from Cupola,
12:45-13:00,FE-6,CIR - Upper Rack Doors Open,
13:00-13:30,FE-6,CIR - Replacement of equipment element and video recording,
13:20-14:20,"CDR, FE-2, FE-4",LUNCH,
13:20-13:25,FE-3,PROK - Diet Log,
13:20-13:35,FE-5,Journal Entry,
13:25-14:25,FE-3,LUNCH,
13:30-13:40,FE-6,CIR - R Upper Rack Doors Close,
13:35-14:35,FE-5,LUNCH,
13:40-14:40,FE-6,LUNCH,
14:20-15:50,FE-2,"Sample collection from underneath the overlay Plates on SM interior panels (121, 127, 327, 329)",
14:20-15:00,"CDR, FE-4",Video Footage of Greetings,
14:25-14:45,FE-3,HRF1 Hardware Setup,
14:35-14:50,FE-5,OBT - Fireport Deploy procedure review,
14:40-14:55,FE-6,OBT - Fireport Deploy procedure review,
14:45-14:55,FE-3,HRF1 - SW Installation and Body Mass Measurement,
14:50-15:05,FE-5,Private Psychological Conference,
14:55-15:05,FE-6,HRF1 - SW Installation and Body Mass Measurement,
15:00-15:20,FE-4,VIRU. Fill out and Downlink VIRU Log Sheet,
15:00-16:25,CDR,ТК 710 pre-pack,
15:05-15:20,FE-3,Private Medical Conference,
15:05-15:15,FE-5,HMS Defibrillator Inspection,
15:05-16:05,FE-6,Fireport Deploy Procedure Update,
15:15-16:05,FE-5,EHS MCD Water Processing,
15:20-15:40,FE-3,HRF1 - Equipment Stowage,
15:20-15:35,FE-4,OBT - Fireport Deploy procedure review,
15:35-15:55,FE-4,IMS Update,
15:40-18:55,FE-3,ABC2 - Audio Circuit R&R,
16:00-17:30,FE-2,"БД-2 Exercise, Day 4",
16:00-17:00,FE-4,"VELO Exercise, Day 1",
16:05-16:10,FE-5,Photo/TV Camcorder Setup Verification,
16:05-16:20,FE-6,Private Medical Conference,
16:10-17:35,FE-5,ARED Exercise,
16:25-17:20,CDR,Crew Departure Prep,
16:45-17:00,FE-6,JAXA - Video Camera Setup,
17:00-17:10,FE-6,JAXA Video from Cupola,
17:00-18:25,FE-4,"БД-2 Exercise, Day1",
17:10-17:20,FE-6,JAXA - Video Closeout,
17:20-17:35,CDR,OBT - Fireport Deploy procedure review,
17:35-17:50,CDR,NAPOR-miniRSA. Log-File Dump,
17:35-17:40,FE-6,Photo/TV Camcorder Setup Verification,
17:35-17:50,FE-5,Private Medical Conference,
17:40-19:05,FE-6,ARED Exercise,
17:50-18:10,CDR,Evening Work Prep,
17:50-18:05,FE-2,OBT - Fireport Deploy procedure review,
17:50-18:50,FE-5,CEVIS Exercise,
18:10-19:00,FE-2,Evening Work Prep,
18:10-19:10,CDR,"БД-2 Exercise, Day 1",
18:25-19:10,FE-4,Evening Work Prep,
18:50-19:10,FE-5,Evening Work Prep,
19:00-19:10,FE-2,CASKAD. Manual Mixing in Bioreactor,
19:00-19:10,FE-3,Private conference with exercise specialist,
19:05-19:10,FE-6,Stow Video Equipment Used for ARED Exercise Video,
19:10-19:30,,Daily Planning Conference (S-band),
19:30-21:25,"FE-3, FE-6",Pre-sleep,
19:30-21:30,"CDR, FE-2, FE-4, FE-5",Pre-sleep,
21:25-21:30,FE-6,REACTION - Self-reaction test,
21:25-21:30,FE-3,REMINDER - Urine Collection Reminder,
21:30-06:00,,SLEEP,
,,Preparation of reports for Roscosmos site,
Task List,"CDR, FE-2, FE-4",URAGAN Observations and Photography,
,,ECON-M. Observations and Photography,
10:45-11:10,FE-6,MIDGE - Setup and Sample Inspection,
11:00-12:25,CDR,ARED Exercise,
11:10-12:10,FE-3,RVF - Data Saving and Copying to the Laptop,
11:10-11:20,FE-6,JEM Airlock Retraction from JEF side and Outer Hatch Closure. Part 2,
11:20-11:30,FE-6,JEMRMS RLT Laptop Deactivation,
11:25-12:25,FE-4,"VELO Exercise, Day 2",
11:30-12:20,FE-5,BASS - Hardware Installation and Test Start,
12:10-13:10,FE-3,LUNCH,
12:10-13:10,FE-6,CEVIS Exercise,
12:20-13:10,FE-5,BASS - Hardware Installation and Test Start,
12:25-13:25,"CDR, FE-2, FE-4",LUNCH,
13:10-13:25,FE-3,CFE - Hardware Test Ops Review,
13:10-13:15,FE-5,CEVIS USB connection to SSC,
13:10-14:10,FE-6,LUNCH,
13:15-14:15,FE-5,LUNCH,
13:25-14:05,CDR,СОЖ Maintenance,
13:25-13:40,FE-4,"Restoring Makita battery capacity, r/g review, equipment search and gathering",
13:25-14:25,FE-2,RELAKSATSIYA Hardware Setup. Tagup with specialists,
13:25-13:40,FE-3,SPHERES - MWA Setup,
13:40-13:45,FE-4,"Makita discharge configuration, discharge setup",
13:40-14:40,FE-3,CFE - Preparation and Hardware Setup,
13:45-14:10,FE-4,Monitor Makita drill battery discharge /,
14:10-14:15,FE-4,"End Makita Battery discharge, Remove battery from the drill",
14:10-14:25,FE-6,"MIDGE - Sample Inspection, Data Downlink and Laptop Powerdown",
14:15-15:45,FE-5,BASS - Hardware Installation and v/cassette changeout,
14:15-15:10,"CDR, FE-4",Video for Roscosmos TV Studio,
14:25-14:50,FE-2,RELAKSATSIYA. Parameter Settings. Tagup with specialists,
14:50-15:10,FE-2,RELAKSATSIYA. Observation.  Tagup with specialists,
14:50-16:50,FE-3,CFE-ICF3 - Test Ops,
14:55-15:15,FE-6,HAM Radio Session,
