0,1,2,3,4,5,6,7,8,9
15:10-15:25,FE-5,Private Family Conference,,,,,,,
15:30-16:30,FE-2,"БД-2 Exercise, Day 4",,,,,,,
16:15-17:15,FE-1,ВЕЛО-1 Exercise,,,,,,,
16:30-18:00,FE-5,ARED Exercise,,,,,,,
16:50-17:05,FE-6,Private Family Conference,,,,,,,
17:15-18:45,FE-1,"БД-2 Exercise, Day 1",,,,,,,
18:10-18:20,FE-5,HRF – Hardware Setup,,,,,,,
18:20-18:40,FE-5,HRF - Urine Sample Collection,,,,,,,
18:25-18:40,CDR,Private Family Conference,,,,,,,
18:40-18:45,FE-5,HRF - Sample MELFI Insertion,,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:10,CDR,Morning Inspection,,,,,,,
,,Morning Inspection,,,,,,,
06:00-06:10,FE-2,Laptop RS1(2) Reboot,,,,,,,
,,"RSS1,2 reboot",,,,,,,
06:00-06:05,FE-4,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,,,
06:00-06:05,"FE-5,FE-6",REMINDER – reading reminder,,,,,,,
,,Morning Inspection,,,,,,,
06:00-06:10,FE-1,,,,,,,,
,,[МНР-НС]  [СМ-У] receptacle inspection behind [ACУ] pnl 139,,,,,,,
06:05-06:10,FE-5,REMINDER - reading reminder,,,,,,,
06:05-06:15,FE-4,МО-8. Configuration setup,,,,,,,
06:05-06:35,FE-6,Postsleep,,,,,,,
06:10-06:15,FE-5,PROK - Urine Sample Collection Operations,,,,,,,
06:10-06:30,CDR,Postsleep,,,,,,,
06:10-06:20,FE-1,Postsleep,,,,,,,
06:10-06:25,FE-2,Postsleep,,,,,,,
06:15-06:40,FE-4,Postsleep,,,,,,,
06:15-06:20,FE-5,,,,,,,,
,,Body Mass Measurement,,,,,,,
06:20-06:25,FE-1,,,,,,,,
06:20-06:40,FE-5,HRF - Urine Sample Collection Operations,,,,,,,
06:25-06:30,FE-2,Body Mass Measurement,,,,,,,
06:25-06:40,FE-1,Postsleep,,,,,,,
06:30-06:40,FE-2,Postsleep,,,,,,,
06:30-06:35,CDR,,,,,,,,
,,Body Mass Measurement,,,,,,,
06:35-06:40,FE-6,,,,,,,,
06:35-06:55,CDR,Breakfast,,,,,,,
06:40-06:45,FE-4,Body Mass Measurement,,,,,,,
06:40-07:30,"FE-1,FE-2",Breakfast,,,,,,,
06:40-07:40,FE-6,Breakfast,,,,,,,
06:40-06:45,FE-5,HRF - Sample MELFI Insertion Operations,,,,,,,
06:45-07:20,FE-5,HRF – Blood Sample Collection,,,,,,,
06:45-06:55,FE-4,МО-8. Closeout ops,,,,,,,
06:55-07:10,CDR,HRF – Assistance in Blood Sample Collection,,,,,,,
06:55-07:30,FE-4,Breakfast,,,,,,,
07:10-07:40,CDR,Breakfast,,,,,,,
07:20-07:25,FE-5,REMINDER – reading reminder,,,,,,,
07:25-07:40,FE-5,Postsleep,,,,,,,
,"FE-1,FE-2,",,,,,,,,
07:30-07:40,,Work prep,,,,,,,
,FE-4,,,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:05,CDR,Reading REMINDER,,,,,,,
06:00-06:10,FE-1,"Morning Inspection, Laptop RSS1,2, Reboot / r/g 1009 step 1",,,,,,,
06:00-06:10,FE-2,"Morning Inspection, Laptop RS1(2) Reboot",,,,,,,
06:00-06:10,FE-4,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,
06:00-06:10,"FE-5,FE-6",Morning Inspection.,,,,,,,
06:05-06:10,CDR,Morning Inspection,,,,,,,
06:10-06:40,.,Post-Sleep,,,,,,,
06:40-07:30,"CDR, FE-1, FE-2, FE-4, FE-5",BREAKFAST,,,,,,,
06:40-07:20,FE-6,BREAKFAST.,,,,,,,
07:20-07:30,FE-6,MSG - Glovebox Activation,,,,,,,
07:30-07:55,,Daily Planning Conference (S-band),,,,,,,
07:55-08:15,"FE-1, FE-2, FE-5, FE-6",Prep for Work,,,,,,,
07:55-08:00,CDR,SPHERES - Battery Charge,,,,,,,
07:55-08:10,FE-4,On MCC GO Regeneration of БМП Ф2 Micropurification Cartridge (start),,,,,,,
08:05-08:30,CDR,Acoustic Dosimeter Stow,,,,,,,
08:10-08:20,FE-4,Prep for Work,,,,,,,
08:15-08:35,FE-5,BLR48 - Memory Card Replacement.,,,,,,,
08:15-09:05,FE-6,BASS Prep Ops,,,,,,,
08:15-08:30,FE-1,Preparing comm assets for EVA Training,,,,,,,
08:15-08:35,FE-2,Air duct disassembly in DC1 prior to training (skip fan B3 dismantling),,,,,,,
08:20-08:40,FE-4,БСПН Air Duct Inspection,,,,,,,
08:30-09:30,CDR,WHC Fill,,,,,,,
08:35-10:00,FE-5,ARED Exercise,,,,,,,
08:35-09:05,"FE-1, FE-2",Comm check and medical parameter test,,,,,,,
08:40-09:40,FE-4,VELO Exercise - Day 1,,,,,,,
09:05-09:25,"FE-1, FE-2","Checkout of Orlan No. 4, No. 5 during pre-EVA training",,,,,,,
09:20-09:35,FE-6,Private Medical Conference,,,,,,,
09:25-09:40,"FE-1, FE-2",DC1 Orlan Interface Unit (БСС) Check,,,,,,,
09:30-11:50,CDR,BODYM - Experiment Ops,,,,,,,
09:35-10:05,FE-6,HRF1 - Hardware Setup and Connection,,,,,,,
09:40-10:10,"FE-1, FE-2",EVA Gear Donning,,,,,,,
09:40-12:00,FE-4,Suited Exercise Dry Run - Assistance in suited Exercise,,,,,,,
10:00-11:40,FE-5,BODYM - Experiment Ops (Assistance),,,,,,,
10:05-10:15,FE-6,HRF1 - Body mass measurement.,,,,,,,
10:10-10:20,"FE-1, FE-2",Orlan Systems и БСС Checkout during  pre-EVA training,,,,,,,
10:15-11:45,FE-6,ARED Exercise,,,,,,,
10:20-10:35,"FE-1, FE-2","Entry into Orlan No. 4, No. 5, and sealing off backpacks",,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:05,"CDR,FE-6",Reading REMINDER,,,,,,,
06:00-06:10,FE-1,"Morning inspection. RSS1,2 reboot",,,,,,,
06:00-06:10,FE-2,Morning inspection. Laptop RS1(2) reboot,,,,,,,
06:00-06:10,FE-4,Morning inspection. SM ПСС Test,,,,,,,
06:00-06:10,FE-5,Morning inspection,,,,,,,
06:05-06:10,CDR,Morning inspection,,,,,,,
06:05-06:10,FE-6,Reading REMINDER,,,,,,,
06:10-06:40,"CDR,FE-1, FE-2,FE-4, FE-5",Post-sleep,,,,,,,
06:10-06:25,FE-6,HRF – sampling and stowage,,,,,,,
06:25-06:30,FE-6,HRF- sample insertion in MELFI,,,,,,,
06:30-06:50,FE-6,Post-sleep,,,,,,,
06:40-07:30,"CDR,FE-1, FE-2,FE-4, FE-5",BREAKFAST,,,,,,,
06:50-07:30,FE-6,BREAKFAST,,,,,,,
07:30-07:55,.,DPC (S-band),,,,,,,
07:55-08:05,FE-2,Physical exercise specialist conference,,,,,,,
07:55-08:10,FE-4,Work prep,,,,,,,
07:55-08:15,"FE-1,FE-5, FE-6",Work prep,,,,,,,
07:55-08:10,CDR,OH – eye site check (prep),,,,,,,
08:05-08:25,FE-2,Work prep,,,,,,,
08:10-08:40,FE-4,Daily electrocardiography (end),,,,,,,
08:10-08:30,CDR,Work prep,,,,,,,
08:15-08:45,FE-5,BCAT- experiment procedure review,,,,,,,
08:15-08:30,FE-6,BIOME - questionnaire,,,,,,,
08:25-08:35,FE-1,Private conference with physical exercise specialist,,,,,,,
08:25-08:55,FE-2,"""Ecosphere"" equipment check (МО-21). Tagup with specialist",,,,,,,
08:30-08:50,FE-6,Crew time for adaptation and familiarization with ISS,,,,,,,
,,"Stow equipment for disposal on Progress 421(АО), IMS update(Update to",,,,,,,
08:35-10:15,FE-1,"since БРП-М will be needed after EVA-38, put СБК #103 item 10 (00059904R)",,,,,,,
,,"in its place along plane III (per IM, it is already in Progress # 421)",,,,,,,
08:40-09:10,FE-4,Daily arterial pressure measurement (start),,,,,,,
08:45-09:45,FE-5,T2 Exercise,,,,,,,
08:50-09:50,FE-6,OH – eye site check (subject),,,,,,,
08:50-09:50,CDR,OH - eye site check (CMO),,,,,,,
08:55-09:15,FE-2,Diagnostics of КЦП2 second network interface electronic components. Tagu with specialist,,,,,,,
09:10-09:20,FE-4,Private conference with physical exercise specialist (S-band),,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:10,"CDR, FE-5, FE-6",Morning Inspection.,,,,,,,
,,"Morning Inspection. RSS1,2 Reboot",,,,,,,
06:00-06:10,FE-1,"Visual Inspection of Circuit Breaker [АЗСО]Position on DC1 Power Switch Panel (БВП) and Fuses on Fuse Boxes БПП-30, 36 per LED",,,,,,,
,,indication,,,,,,,
06:00-06:10,FE-2,Morning Inspection. Laptop RS1(2) Reboot,,,,,,,
06:00-06:10,FE-4,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,,,
06:10-06:40,,Post-sleep,,,,,,,
06:40-07:30,,BREAKFAST,,,,,,,
07:30-07:40,,Prep for Work,,,,,,,
07:40-08:05,,Daily Planning Conference (S-band),,,,,,,
,"FE-1, FE-2,",,,,,,,,
08:05-08:15,"FE-4, FE-5,",Prep for Work,,,,,,,
,FE-6,,,,,,,,
08:05-08:10,CDR,Prep for Work,,,,,,,
08:10-08:45,CDR,EHS MCD - In-flight Microbiology Water analysis and data recording,,,,,,,
08:15-08:45,FE-5,BASS - Review,,,,,,,
08:15-09:45,"FE-1, FE-2, FE-4",EVA Timeline Review,,,,,,,
08:15-08:40,FE-6,EPO - Unstow and Install Video Camera,,,,,,,
08:40-09:15,FE-6,EPO - Experiment Ops,,,,,,,
08:45-08:55,CDR,HRF2 - DVD Prep,,,,,,,
08:45-09:10,FE-5,BLR48 - Data Save,,,,,,,
08:55-09:05,CDR,WRS Water Sample Analysis,,,,,,,
09:10-09:25,"CDR, FE-5",SPHERES - Review On Board Training material,,,,,,,
09:15-09:30,FE-6,EPO Hardware Stowage,,,,,,,
09:25-09:40,"CDR, FE-5",SPHERES - Procedure Review,,,,,,,
09:30-09:55,FE-6,BLR48 - Experiment start,,,,,,,
09:40-09:55,"CDR, FE-5",SPHERES Crew Conference,,,,,,,
09:45-10:00,"FE-1, FE-2",Orlan-MK Drink Bag Refill and Install,,,,,,,
09:45-10:45,FE-4,"БД-2 Exercise, Day 2",,,,,,,
09:55-10:05,CDR,HRF2 - Closeout Ops with DVD,,,,,,,
09:55-11:25,FE-6,ARED Exercise,,,,,,,
09:55-10:55,FE-5,T2 Exercise,,,,,,,
10:00-10:30,FE-1,Preparation of Incomplete Fuel Combustion Product [ПНСТ] Protection Kit,,,,,,,
10:00-10:15,FE-2,PELLE Data Download & placement before EVA,,,,,,,
10:05-10:20,CDR,Surface Sampling of the Node 3 (T+5),,,,,,,
10:25-11:25,CDR,CEVIS Exercise,,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:10,"CDR, FE-4, FE-6",Morning Inspection,,,,,,,
06:00-06:10,FE-1,"Morning Inspection. RSS1,2 Reboot",,,,,,,
06:00-06:10,FE-2,Morning Inspection. Laptop RS1(2) Reboot,,,,,,,
06:00-06:10,FE-5,Morning Inspection,,,,,,,
06:10-06:40,,Post-sleep,,,,,,,
,"CDR, FE-2,",,,,,,,,
06:40-07:30,"FE-4, FE-5,",BREAKFAST.,,,,,,,
,FE-6,,,,,,,,
06:40-07:30,FE-1,"Breakfast, SM ПСС (Caution & Warning Panel) Test (after breakfast)",,,,,,,
07:30-10:30,"CDR, FE-5, FE-6",Weekly Housekeeping,,,,,,,
,,Weekly Cleaning,,,,,,,
07:30-09:30,FE-1,"SM Ventilation Subsystem Preventive Maintenance, Group E  FGB ЦВ2 Fan Cleaning",,,,,,,
,,Inspection of Air Conditioner,,,,,,,
07:30-09:30,"FE-2, FE-4",Weekly Housekeeping  Cleaning Auxiliary Computer System (ВКС) Laptops,,,,,,,
09:30-11:00,FE-2,ARED Exercise,,,,,,,
09:30-10:30,FE-4,Transfer of Recordед Fileс from БПИ-LF to RSS1. Tagup with specialists,,,,,,,
10:00-11:00,FE-1,"VELO Exercise, Day 1",,,,,,,
10:30-10:45,CDR,COMMD - Questionnaire Completion,,,,,,,
10:30-10:45,"FE-5, FE-6",COMMD - Completing Questionnaire,,,,,,,
11:00-12:00,FE-5,Т2 Exercise,,,,,,,
11:00-12:00,"FE-1, FE-2",Post-EVA Orlan-MK Spacesuit Equipment Stowage,,,,,,,
11:30-13:00,CDR,ARED Exercise,,,,,,,
12:00-13:00,FE-1,Weekly Housekeeping Cleaning SM and FGB Potok-150MK Air Purification System Pre-filters,,,,,,,
12:00-13:00,"FE-2, FE-4",Weekly Housekeeping Cleaning Auxiliary Computer System (ВКС) Laptops,,,,,,,
12:00-13:00,FE-6,T2 Exercise,,,,,,,
13:00-14:00,,LUNCH,,,,,,,
14:00-14:10,FE-5,SPHERES SLOSH P/L Hard Drive Stowage,,,,,,,
14:00-15:30,FE-1,EVA Video Data Downlink from Glisser-M,,,,,,,
14:00-14:30,FE-2,Removal of Portable Repress Tank (БНП) No. 3 п.1 (001473R) in SM [РО] and stowage (МИМ2_Пт_302),,,,,,,
14:00-14:40,FE-4,СОЖ Maintenance,,,,,,,
14:40-14:55,"FE-2, FE-4",ABOUT GAGARIN FROM SPACE. Experiment Ops Tagup with specialists (as necessary),,,,,,,
15:00-16:30,FE-4,ARED Exercise,,,,,,,
15:15-15:30,FE-2,Post-EVA Medical Kits Restow,,,,,,,
,,End discharge of the 1st Orlan battery 825М3 unit and start discharge of the,,,,,,,
15:30-15:40,FE-1,2nd battery. Report to MCC the number of the installed unit. Report to,,,,,,,
,,MCC discharge duration,,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:10,CDR,Morning Inspection.,,,,,,,
06:00-06:10,FE-1,"Morning inspection, RSS1,2 Reboot Inspection of СМ-У connector on МНР-НС separator pump behind АСУ panel 139",,,,,,,
06:00-06:10,FE-2,"Morning Inspection, Laptop RS1(2) Reboot",,,,,,,
06:00-06:10,FE-4,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,
06:00-06:05,"FE-5, FE-6",Reading REMINDER,,,,,,,
06:05-06:10,FE-6,Morning Inspection.,,,,,,,
06:05-06:10,FE-5,Reading REMINDER,,,,,,,
06:10-06:15,FE-5,PROK - Urine Sample Collection,,,,,,,
,"CDR, FE-1,",,,,,,,,
06:10-06:40,"FE-2, FE-4,",Post-Sleep,,,,,,,
,FE-6,,,,,,,,
06:15-06:35,FE-5,HRF Urine Sample Collection,,,,,,,
06:35-06:40,FE-5,HRF - Urine Sample MELFI Insertion,,,,,,,
06:40-07:30,"CDR, FE-1, FE-2",BREAKFAST,,,,,,,
06:40-07:25,FE-4,BREAKFAST,,,,,,,
06:40-07:10,FE-6,BREAKFAST,,,,,,,
06:40-06:45,FE-5,Reading REMINDER,,,,,,,
06:45-07:00,FE-5,Post-Sleep,,,,,,,
07:00-07:35,FE-5,HRF Blood Draw,,,,,,,
07:10-07:25,FE-6,HRF - Blood collection assistance,,,,,,,
07:25-07:35,FE-6,MSG - Glovebox Activation,,,,,,,
07:25-07:35,FE-4,Crew Prep for PAO,,,,,,,
07:30-07:35,"CDR, FE-1, FE-2",Prep for Work,,,,,,,
07:35-08:00,"CDR, FE-1, FE-2, FE-6",Daily Planning Conference (S-band),,,,,,,
07:35-07:50,FE-4,,,,,,,,
07:35-07:55,FE-5,Daily Planning Conference,,,,,,,
07:50-08:00,FE-4,PAO Hardware Setup,,,,,,,
07:55-08:05,FE-5,HRF Refrigerated Centrifuge Configuration,,,,,,,
08:00-08:15,"FE-1, FE-2",Prep for Work,,,,,,,
08:00-08:20,FE-6,Prep for Work,,,,,,,
08:00-09:30,CDR,ARED Exercise,,,,,,,
08:00-08:10,FE-4,TV PAO with the members of the RF Public Chamber,,,,,,,
08:05-08:35,FE-5,BREAKFAST,,,,,,,
08:15-08:30,FE-1,On MCC GO Regeneration of БМП Ф1 Micropurification Cartridge (start),,,,,,,
08:15-08:30,FE-2,Medical Kit config for EVA,,,,,,,
08:15-09:00,FE-4,"ТКГ 427 (DC1) Activation, Air Duct Removal",,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:10,CDR,Morning Inspection,,,,,,,
06:00-06:10,FE-1,"Morning Inspection. RSS1,2 Reboot",,,,,,,
06:00-06:10,FE-2,Morning Inspection. Laptop RS1(2) Reboot,,,,,,,
06:00-06:10,FE-4,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,
06:00-06:05,FE-5,REMINDER - Reading Circadian Rhythms Reminder,,,,,,,
06:00-06:05,FE-6,REMINDER - Reading Reminder,,,,,,,
06:05-06:15,FE-5,Morning Inspection,,,,,,,
06:05-06:10,FE-6,Reading REMINDER,,,,,,,
06:10-06:40,"CDR,FE-1, FE-2,FE-4",Post-sleep,,,,,,,
06:10-06:20,FE-6,Morning Inspection,,,,,,,
06:15-06:40,FE-5,Post-sleep,,,,,,,
06:20-06:40,FE-6,Post-sleep,,,,,,,
,"CDR,FE-1,",,,,,,,,
06:40-07:30,"FE-2,FE-4,",BREAKFAST,,,,,,,
,FE-6,,,,,,,,
06:40-07:25,FE-5,BREAKFAST,,,,,,,
07:25-07:30,FE-5,USND2 - Hardware activation,,,,,,,
,"CDR,FE-1,",,,,,,,,
07:30-07:55,"FE-2,FE-4,",Daily Planning Conference (S-band),,,,,,,
,FE-6,,,,,,,,
07:30-07:45,FE-5,Daily Planning Conference,,,,,,,
07:45-08:10,FE-5,CARDOX - Preparation Steps and Hardware Setup,,,,,,,
07:55-08:25,FE-2,Orlan Suit No. 4 Backup Bladder Leak Check,,,,,,,
07:55-08:15,"FE-4,FE-6",Work Prep,,,,,,,
07:55-08:10,CDR,CIR - Video Setup and Rack Doors Open,,,,,,,
08:10-08:25,CDR,CIR Front End Cap Open,,,,,,,
08:10-08:25,FE-5,Work Prep,,,,,,,
08:10-09:10,FE-1,Orlan No. 5 Height Adjustment,,,,,,,
08:15-08:40,FE-6,Crew time for ISS adaptation and orientation,,,,,,,
08:15-08:55,FE-4,Crew time for ISS adaptation and orientation,,,,,,,
08:25-08:35,FE-5,WRS Water Sample Analysis,,,,,,,
08:25-12:05,CDR,MDCA Hardware Replacement,,,,,,,
08:25-09:10,FE-2,Spacesuit and БСС (Orlan interface unit) leak checks and valve tests,,,,,,,
08:35-10:05,FE-5,ARED Exercise,,,,,,,
08:40-09:35,FE-6,SKNB - Connect to laptop and data downlink,,,,,,,
08:55-10:15,FE-4,VIRTUAL. Experiment Ops Tagup with specialists,,,,,,,
09:10-09:40,FE-1,Orlan Suit No. 5 Backup Bladder Leak Check,,,,,,,
09:10-10:10,FE-2,Orlan suit No. 4 Height Sizing,,,,,,,
,TIME,,"CREWCDR, FE-5FE-6FE-1FE-2FE-4CDRFE-5FE-1, FE-2,FE-4, FE-6FE-5CDRFE-5FE-2, FE-4,FE-6FE-1CDR, FE-5FE-2CDR, FE-1,FE-4, FE-5,FE-6FE-1, FE-4,FE-5, FE-6FE-2CDRCDRFE-5FE-6FE-6FE-4FE-1FE-5FE-2FE-1CDRFE-1FE-6",,"ACTIVITYReading REMINDERMorning InspectionMorning Inspection. RSS1,2 RebootMorning InspectionLaptop RS1(2) RebootMorning InspectionSM ПСС (Caution & Warning Panel) TestMorning InspectionReading REMINDERPost-sleepMorning InspectionPost-sleepPost-sleepBREAKFASTBREAKFASBREAKFASTDaily Planning Conference (S-band)BREAKFASTBREAKFASTPrep for WorkPrep for WorkPrep for WorkOH - Crew performs blood pressure measurement and recordsresultsCIR - Hardware SetupOH - Blood Pressure Operations AssistancePrep for Work",,,,
,06:00-06:05,,,,,,,,
,06:00-06:10,,,,,,,,
,06:00-06:10,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:00-06:10,,,,,,,,
,06:05-06:15,,,,,,,,
,06:05-06:10,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:10-06:20,,,,,,,,
,06:15-06:45,,,,,,,,
,06:20-06:45,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:40-07:20,,,,,,,,
,06:45-07:20,,,,,,,,
,07:20-07:35,,,,,,,,
,,,,,,,,,
,07:35-07:45,,,,,,,,
,,,,,,,,,
,07:35-07:45,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,07:45-08:05,,,,,,,,
,07:45-07:55,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,08:00-08:10,,,,,,,,
,08:00-08:05,,,,,,,,
,08:05-08:20,,,,,,,,
,08:10-10:15,,,,,,,,
Monitoring Hull Surfaces of RS Structural Elements using МВП-2Кdevice. Tagup with specialistsTreadmill Т2 Monthly InspectionTesting manual shut-off valve [РЗК] on СРВ-К2M Кл3 line. Tagupwith specialistsOscilloscope Measurements of SM Power Supply System OutputCurrentInspecting RS Structural Elements Hull Surfaces using МВП-2Кdevice. Tagup with specialistsPrivate Psychological Conference,,,,,,,,,
,08:10-08:20,,,,,,,,
,,,,,,,,,
,08:10-08:20,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,08:20-08:25,,,,,,,,
,08:20-08:30,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,08:30-08:45,,,,,,,,
,TIME,,"CREWCDR, FE-5FE-1FE-2FE-4FE-6FE-5CDRFE-5FE-1, FE-2,FE-6FE-4CDRFE-5FE-1, FE-2,FE-6CDR, FE-5FE-4FE-4FE-4CDRFE-1, FE-2,FE-5, FE-6CDRCDR, FE-5,FE-6FE-1, FE-2,FE-4FE-5CDRFE-6FE-1, FE-2,FE-4CDRFE-5FE-1FE-2",,ACTIVITYReading REMINDERMorning InspectionMorning InspectionLaptop RS1(2) RebootCHROMATOMASS. Experiment SetupMorning InspectionPROK - Urine Sample CollectionMorning InspectionMorning InspectionPost-sleepCHROMATOMASS. Saliva and Blood CollectionPost-sleepPost-sleepBREAKFASTBREAKFASTMorning InspectionSM ПСС [Caution & Warning Panel] TestPost-sleepBREAKFASTUSND2 - Hardware ActivationWork PrepWork PrepDaily Planning Conference (S-band)ISS Crew and ГОГУ (RSA Flight Control Team Management)Weekly Conference (S-band)ISS crew and ГОГУ (RSA Flight Control Management Team)weekly conferenceMSG - Visual inspectionCIR - Hardware TeardownARED ExerciseIMS Tagup (S-band)Ultrasound - Scanning PrepCIRCADIAN RHYTHMS - Hardware ReplacementRELAKSATSIYA. Closeout Ops. Tagup with specialistsOn MCC GO Urine Transfer from EDV-U to ТКГ 427 (DC1) Rodnik,,,,
,06:00-06:05,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
