0,1,2
08:00-08:10,FE-2,CASKAD. Manual Mixing in Bioreactor
08:15-08:30,,Daily Planning Conference (S-band)
08:30-08:45,,ISS Crew and ГОГУ (RSA Flight Control Team Management) Weekly Conference (S-band)
08:45-10:10,FE-3,ARED Exercise
08:45-09:30,FE-6,Acoustic Dosimeter Stow
08:50-09:05,FE-1,KHROMATOMASS. Closeout Ops
08:50-09:20,FE-5,USND2 - Hardware Checkout before the Experiment
08:50-09:05,"CDR, FE-2",IMS Tagup (S-band)
09:05-12:05,CDR,"Gathering, Filling, and Replacement of СРВ-К2М Adjustable Length Hoses"
09:05-12:35,"FE-1, FE-2",Replacement of Orlan-MK No. 5 suit primary pump. Tagup with specialists (S-band)
09:30-09:40,FE-6,Food Frequency Questionnaire
09:40-09:50,FE-6,Ultrasound - Scanning Prep
09:50-10:30,FE-5,Ultrasound Scan - Operator
09:50-10:30,FE-6,Ultrasound Scan - Subject
10:10-11:10,FE-3,T2 Exercise
12:35-14:00,CDR,ARED Exercise
12:35-13:00,FE-6,"OCT - Checkout, Photography, and Stowage"
13:00-14:00,FE-6,LUNCH
13:25-14:25,FE-1,LUNCH
13:30-14:30,FE-5,LUNCH
13:35-14:35,FE-2,LUNCH
13:35-13:50,FE-3,Integrated Rack (CIR) - Video Setup and Rack Doors Open
13:50-14:25,FE-3,CIR - Translate Optics Bench
14:00-15:00,CDR,LUNCH
14:00-14:25,FE-6,On-orbit Hearing Assessment using EARQ
14:25-14:45,FE-1,Elektron lines leak check  - dismantle the setup
14:25-16:20,FE-3,"CIR - Filter changeout, video"
14:30-15:40,FE-5,Blood Pressure (BP) - Hardware Setup
14:30-14:35,FE-6,Start SPHERES STELLA Application
14:35-15:35,FE-2,В2 Fan replacement in MRM2 with low-noise units. Tagup with specialists (S-band)
14:45-15:25,FE-1,СОЖ Maintenance
15:00-15:10,CDR,On MCC Mate РТ-50-1М No. 203 TLM Connectors to БКС
15:10-16:35,CDR,РТ-50-1М No. 212 R&R. Tagup with specialists (S-band)
15:35-15:55,FE-2,IMS Update
15:40-18:15,FE-5,Surface Sample Kit (SSK) Collection/Incubation
15:45-17:15,FE-6,ARED Exercise
15:55-16:25,FE-2,Recording Video Footage of Greetings
16:20-16:55,FE-3,CIR - Translation of Optics Bench and Video Recording
16:25-17:25,FE-1,"БД-2 Exercise, Day 4"
16:35-17:35,FE-2,"VELO Exercise, Day 3"
16:55-17:05,FE-3,CIR - Rack Doors Close
17:00-17:25,CDR,Evening Work Prep
17:15-17:30,FE-6,Private Medical Conference
17:25-18:25,CDR,"БД-2 Exercise, Day 2"
17:25-18:55,FE-1,"VELO Exercise, Day 4"
17:30-17:45,FE-6,Private Psychological Conference
17:30-19:00,FE-3,ARED Exercise
17:35-17:45,FE-2,SM Air Sampling for FREON Using АК-1М Sampler
17:45-17:55,FE-2,SM Air Sampling for CO using ИПД Samplers
17:45-18:45,FE-6,Physical Exercise T 2
17:55-18:20,FE-2,Collecting SM and FGB Air Samples Using АК-1М Sampler
18:20-18:30,FE-2,CASKAD. Manual Mixing in Bioreactor
18:25-18:35,CDR,On MCC Mate РТ-50-1М No. 212 TLM Connectors to БКС
18:30-19:00,FE-2,Evening Work Prep
TIME,CREW,
06:00-06:10,CDR,Morning Inspection. Laptop RS2(1) Reboot
06:00-06:10,FE-1,Morning Inspection. SM ПСС (Caution & Warning Panel) Test
06:00-06:20,FE-2,"Morning Inspection RSS1, RSS2 Reboot"
06:00-06:05,FE-3,PROK - Urine Spot Test
06:00-06:05,"FE-5, FE-6",PROK - Urine РН Test
06:05-06:25,FE-6,HRF Urine Sample Collection and Scanning
06:05-06:10,FE-5,REMINDER - Reading Reminder
06:05-06:15,FE-3,Morning Inspection
06:10-06:30,CDR,Post-Sleep
06:10-06:45,FE-1,Post-sleep
06:10-06:30,FE-5,HRF Urine Sample Collection
06:15-06:50,FE-3,Post-sleep
06:20-06:30,FE-2,МО-8. Setup
06:25-06:30,FE-6,HRF - MELFI Sample Insertion
06:30-06:35,CDR,Body Mass Measurement
06:30-06:55,FE-2,Post-sleep
06:30-06:35,FE-5,HRF - MELFI Sample Insertion
06:30-06:40,FE-6,Morning Inspection
06:35-07:35,CDR,BREAKFAST
06:35-06:40,FE-5,Body Mass Measurement
06:40-07:05,FE-5,HRF - Centrifuge Activation and Experiment Start
06:40-06:45,FE-6,Body Mass Measurement
06:45-06:50,FE-1,Body Mass Measurement
06:45-06:50,FE-6,Post-sleep
06:50-07:35,FE-1,BREAKFAST
06:50-06:55,FE-3,Body Mass Measurement
06:50-07:05,FE-6,HRF - Assistance with blood sample collection
06:55-07:00,FE-2,Body Mass Measurement
06:55-07:40,FE-3,BREAKFAST
07:00-07:10,FE-2,MO-8. Closeout Ops
07:05-07:15,FE-5,Morning Inspection
07:05-07:40,FE-6,Post-sleep
07:10-07:40,FE-2,BREAKFAST
07:15-07:25,FE-5,Post-sleep
07:25-07:35,FE-5,HRF - Centrifuge Configuration
07:40-08:05,,Daily Planning Conference (S-band)
08:05-08:35,"CDR, FE-1, FE-",Work Prep
,2,
08:05-09:35,FE-3,ARED Exercise
08:05-08:10,FE-5,HRF -  Sample removal and centrifuge deactivation
08:05-08:35,FE-6,BREAKFAST
08:10-08:15,FE-5,HRF - Blood Sample MELFI Insertion
08:15-09:15,FE-5,BREAKFAST
08:35-09:35,"FE-1, FE-2",Specific EVA Procedure Review. Tagup with specialists (S-band)
08:35-08:50,FE-6,Med Laptop Setup
08:50-08:55,FE-6,"BIOME - Survey, Question 1"
09:00-10:00,CDR,"БД-2 Exercise, Day 3"
09:00-09:20,FE-6,HRF Urine Sample Collection and Scanning
09:15-09:30,FE-5,Private Medical Conference
09:20-09:25,FE-6,HRF - Sample MELFI Insertion
09:30-09:50,FE-5,Work Prep
,,Terminate 825М3 Battery Pack 1 charge No. 1268861162 and start
09:35-09:45,FE-1,"charging pack 2 No. 1268861161 (00060664R,"
,,ФГБ1ПГО_2_221_1)
09:35-12:05,"FE-3, FE-6",CDRA Access
09:45-10:00,FE-1,ИП-1 Flow Sensor Position Check
10:00-12:00,"CDR, FE-5",ТК 709 Descent OBT and Briefing On Return Equipment List & Stowage. Tagup with specialists (S-band)
10:00-11:50,FE-1,
,,Video for Roskosmos TV Studio
10:00-11:05,FE-2,
11:05-11:15,FE-2,MAI-75. Hardware Setup and Activation. Tagup with specialists (S-band)
11:15-11:25,FE-2,MAI-75. Hardware Activation and Checkout
11:25-11:45,FE-2,MATRYOSHKA-R. Monitoring Lulin-5 readings
11:50-12:20,"FE-2, FE-1 -assists",Hand ergometry. Tagup with specialists (S-band)
12:00-12:50,CDR,Crew Departure Prep
12:00-12:30,FE-5,Crew Departure Prep
12:05-12:45,FE-3,CDRA Valve R&R
12:05-12:35,FE-6,ICE Measurements
12:20-12:50,"FE-1, FE-2 -assists",Hand ergometry. Tagup with specialists (S-band)
12:40-13:40,"FE-5, FE-6",LUNCH
12:45-13:45,FE-3,LUNCH
12:50-13:00,FE-2,MAI-75. Hardware Activation and Checkout
12:50-13:50,FE-1,LUNCH
12:50-13:40,CDR,LUNCH
13:00-14:00,FE-2,LUNCH
13:40-13:50,FE-5,PROK - Diet and Log Sheet Photos
13:40-14:25,CDR,Video camera GoPro HERO3 setup and Adjustment for Operation
,,during ТК 709 Descent.Tagup with specialists (S-band)
13:45-13:50,FE-3,PROK - Diet Log
13:50-14:10,FE-1,Re-connect Cables on КСК2 from PCE to БКИПН. Tagup with specialists (S-band) /
13:50-16:20,"FE-3, FE-5",CDRA Closeout Ops
14:00-14:10,FE-2,МАI-75. Equipment deactivation and cleanup
14:00-14:05,FE-6,PROK Diet Log (Day 2-4)
14:05-14:25,FE-6,HRF Urine Sample Collection and Scanning
14:10-14:50,FE-2,Sampling condensate water [КАВ] upstream of СРВ-К2М Gas-liquid mixture filter (ФГС) to drink bags – end
14:25-14:30,FE-6,HRF - MELFI Sample Insertion
14:25-14:40,CDR,Consultation on GoPro HERO3 Camcorder Operation and Setup in ТК 709 [СА]. Tagup with specialists (S-band)
14:30-15:30,FE-6,Crew Departure Prep
14:40-15:10,FE-1,СОЖ Maintenance
15:00-15:30,CDR,Transfer of Thermal Protection Jackets [ТЗК] from ISS to ТК 709
15:10-15:40,"FE-1, FE-2",Recording of Video Greetings
15:30-17:00,CDR,Soyuz 709 return item prepack activities
15:40-17:10,FE-1,"БД-2 Exercise, Day 1"
15:40-16:40,FE-2,Physical Exercise (VELO) Day 4
15:40-15:50,FE-6,Battery Stowage Assembly (BSA) Battery Recharge Terminate
16:05-17:35,FE-6,ARED Exercise
16:20-16:35,FE-5,Evening Work Prep
16:35-17:35,FE-5,T2 Exercise
16:40-17:40,FE-2,"БД-2 Exercise, Day 4"
16:40-16:50,FE-3,PAO Hardware Setup
16:50-17:00,FE-3,Crew Prep for PAO
17:00-17:20,FE-3,PAO Event
17:00-17:15,CDR,Private Medical Conference (Ku + S-band)
17:10-18:10,FE-1,"VELO Exercise, Day 1"
17:15-17:35,CDR,Evening Work Prep
17:25-18:25,FE-3,CEVIS Exercise
17:35-19:05,CDR,"БД-2 Exercise, Day 3"
17:35-19:05,FE-5,ARED Exercise
17:35-18:35,FE-6,T2 Exercise
17:40-18:10,FE-2,VZAIMODEISTVIYE. Experiment Ops
18:10-18:25,FE-1,Private Medical Conference (Ku + S-band)
18:10-18:25,FE-2,URISYS Hardware Setup
18:25-18:40,"FE-1, FE-3",Tool Transfer from USOS to RS in preparation for EVA 36
18:25-18:40,FE-2,Private Medical Conference (Ku + S-band)
18:35-18:55,FE-6,HRF Urine Sample Collection and Scanning
18:40-19:05,"FE-1, FE-2, FE-3",Evening Work Prep
,,IMS
08:00-08:10,FE-2,KASKAD. Manual mixing in bioreactor
08:10-08:35,.,DPC (S-band)
08:35-11:05,"CDR,FE-2",BAR. Experiment run Tagup (S-band)
08:35-09:55,FE-1,TV XMTR R&R. Tagup (S-band)
08:35-08:45,FE-5,PFE - video equipment install
08:45-10:15,FE-3,Periodical fitness assessment - nominal ops (subject)
08:45-08:55,FE-6,WRS - water sample analysis
08:55-09:05,FE-6,MSG - visual inspection of hw
09:00-09:15,FE-5,Private medical conference
09:05-09:25,FE-6,HRF- urine sampling and analysis
09:20-09:50,FE-5,Periodical fitness assessment - nominal ops (assist)
09:25-09:30,FE-6,HRF - sample insertion into MELFI
09:30-09:45,FE-6,HRF – equipment install
09:55-10:05,FE-1,On MCC Go TV XMTR telemetry connectors mating Tagup (S-band)
10:05-10:35,FE-1,TV XMTR R&R. (final steps). Tagup (S-band)
10:05-10:50,FE-5,HMS - vision check
10:05-10:25,FE-6,HRF- urine sampling and analysis
10:15-10:35,FE-3,HRF- urine sampling and analysis
10:25-10:30,FE-6,HRF - sample insertion into MELFI
10:30-11:25,FE-6,INSP3 - experiment initiation
10:35-11:55,FE-1,KONSTANTA. Prep and study run.Tagup (S-band)
10:35-10:40,FE-3,HRF - sample insertion into MELFI
10:40-10:50,FE-3,HRF - hw stow
10:50-10:55,FE-5,HMS - vision check
10:55-11:05,FE-5,PFE video equipment stow
11:05-11:20,CDR,Exercise data downlink
11:05-11:25,FE-2 assist,KONSTANTA. Experiment assist
11:10-11:15,FE-5,ENERGY - water sample collection
11:15-11:35,FE-5,ENERGY - urine sampling
11:20-12:35,CDR,EXERCISE БД-2 - 1
11:25-11:55,FE-6,HMS - vision check
11:25-12:25,FE-2,EXERCISE VELO - 2
11:30-13:00,FE-3,EXERCISE ARED
11:40-12:55,FE-5,NANORACK - malfunction search and repair
11:55-12:00,FE-6,HMS - vision check
12:00-12:20,FE-6,HRF- urine sampling and analysis
12:05-13:05,FE-1,Crew time for adaptation and ISS familiarization
12:20-12:25,FE-6,HRF - sample insertion into MELFI
12:30-12:45,FE-6,JEMRMS - cable mating for monitoring
11:55-12:30,FE-1,СОЖ Maintenance
12:10-12:20,CDR,On MCC Go Mating БРП-М telemetry connector to БИТС2-12
12:20-12:30,CDR,Replacement of Hoses and Water Distribution And Heating Unit (БРП-М) in СРВ-К2М
12:20-12:45,FE-5,OH - Assistance
12:30-13:30,CDR,"БД-2 Exercise, Day 2"
12:30-13:30,FE-1,Crew time for ISS adaptation and orientation
12:45-13:15,FE-5,DIAPASON Activities
13:00-13:10,FE-6,JEMRMS Back Up Controller (BUC) Power Off
13:10-13:30,FE-2,Crew time for ISS adaptation and orientation
13:10-14:10,"FE-3, FE-6",LUNCH
13:15-14:15,FE-5,LUNCH
13:30-14:30,"CDR, FE-1, FE-2",LUNCH
14:10-14:20,FE-6,PROK Diet Logging (Day 1)
14:10-14:15,FE-3,PROK Diet Logging (Day 2-4)
14:15-14:20,FE-5,ENERGY Diet Log of Lunch
14:15-14:20,FE-3,SHD. Weekly Questionnaire
14:20-14:35,FE-5,DIAPASON Activities
14:30-15:50,FE-2,Inventory of US sanitary hygiene supply for Russian crew
14:30-15:20,FE-1,"ALBEDO. Photo Spectral System (ФСС) Prep, Imagery, Closeout Ops"
14:30-15:30,CDR,BAR. PIREN Cable Continuity Test
14:30-15:30,"FE-3, FE-6",ISS 37 Crew Handover
14:35-14:50,FE-5,USND2 - Close-out Ops and Stowage
14:50-14:55,FE-5,SHD - Weekly Questionnaire
14:55-15:10,FE-5,NanoRacks Module-9 Reactivation
15:10-15:30,FE-5,Potable Water Dispenser (PWD) Beverage Adapter Cleaning
15:20-16:50,FE-1,On MCC Go  Transfer urine from ЕДВ-У to ATV4 WDS Tank
15:30-16:00,"FE-3, FE-5, FE-6",OBT-CYG - Briefing
15:30-17:00,CDR,"VELO Exercise, Day 2"
15:50-16:20,FE-2,RSPI - BZU. Switching Connector
16:00-17:00,FE-6,ARED Rope Replacement
16:00-17:00,"FE-3,FE-5",ISS 37 Crew Handover
16:20-16:40,FE-2,Crew time for ISS adaptation and orientation
16:40-17:40,FE-2,"БД-2 Exercise, Day 3"
17:00-18:00,CDR,Equipment prepack for return on Sygnus
17:00-17:10,FE-5,FMK Deployment Ops
17:00-17:20,FE-1,IMS Update
17:05-18:35,FE-3,ARED Exercise
17:05-17:20,FE-6,IMS and Stowage Conference
GMT,CREW,
,,Morning Inspection.
06:00-06:10,CDR,
,,Laptop RS2(1) Reboot
06:00-06:10,FE-1,"Morning Inspection. Laptop RSS1,2 Reboot"
06:00-06:10,FE-2,Morning Inspection. SM ПСС (Caution & Warning Panel) Test
06:00-06:10,FE-3,Morning Inspection
06:00-06:10,"FE-5, FE-6",HRF-SALIVA. Sample Collection
06:10-06:15,FE-5,HRF - Sample Insertion in MELFI
,"CDR, FE-1,",
06:10-06:40,,Morning Inspection
,"FE-2, FE-3",
06:10-06:15,FE-6,HRF – Sample Insertion in MELFI
06:15-06:20,FE-5,PROK. РН Urine Test
06:15-06:25,FE-6,Morning Inspection
06:20-06:40,FE-5,Post-sleep
06:25-06:40,FE-6,Post-sleep
06:40-07:30,CDR,Breakfast
,"FE-1, FE-2,",
06:40-07:30,"FE-3, FE-5,",Breakfast
,FE-6,
07:30-07:55,,Daily Planning Conference (S-band)
07:55-08:15,,Prep for work
08:15-08:30,,ISS Crew Daily Conference with ГОГУ Management (S-band)
08:30-09:00,FE-3,USND2 – Hardware Checkout before the Experiment
,,MATRYOSHKA-R. Correction of Phantom Position at Exposure
08:30-08:50,FE-1,
,,location
08:30-08:40,FE-6,Prep for work
08:30-08:40,FE-5,Food Questionnaire
08:40-08:45,FE-5,BIOME – Microbiom Experiment. Question two
,,Conference with Search and Rescue Team Specialists (ГПСК) with the
08:45-09:05,"CDR, FE-5",
,,departing crew (S-band)
08:45-09:10,FE-2,Crew Medical Officer (CMO) Proficiency
08:50-09:30,FE-1,Crew Orientation
09:00-09:10,FE-3,Ultrasound – Prep for scanning
09:10-09:50,FE-5,Ultrasound – Scanning Ops - Operator
09:10-09:50,"CDR, FE-2",IDENTIFIKATSIYA. ИМУ-Ц Data download to laptop
09:10-09:50,FE-3,Ultrasound – Scanning Ops – Subject
09:10-09:35,FE-6,BLR48. Holter data save
,,On MCC Go Prep for ATV Hatch Closure (activities prior to undocking
09:30-11:20,FE-1,
,,)
09:35-10:35,FE-6,T2 Exercise
09:50-09:55,FE-3,Ultrasound – Closeout Ops
09:50-10:15,FE-5,Water Recovery Management (WRM) Condensate Pumping Initiation
,"CDR, FE-2",Cardiovascular evaluation during graded exercises on cycle ergometer
09:50-10:40,,
,assistance,(VELO). Tagup with specialists (S-band)
09:55-10:05,FE-3,Ultrasound -  Data Export
10:05-11:10,FE-3,OH. Cardio Ops
10:30-10:55,FE-5,OH – assistance
10:35-12:05,FE-6,ARED Exercise
10:40-11:15,CDR,"FGB Tool Panel No. 1, No. 2 Inventory"
,,"VIRTUAL. Experiment Setup, Ops, Closeout. Tagup with specialists"
10:50-12:10,FE-2,
,,(S-band)
,,Water Recovery Management (WRM) Condensate Pumping
10:55-11:15,FE-5,
,,Termination
11:10-12:10,FE-3,T2 Exercise
11:15-11:20,CDR,ISS crew test УКВ1 comm session with Russian Ground Station -25
11:20-12:10,CDR,"FGB Tool Panel No. 1, No. 2 Inventory"
11:25-12:10,"FE-1, FE-5",ATV Undocking OBT. Tagup with specialists (S-band)
12:05-12:10,FE-6,Pro K Urine PH Kit Unstow
12:10-13:10,CDR,ARED Exercise
12:10-12:30,FE-1,Delta file prep
12:10-13:10,FE-2,БД-2 Exercise – Day 4
,"FE-3, FE-5,",
12:10-12:40,,Cygnus – Debrief Conference
,FE-6,
,"FE-1, FE-3,",
12:40-13:40,,Meal
,"FE-5, FE-6",
13:10-14:10,"CDR, FE-2",Meal
13:40-14:00,"FE-1, FE-5",On MCC Go Removal of Quick Disconnect Screw Clamps
14:00-14:10,"FE-1, FE-5",On MCC Go ATV-СУ Transfer Hatch Closure. Video of the Interface
14:10-14:50,CDR,СОЖ Maintenance
14:10-14:20,FE-1,SM-ATV Interface Video Downlink (Ku-band)
,,BAR. Experiment Ops in SM and MRM2. Tagup with specialists (S-
14:10-17:10,FE-2,
,,band)
14:10-14:20,FE-5,Pro K – Diet Log (Day 1)
14:20-14:25,FE-5,SHD – Weekly Questionnaire
14:20-14:25,FE-3,USND2 –Ultrasound 2 Power off
14:25-14:35,"FE-1, FE-5",On MCC Go ПрК-СУ Transfer Hatch Closure
14:25-14:30,FE-3,SHD – Weekly Questionnaire
14:30-14:35,FE-3,Pro K Urine PH Kit Unstow
14:35-14:50,FE-5,Microbiome Experiment. Fecal Sampling Setup
14:35-14:45,FE-6,RST. Experiment Unit Stop
TIME,CREW,
,,Morning Inspection.
06:00-06:10,CDR,Laptop RS2(1) Reboot
,,"RSS1, RSS2 Reboot / r/g 1009 step 1"
06:00-06:10,FE-1,SM ПСС (Caution & Warning Panel) Test
06:00-06:15,FE-2,KHROMATOMASS. Experiment Setup
06:00-06:05,FE-3,Reading REMINDER
06:00-06:10,FE-5,Morning Inspection
06:00-06:10,FE-6,Morning Inspection
06:05-06:10,FE-3,Morning Inspection
,"CDR, FE-1, FE-",
06:10-06:40,,Post-sleep
,"3, FE-6",
06:10-06:40,FE-5,Post-sleep
06:15-06:45,FE-2,KHROMATOMASS. Saliva and Blood Collection
,"CDR, FE-1, FE-",
06:40-07:30,,BREAKFAST
,6,
06:40-07:35,FE-3,BREAKFAST
06:40-06:50,FE-5,BREAKFAST
06:45-07:15,FE-2,Post-sleep
06:50-07:00,FE-5,USOS Window Shutter Close
07:00-07:30,FE-5,BREAKFAST
07:15-07:40,FE-2,BREAKFAST
,"CDR, FE-1, FE-",
07:30-07:40,,Work Prep
,"5, FE-6",
07:40-08:05,,Daily Planning Conference (S-band)
,"CDR, FE-1, FE-",
08:05-08:15,,Work Prep
,6,
08:05-08:40,FE-2,BREAKFAST
08:05-09:05,FE-3,CEVIS Exercise
08:05-08:10,FE-5,"BIOME. Survey, Question 1"
08:10-08:15,FE-5,Work Prep
08:15-08:30,CDR,"ТК 709 IRIDIUM Phone Charging - Setup, Initiate Charging"
08:15-08:45,FE-1,ПхО EVA Support Panel (ПОВ) Test
,,CIRCADIAN RHYTHMS - Removal of the Double Sensors and Thermolab
08:15-08:45,FE-5,
,,Hardware
08:15-08:35,FE-6,BLR48. Multi Media Card Exchange for Karen
08:40-08:45,CDR,ТК 709 IRIDIUM Phone Charge - Battery Status Check
08:40-08:55,FE-2,KHROMATOMASS. Closeout Ops / r/g 3813
08:45-08:55,CDR,ТК 709 IRIDIUM Phone Charge - Terminate Charge
08:45-09:00,FE-5,CIRCADIAN RHYTHMS - Data Downlink
08:55-09:05,FE-1,ТК 710 IRIDIUM Phone Charging - Initiate Charge
08:55-09:25,FE-2,DC1 EVA Support Panel (ПОВ) Test
09:00-09:40,CDR,СОЖ Maintenance
09:05-09:15,FE-1,Testing КВД (Pressure Equalization Vlv) from ПхО ПОВ (ПхО EVA Support
,,Panel)
09:05-09:15,FE-3,Configure Video Equipment to take macro pictures of EMU T/S
09:05-09:15,FE-6,Configure Video Equipment to take pictures of EMU T/S
09:10-10:40,FE-5,ARED Exercise
09:15-13:00,FE-3,EMU - Fan Pump Separator (FPS) Remove and Repair
09:15-09:25,FE-6,SSC Laptop Relocation
09:20-09:25,FE-1,ТК 710 IRIDIUM Phone Charge - Battery Status Check
09:25-09:40,FE-1,"ТК 710 IRIDIUM Phone Charge, Terminate Charge, Teardown of the Setup"
09:25-12:50,FE-6,EMU - Fan Pump Separator (FPS) Remove and Repair
09:35-09:50,FE-2,VIRU. Software Upgrade. Tagup with specialists (S-band)
09:40-12:10,CDR,Collecting surface samples from FGB equipment and structures / r/g 3822
09:40-09:50,FE-1,Testing КВД (Pressure Equalization Valve) from DC1 ПОВ
09:50-10:10,FE-1,ПхО БСС (Orlan Interface Unit) Checkout
,,VIRU. Conduct the experiment using Photo Spectral System (ФСС)
09:50-10:55,FE-2,
,,Hardware. Tagup with specialists (S-band)
10:10-10:30,FE-1,Checkout of БСС (Spacesuit Interface Unit) in DC1
10:30-11:30,FE-1,ПхО БСС cooling loop separation using Degassing Pump Unit (БОС)
10:55-11:10,FE-2,VIRU. Fill out and Downlink VIRU Log Sheet / r/g 3829
11:10-12:40,FE-2,"БД-2 Exercise, Day 3"
11:30-13:00,FE-1,ARED Exercise
11:35-12:35,FE-5,T2 Exercise
12:10-13:10,CDR,"БД-2 Exercise, Day 2"
12:35-12:50,FE-5,ATV - Center of Gravity Reconfiguration
12:50-13:10,FE-5,ESA Weekly Crew Conference
,"FE-1, FE-2, FE-",
13:00-14:00,,LUNCH
,"3, FE-6",
