0,1,2,3
11:30-11:45,"Closeout operations after replacing ""Сигнал ВМ"" ДС-7А sensors",,
11:45-12:05,Cleaning БВН [Fan With Heater] screen in Soyuz,,
12:20-13:50,"Physical exercise (TVIS), day 3",,
12:20-13:50,CDR,Physical Exercise (RED),
13:50-14:50,,LUNCH,
14:50-17:20,CDR,Scrubbing TCCS (Trace Contaminant Control Subassembly),
14:50-15:50,FE-1,VOLNY [WAVES]. Installing filter. Tagup with specialists (VHF +S-band),
15:50-16:40,"Replacing FGB dust collector filters ПФ1, ПФ2 / (Stowage locations:ФГБ1ПГО_3_303_1, bag #350-17 or ФГБ1ПГО_2_221_1, bag #353-22) andDC1 fans В1, В2 screen cleaning. Update Dust Collector Filter data in IMS)",,
16:40-16:55,Private medical conference (S-band),,
16:55-17:25,СОЖ maintenance,,
17:20-17:40,CDR,IMS update,
17:25-18:25,FE-1,Physical Exercise (VELO)-3,
17:40-18:10,CDR,ITCS procedure review,
18:10-18:25,Private medical conference (S-band),,
18:25-18:45,FE-1,Daily plan review,
18:25-18:30,CDR,"Transfer TVIS, RED, and HRM data to MEC",
18:30-18:45,Daily plan review,,
18:45-19:15,,Report prep,
19:15-19:30,Daily planning conference (S-band),,
19:30-20:00,DINNER,,
20:00-20:30,Daily food prep,,
20:30-21:30,Pre-sleep,,
21:30-06:00,SLEEP,,
Task list,FE-1,On MCC GO: ISS O2 repress from Progress 354 СрПК (Oxygen Supply Facility),
GMT,CREW,ACTIVITY,
06:00-06:10,CDR,Morning inspection,
06:00-06:10,FE-1,Morning inspection,
06:10-06:25,Biochemical urine test,,
06:10-06:25,CDR,Post-sleep,
06:25-06:40,Biochemical urine test,,
06:25-06:55,FE-1,Post-sleep,
06:40-06:55,CDR,,
06:55-07:45,,BREAKFAST,
07:45-08:00,,Daily planning conference (S-band),
08:00-08:25,FE-1,"TV PAO: Greetings downlink for 175th anniversary of Bauman’s Moscow StateTechnical University (MGTU)  То=08:01, Т1, Т2, Т3 from СПП",
08:00-08:15,CDR,Work prep,
08:15-08:25,TV PAO: Greetings downlink for 175th anniversary of Bauman’s Moscow StateTechnical University (MGTU),,
08:25-08:30,Work prep,,
08:30-12:00,IMS ops: food audit,,
08:30-08:40,FE-1,NOA (ESANO1). Hardware setup and activation Tagup as necessary (S-band),
08:40-09:10,СОЖ maintenance (Inspection of БРПК ),,
09:10-09:35,NOA (ESANO1). Measurement and close out ops,,
09:35-13:05,Routing TV-cable through FGB to set up Ku-band TV downlink. Tagup (S--band),,
12:00-12:30,CDR,ODF procedure printout,
12:30-13:30,Physical Exercise (RED),,
13:05-14:05,FE-1,Physical Exercise (VELO+RED) day 4,
13:45-13:50,CDR,Camera activation for TVIS video playback,
14:00-14:05,On MCC GO: ISS O2 repress from Progress 354 СрПК (Oxygen Supply Facility)(start),,
14:05-15:05,,LUNCH,
15:05-15:30,FE-1,PILOT. Hardware prep and installation. Tagup (S-band),
15:05-15:10,CDR,ISS O2 repress from Progress 354 СрПК (terminate),
15:10-15:15,Camera deactivation after TVIS video playback,,
15:15-16:15,CWC inspection,,
15:30-16:15,FE-1,PILOT. Experiment ops. Tagup (S-band),
16:15-16:25,CDR,CWC inventory,
16:15-16:30,FE-1,PILOT. Disassemble work site. Tagup (S-band),
16:25-16:40,CDR,Food questionnaire,
16:30-16:40,FE-1,Stowing UROLUX hardware,
16:40-16:55,,Weekly ISS crew conference with the Program management (S-band),
16:55-18:25,FE-1,"Physical exercise (TVIS), day 4",
16:55-17:00,CDR,EXPRESS Rack 1 - Laptop power up,
17:10-17:15,HAM radio hardware set up,,
17:15-17:25,HAM radio session,,
17:25-17:40,ISS inventory audit and stowage location verification,,
17:40-19:10,,Physical exercise (CEVIS),
18:25-18:45,FE-1,Report prep,
18:45-19:15,Daily plan review,,
19:10-19:15,CDR,"Transfer TVIS, RED, and HRM data to MEC",
19:15-19:30,,Daily planning conference (S-band),
19:30-20:00,,DINNER,
20:00-20:30,,Daily food prep,
20:30-21:30,,Pre-sleep,
21:30-06:00,,SLEEP,
GMT,CREW,ACTIVITY,
06:00-06:10,,Morning inspection,
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
07:30-10:30,,Weekly housekeeping,
10:30-11:30,CDR,Physical Exercise (TVIS),
11:30-13:00,FE-1,"Physical exercise (TVIS), day 3",
13:00-14:00,,LUNCH,
14:15-14:45,,Weekly planning conference (S-band),
16:45-18:15,CDR,Physical Exercise (RED),
18:15-19:15,FE-1,Physical Exercise (VELO)-3,
18:45-19:15,CDR,СОЖ maintenance,
19:15-19:20,CDR,"Transfer TVIS, RED, and HRM data to MEC",
19:15-19:30,FE-1,UROLUX hardware setup,
19:30-20:00,,DINNER,
20:00-20:30,,Daily food prep,
20:30-21:30,,Pre-sleep,
21:30-06:00,,SLEEP,
GMT,CREW,,
06:00-06:10,,Morning inspection,
,,,
06:10-06:40,,Post-sleep,
06:40-06:50,FE-1,Body mass measurement. Setup.,
06:40-06:50,CDR,,
,,Calf measurement,
06:50-07:00,FE-1,,
06:50-07:05,CDR,,
,,Body mass measurement,
07:05-07:20,FE-1,,
07:05-07:55,CDR,BREAKFAST,
07:20-07:30,,Close-out ops,
07:30-08:25,FE-1,BREAKFAST,
08:25-08:55,,DIATOMEA. World Ocean observations,
08:35-09:05,CDR,Work prep,
08:55-09:10,FE-1,Work prep,
09:05-09:10,CDR,Atmosphere revitalization rack activation,
09:10-09:25,.,Daily planning conference (S-band),
,,Inspection of Portable Breathing Apparatus (PBA) and Portable Fire Extinguisher,
09:25-09:55,CDR,,
,,(PFE),
09:30-10:20,FE-1,Pille dosimeter reading,
09:55-10:20,CDR,HRF 2 - CBT,
,FE-1,,
,,Study of cardiovascular system under graded physical load on VELO. То=10:35.,
10:20-11:10,CDR,,
,,Tagup with specialists (VHF),
,assists,,
11:10-12:40,CDR,,
,FE-1,Periodic fitness evaluation,
11:35-12:05,,,
,assists,,
,,Taking readings from Real-Time Harmful Contaminant Gas Analyzer ГАНК-4М,
11:10-11:20,,,
,,[АОК],
,FE-1,,
11:20-11:35,,IMS tagup (S-band),
12:05-13:05,,Physical Exercise (VELO+RED)-3,
12:50-13:10,CDR,Start EMU battery discharge,
13:05-13:20,FE-1,URAGAN. Observations and photo imagery,
13:10-13:20,CDR,Start EMU METOX Regeneration,
13:20-14:20,.,LUNCH,
14:20-16:20,FE-1,SM prep for relocation. Review of relocation procedures per ODF,
14:20-16:00,,Activation/Deactivation [PK],
,CDR,,
16:00-16:45,,IMS update,
16:20-16:50,FE-1,СОЖ maintenance. Inspection of БРПК separator,
16:45-18:15,CDR,Physical Exercise (RED),
16:50-18:20,,Physical exercise (TVIS) day 3,
,FE-1,,
18:20-18:45,,Daily plan review,
18:20-18:25,,"Transfer TVIS, RED, and HRM data to MEC",
,CDR,,
18:25-18:45,,Daily plan review,
18:45-19:00,,Report prep,
19:00-19:15,,Daily planning conference (S-band),
19:15-19:30,Report prep,,
19:30-20:00,DINNER,,
20:00-20:30,CDR,Daily food prep,
,FE-1,Daily food prep,
20:30-21:30,,Pre-sleep,
21:30-06:00,SLEEP,,
GMT,CREW,,
06:00-06:10,,Morning inspection,
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
07:30-07:42,CDR,Work prep,
07:30-08:00,FE-1,Work prep,
07:42-07:47,CDR,Set up for HAM radio session,
07:47-07:57,CDR,HAM radio session,
08:00-08:15,,Daily planning conference (S-band),
,,Taking readings from Real-Time Harmful Contaminant Gas Analyzer ГАНК-4М,
08:15-08:25,FE-1,,
,,[АОК],
08:15-08:25,CDR,CWC inventory,
08:25-10:55,FE-1,Water Transfer from Progress Rodnik Tanks 1 and 2 to EDV. Tagup (S-band),
,,"Replacing filters in FGB dust collectors ПС1, ПС2 (ФГБ1ПГО_2_221_1 bag 353-8,",
08:45-09:35,CDR,,
,,"b/c 00037141R, removed filters - for disposal. Update the IMS).",
09:35-10:35,CDR,"Cleaning FGB ГЖТ detachable screens 1, 2, and 3",
10:35-11:35,CDR,Physical exercise (CEVIS),
10:55-11:25,FE-1,СОЖ maintenance,
11:25-12:55,FE-1,"Physical exercise (TVIS), day 1",
11:35-13:05,CDR,Physical Exercise (RED),
13:05-14:05,,LUNCH,
14:05-16:05,,EVA procedure review,
16:05-16:25,CDR,IMS update,
16:25-16:55,,EVA tagup with MCC (S-band),
16:55-17:40,,EVA PGT test,
17:40-18:10,CDR,EVA PGT Bayonet lock torque checkout,
17:40-18:40,FE-1,Physical Exercise (VELO)-1,
18:10-18:20,CDR,Compound Specific Analyzer- Combustion Products (CSA-CP) spot check,
18:20-18:50,CDR,Daily plan review,
18:40-18:55,FE-1,Daily plan review,
18:50-18:55,CDR,"Transfer TVIS, RED, and HRM data to MEC",
18:55-19:04,,Report prep,
19:04-19:19,,Daily planning conference (S-band),
19:19-19:30,,Report prep,
19:30-20:00,,DINNER,
,CDR,Daily food prep,
20:00-20:30,,,
,FE-1,Daily food prep,
20:30-21:30,,Pre-sleep,
21:30-06:00,,SLEEP,
Task List,FE-1,On MCC GO: ISS O2 repress from Progress 354 СрПК (Oxygen Supply Facility),
GMT,CREW,ACTIVITY,
06:00-06:10,.,Morning inspection,
06:10-06:25,.,Post-sleep,
06:25-06:55,.,BREAKFAST,
06:55-07:45,FE -1,ISS onboard systems and comm config for EVA,
06:55-07:10,CDR,"Materials experiment on the ISS, container 5 for passive samples - deactivation",
07:10-07:25,CDR,ISS onboard system configuration for EVA,
07:25-07:30,CDR,Inspection of closed blind on the Lab window,
07:30-07:45,CDR,OPS LAN config before closing NODE-LAB hatch,
07:45-09:45,.,Donning EMU,
09:45-10:00,.,EMU reconfig for EVA,
10:00-14:00,.,EMU pre-breathe,
14:00-14:30,.,Crew Lock depress,
14:30-14:35,.,Crew Lock egress after depress,
14:35-15:00,.,EVA - prep for EVA4 tasks,
15:00-18:00,.,"EVA – installation of external v/cameras (CP9, P1)",
18:00-19:15,.,EVA – FPP jettison,
19:25-19:50,.,EVA – closeout ops,
19:50-19:55,.,Crew Lock ingress before repress,
19:55-20:10,.,Crew Lock repress,
20:10-21:40,.,Post-EVA cleanup ops,
21:40-22:40,FE -1,ISS activation after EVA,
21:40-21:45,CDR,СТТС reconfig for nominal ops,
21:45-22:00,CDR,OPS LAN reconfig after NODE-LAB hatch opening,
22:00-22:20,CDR,СОЖ maintenance,
22:20-22:50,CDR,Daily food prep,
22:40-22:50,FE -1,Daily food prep,
22:50-23:20,.,DINNER,
23:20-00:00,.,Pre-sleep,
00:00-08:30,.,SLEEP,
GMT,,,
06:00-06:10,.,,Morning inspection
06:10-06:40,.,,Post-sleep
06:40-06:50,CDR,,Calf volume measurement
06:40-06:50,FE-1,,МО-8. Set-up
06:50-07:00,FE-1,,Calf volume measurement
06:50-07:05,CDR,,Body mass measurement
07:05-07:55,CDR,,BREAKFAST
07:05-07:20,FE-1,,Body mass measurement
07:20-07:30,FE-1,,МО-8. Closeout ops
07:30-08:20,FE-1,,BREAKFAST
07:55-08:20,CDR,,Work prep
08:20-08:35,.,,Daily planning conference (S-band)
08:35-08:50,FE-1,,Work prep
08:45-09:05,CDR,,IMS update
,,,Loop КОБ1 Replaceable Pump Panel ЗСПН1 R&R. Tagup with specialists (S-
08:50-11:35,FE-1,,
,,,"band, VHF)"
09:05-09:20,CDR,,HRF 2: Refrigerated Centrifuge Familiarization
09:20-09:35,CDR,,HRF2- Refrigerated Centrifuge Retaining Ring reinstall
09:35-09:55,CDR,,HRF2-- Refrigerated Centrifuge Checkout Setup
10:10-10:20,CDR,,BCAT3 - hardware setup
10:20-11:20,CDR,,BCAT-3 - Maintenance Work Area Setup with EarthKAM
11:20-12:00,CDR,,InSPACE. Coil Assembly checkout
11:35-11:45,FE-1,,On MCC Go Demate ЗСПН1 telemetry connector
,,,Loop КОБ1 Replaceable Pump Panel ЗСПН1 R&R. Tagup with specialists (S-
11:45-12:40,FE-1,,
,,,band)
12:35-12:45,CDR,,PAO hardware setup
12:40-12:50,FE-1,,On MCC Go Mate ЗСПН1 telemetry connector
12:45-12:55,CDR,,PAO crew prep
,,,Loop КОБ1 Replaceable Pump Panel ЗСПН1 R&R. Tagup with specialists (S-
12:50-14:00,FE-1,,
,,,band)
12:55-13:15,CDR,,PAO event (Ku+S-band)
13:15-14:10,CDR,,LUNCH
,,,On MCC GO: ISS O2 repress from Progress 354 СрПК (Oxygen Supply
14:05-14:10,FE-1,,
,,,Facility) (start)
14:10-15:10,FE-1,,LUNCH
14:10-14:45,CDR,,BCAT-3. Sample 6 initialize
,,,Preventive maintenance of SM Ventilation System.  Group A.
14:50-16:00,CDR,,
,,,Cleaning Group B ВПО10 screen behind panel 129
15:10-15:15,FE-1,,ISS O2 repress from Progress 354 СрПК (terminate)
15:15-15:45,FE-1,,СОЖ maintenance
15:45-16:10,FE-1,,Daily plan review
16:00-17:30,CDR,,Physical Exercise (TVIS)
16:10-16:40,FE-1,,Report prep
16:40-17:40,FE-1,Physical Exercise (VELO+RED) day 1,
17:30-17:40,CDR,TVIS Weekly Maintenance,
17:40-18:40,CDR,Physical Exercise (RED),
17:40-19:10,FE-1,Physical Exercise (TVIS) Day 1,
18:40-19:10,CDR,Report prep,
19:10-19:15,CDR,"Transfer TVIS, RED, and HRM data to MEC.",
19:15-19:30,.,Daily planning conference (S-band),
19:30-20:00,.,DINNER,
20:00-20:30,.,Daily food prep,
20:30-21:30,.,Pre-sleep,
21:30-06:00,.,SLEEP,
GMT,CREW,ACTIVITY,
05:00-05:10,FE-1,Morning inspection. Check АСУ СМ-У cnctr behind pnl 139 for moisture,
,CDR,Morning inspection,
05:10-05:40,.,Post-sleep,
05:40-05:55,BREAKFAST,,
05:55-06:15,Conference on crew’s request. Paul McCartney’s concert (S-band),,
06:15-06:50,BREAKFAST,,
11:00-12:00,CDR,Physical Exercise (TVIS),
12:00-13:30,FE-1,Physical Exercise (TVIS)-2,
12:00-12:30,CDR,"СОЖ maintenance. СВО, СП data calldown",
13:35-14:35,.,LUNCH,
15:10-15:25,CDR,Private psychological conference (Ku+S-band),
15:25-16:55,Physical Exercise (RED),,
16:30-17:30,FE-1,Physical Exercise (VELO+RED)-2,
17:30-18:00,.,Daily plan review,
18:00-18:15,Daily planning conference (S-band),,
18:30-18:45,CDR,Private family conference (Ku+S-band),
19:00-19:30,.,Report prep,
19:30-20:00,DINNER,,
20:00-20:30,Daily food prep,,
20:30-21:30,Pre-sleep,,
21:30-06:00,SLEEP,,
Task List,FE-1,KROMKA. Photo imagery,
LSO activation,,,
GMT,CREW,ACTIVITY,
06:00-06:10,.,Morning inspection,
06:10-06:40,.,Post-sleep,
06:40-07:30,.,BREAKFAST,
10:25-11:55,CDR,Physical Exercise (TVIS),
11:55-12:55,CDR,Physical Exercise (RED),
11:55-13:25,FE-1,Physical Exercise (TVIS) Day 4,
13:25-13:30,FE-1,On MCC GO: ISS O2 repress from Progress 354 СрПК (Oxygen Supply Facility)(start),
13:30-14:30,.,LUNCH,
14:30-14:35,FE-1,ISS O2 repress from Progress 354 СрПК (terminate),
14:45-14:55,CDR,FMK stow,
15:30-15:45,CDR,Private psychological conference (S-band),
16:45-17:15,FE-1,СОЖ maintenance.,
17:15-18:15,FE-1,Physical Exercise (VELO+RED) day 4,
18:15-18:45,.,Daily plan review,
18:45-19:00,.,Daily planning conference (S-band),
19:00-19:30,.,Report prep,
19:30-20:00,.,DINNER,
20:00-20:15,CDR,Daily food prep,
20:00-20:30,FE-1,Daily food prep,
20:15-20:30,CDR,Private family conference (Ku+S-band),
20:30-21:30,.,Pre-sleep,
21:30-06:00,.,SLEEP,
Task List,FE-1,Search for Lazio hardware,
GMT,,,
06:00-06:10,,,Morning inspection
06:10-06:40,,,Post-sleep
,.,,
06:40-07:30,,,BREAKFAST
07:30-07:40,,,Closing A/L hatches prior to Soyuz relocation
07:40-07:50,,,US hardware transfer
08:10-08:30,CDR,,Transfer PCS to FGB
08:30-10:00,,,Physical Exercise (RED)
08:30-10:00,,,Physical Exercise TVIS-2
,FE-1,,
10:00-10:30,,,СОЖ maintenance
10:15-10:20,,,Set up cameras to record Soyuz relocation
10:25-10:30,CDR,,Deactivate radio equipment in FGB
10:30-10:35,,,Set up for HAM radio session
10:30-11:00,FE-1,,ТЗК jackets transfer from LAB to Soyuz
10:35-10:45,,,HAM radio session
,CDR,,
10:45-11:15,,,USOS unmanned configuration for Soyuz relocation
11:15-11:45,,,DINNER
11:45-12:15,,,Daily food prep
,.,,
12:15-13:15,,,Pre-sleep
13:15-21:45,,,SLEEP
GMT,CREW,ACTIVITY,
06:00-06:10,.,Morning inspection,
06:10-06:40,.,Post-sleep,
06:40-07:30,.,BREAKFAST,
07:30-07:45,.,Daily planning conference (S-band),
07:45-08:15,CDR,Work prep,
07:45-08:00,FE-1,IMS tagup (S-band),
08:00-08:30,FE-1,Work prep,
08:15-08:20,CDR,Charging DCS 760 camera battery used in EVA,
08:20-08:30,CDR,PAO hardware setup,
08:30-11:30,CDR,4СПН1 Replaceable Pump Panel (КОБ2) [Н]1 R&R. Tagup with specialists (VHF),
08:30-10:00,FE-1,,
10:00-10:10,FE-1,On MCC Go: Demate/mate TLM connectors,
10:10-11:30,FE-1,4СПН1 Replaceable Pump Panel (КОБ2) [Н]1 R&R. Tagup with specialists (VHF),
11:30-13:00,CDR,Physical Exercise (RED),
11:30-13:00,FE-1,Physical Exercise (TVIS) Day 4,
13:00-13:10,.,PAO crew prep,
13:10-13:30,.,PAO: 5th Anniversary Of The ISS Manned Mission (Ku+S-band),
13:35-14:35,.,LUNCH,
14:35-15:30,CDR,FGB fans ЦВ1 and ЦВ2 screen cleaning,
14:35-16:05,FE-1,Installation of Force Loader НС-1 Baseplate on Cycle Ergometer ВБ-3. Tagup withspecialists (S-band),
15:30-16:00,CDR,DCS 760 camera config for EVA,
16:05-16:15,,TVIS tagup (S-band),
16:15-16:35,CDR,IMS update,
16:20-17:20,FE-1,Physical Exercise (VELO+RED)-4 (То=16:41). Tagup with specialists (S-band),
16:35-17:05,CDR,On-orbit hearing assessment using EarQ,
17:05-17:10,CDR,TVIS Weekly Maintenance,
17:10-18:10,CDR,Physical Exercise (TVIS),
17:20-17:50,FE-1,Filling EDV (KOB) for Elektron,
17:50-18:20,FE-1,СОЖ maintenance. Check ИП-1 position,
18:10-18:15,CDR,"Transfer TVIS, RED, and HRM data to MEC",
18:15-18:45,CDR,Daily plan review,
18:20-18:45,FE-1,On-orbit hearing assessment using EarQ,
18:45-19:15,.,Report prep,
19:15-19:30,.,Daily planning conference (S-band),
19:30-20:00,.,DINNER,
20:00-20:30,FE-1,Daily food prep,
,CDR,Daily food prep,
20:30-21:30,.,Pre-sleep,
21:30-06:00,.,SLEEP,
Task List,FE-1,On MCC GO: ISS O2 repress from Progress 354 СрПК (Oxygen Supply Facility),
GMT,CREW,,
06:00-06:10,,Morning inspection,
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
07:30-08:00,CDR,EMU cooling loop filtration to prevent biomaterials and solid particles,
08:15-09:05,FE-1,PLASMA-ISS. Hardware Setup. Tagup with specialists (S-band),
09:00-09:20,CDR,EMU cooling loop config,
09:15-09:30,FE-1,PLASMA-ISS. Experiment ops (session 1). Tagup with specialists (S-band),
09:20-10:05,CDR,Filling CWC from Lab Condensate Tank,
09:38-09:55,,URAGAN. Observation and photo imagery,
,FE-1,,
10:05-10:15,,PLASMA-ISS Experiment ops (session 2). Tagup with specialists (S-band),
10:05-10:10,,CWC inventory,
10:25-10:30,CDR,Set up for HAM radio session,
10:30-10:40,,HAM radio session,
,,PLASMA-ISS. Hardware calibration and  teardown.  Tagup with specialists (S-,
10:50-11:15,,,
,FE-1,band),
11:15-12:15,,Physical Exercise (VELO+RED)-2,
11:20-11:50,,EMU cooling loop filtration to prevent biomaterials and solid particles,
,CDR,,
11:55-12:25,,СОЖ maintenance,
12:25-13:25,FE-1,Electron activation Tagup with specialists (VHF +S-band),
12:25-13:25,CDR,Physical exercise (CEVIS),
13:25-14:25,,LUNCH,
14:25-14:30,CDR,Atmosphere revitalization hardware rack activation,
14:30-16:00,,US EVA tools stowage ops,
,CDR,Physical Exercise (RED),
16:00-17:30,,,
,FE-1,"Physical Exercise VELO + RED, day 2",
17:30-17:35,,"Transfer TVIS, RED, and HRM data to MEC",
17:40-17:45,CDR,Set up for HAM radio session,
17:45-17:55,,HAM radio session,
18:15-18:45,,Daily plan review,
18:45-19:00,,Report prep,
19:00-19:15,,Daily planning conference (S-band),
19:15-19:30,,Report prep,
19:30-20:00,,DINNER,
,CDR,Daily food prep,
20:00-20:30,,,
,FE-1,Daily food prep,
20:30-21:30,,Pre-sleep,
,,,
21:30-06:00,,SLEEP,
,,Light fixture audit. Data dump (via OCA),
Task list,FE-1,,
GMT,CREW,,
21:45-21:55,,Morning inspection,
21:55-22:25,,Post-sleep,
22:25-23:15,,BREAKFAST,
23:15-23:20,FE-1,Elektron power down,
23:15-23:30,CDR,OPS LAN reconfiguration before USOS hatch closure,
23:30-23:45,.,Daily planning conference (S-band),
23:45-00:05,CDR,Closing USOS hatches (Lab and NODE1) prior to Soyuz relocation,
23:45-23:50,,Work prep,
23:50-00:10,FE-1,Elektron purge and power down,
00:10-00:25,,SM Ventilation System deactivation,
00:20-00:45,CDR,"Dismantling ВД1, ВД2 Air Ducts in FGB",
00:25-00:30,,TVIS deactivation,
00:30-00:40,FE-1,СОТР [Thermal Control System] deactivation,
00:40-01:00,,Vozdukh deactivation,
00:45-01:00,CDR,ГА-СУ (PMA1) Hatch closure in FGB,
,FE-1,СРВК-2М deactivation,
01:00-01:10,,,
,CDR,ГА-ПГО Hatch Frame Ring removal in FGB,
,FE-1,СОП [Food Supply Subsystem] deactivation,
01:10-01:20,,,
,CDR,Window preparation,
01:20-01:30,FE-1,PILLE Dosimeter deactivation,
01:20-01:40,CDR,АСУ [Toilet System] deactivation,
01:30-01:45,FE-1,Check and maintain comm from Soyuz (VHF1 + VHF2),
01:40-01:45,CDR,ВД СМ [SM Airduct] disassembly,
01:45-03:20,FE-1,Soyuz 217 Activation,
01:45-01:55,,РО-ПрК hatch frame ring removal,
01:55-02:00,,TEPC power down,
02:00-02:10,,Comm config for Soyuz relocation,
02:10-02:40,,"Deactivate manual control assets (laptops, and network devices)",
02:40-02:45,CDR,ДСД [Pressure Alarm Sensor] deactivation,
02:45-02:55,,SM and FGB ПСС [Caution & Warning Panel] and Clock deactivation,
02:55-03:05,,SM ППС [System Power Panel] deactivation,
03:05-03:20,,DC1 deactivation,
03:20-03:25,,Power down PCS in FGB,
03:20-03:25,FE-1,FGB egress. Close ПГО-ГА hatch,
03:25-03:35,,"FGB egress. Close hatches ПГО-СУ, ПхО-СУ(FGB)",
03:35-03:55,,"SM egress (close hatches РО-ПрК, ПхО-СУ (DC1), DC1-СУ(SM))",
03:55-04:15,,Removal and inspection of quick-release screw clamps on the DC1 side,
04:15-04:25,,Soyuz ingress,
04:25-04:45,,Soyuz-DC1 transfer hatch closure,
04:45-05:45,,Soyuz-DC1 hatch leak check,
05:45-08:40,,Soyuz ODF ops. Meal Time,
08:40-09:20,Soyuz 217 relocation from DC1 to FGB,,
09:20-09:55,Soyuz ODF ops. Soyuz Leak Check. Start suit drying,,
09:55-10:55,Soyuz / FGB interface leak check,,
10:55-11:15,Open Soyuz-FGB transfer hatches,,
11:15-11:25,FGB ingress. ПГО-ГА hatch open,,
11:25-11:30,CDR,Power up PCS in FGB,
11:30-11:40,,"SM ingress after relocation(open hatches ПГО-СУ(SM), ПхО-СУ(FGB), РО-ПрК)",
11:40-11:55,"DC1 ingress. Open hatches ПхО-СУ (DC1), СО1-СУ(SM)",,
11:55-12:05,CDR,SM ППС [System Power Panel] activation,
11:55-12:00,FE-1,ДСД [Pressure Alarm Sensor] activation,
12:05-12:15,CDR,"ПСС [Caution & Warning Panel] activation in SM, FGB, DC1",
12:05-13:35,FE-1,"Soyuz Deactivation. Terminate drying suits and gloves, stow",
12:15-12:45,CDR,Activate Manual Control Assets (laptops and network devices),
12:45-12:55,Reconfigure comm for nominal ops after Soyuz relocation,,
12:55-13:15,АСУ [Toilet System] activation,,
13:15-13:30,Install РО-ПРК hatch frame ring and ВД СМ [SM Airducts],,
13:30-13:45,ГА-ПГО Hatch Frame Ring installation in FGB,,
13:35-13:40,FE-1,PILLE Dosimeter activation,
13:40-13:50,Clock activation,,
13:45-14:05,CDR,SM Ventilation System activation,
13:50-14:20,FE-1,Vozdukh activation,
14:05-14:20,CDR,Open ГА - PMA1 hatch in FGB,
14:20-14:30,FE-1,СРВК-2М activation,
14:20-15:05,CDR,"Assemble ВД1, ВД2 Air Ducts in FGB",
14:30-14:40,FE-1,СОП [Food Supply Subsystem] activation,
14:40-14:50,СОТР [Thermal Control System] activation,,
14:50-15:05,DC1 activation (install ВД [Air Duct] in DC1),,
15:05-15:35,CDR,Hatch opening after Soyuz docking,
