0,1,2,4
18:45-19:00,,Daily Planning Conference (S-band),
19:00-19:30,,Evening work prep,
19:30-20:00,,DINNER,
20:00-20:30,,Daily food prep,
20:30-21:30,,Pre-sleep,
21:30-06:00,,SLEEP,
GMT,CREW,ACTIVITY,
06:00-06:10,.,Morning Inspection,
06:10-06:40,Post-sleep,,
06:40-07:30,BREAKFAST,,
07:30-10:30,FE-1,"Weekly HousekeepingCleaning ВПхО, ФС5, ФС6, ФС9 (ВДПрК), ВПрК, В3 DC1, FGB ЦВ2 FanGrilles",
07:30-09:25,"CDR,FE-2",Weekly Housekeeping,
09:25-09:40,SSRMS Maneuver,,
09:40-10:50,CDR,Weekly Housekeeping,
09:40-10:40,FE-2,Physical Exercise (CEVIS),
10:40-10:45,BCAT-3 Camera checkout,,
10:45-10:50,Video tape changeout in VTR1 and VTR2,,
10:50-10:55,CDR,Environmental Health System (EHS) - O2 Readings from CSA-CP,
11:00-11:20,FE-1,Private Family Conference (S+Ku-band),
11:05-12:35,FE-2,Physical Exercise (RED),
11:35-12:35,CDR,Physical Exercise (CEVIS),
12:30-12:35,FE-1,On MCC Go ISS O2 repress from Progress 362 СрПК (start),
12:35-13:35,.,LUNCH,
13:35-13:40,FE-1,ISS O2 repress from Progress 362 СрПК (terminate),
13:35-17:05,FE-2,SPHERES Test Session,
13:40-13:55,FE-1,"МБРЛ Test 1, АФУ [Antenna Feeder], ATV Hand Controller Tests",
14:10-14:25,"МБРЛ Test 1, АФУ [Antenna Feeder], ATV Hand Controller Tests",,
14:40-15:20,"СОЖ Maintenance СВО, СП, Potok [Air Purification System] DataCalldowns",,
15:25-15:40,Private Psychological Conference (VHF),,
15:30-15:35,CDR,Battery Stowage Assembly (BSA) Battery Recharge Terminate,
15:35-17:05,Physical Exercise (RED),,
15:45-17:15,FE-1,"Physical Exercise (TVIS), day 1",
17:05-17:50,"CDR,FE-2",EVA tagup with MCC (S + Ku-band),
17:15-18:15,FE-1,Physical Exercise (VELO + RED) day 1,
17:50-18:05,CDR,Private Family Conference (S+Ku-band),
18:05-18:45,FE-2,Evening work prep,
18:10-18:15,CDR,LAB Window Shutter Closure,
18:15-18:45,"CDR,FE-1",Evening work prep,
18:45-19:00,.,Daily Planning Conference (S-band),
19:00-19:20,FE-2,Evening work prep,
19:00-19:30,"CDR,FE-1",Evening work prep,
19:20-19:35,FE-2,Private Family Conference (S+Ku-band),
19:30-20:00,"CDR,FE-1",DINNER,
19:35-20:00,FE-2,DINNER,
20:00-20:30,.,Daily food prep,
20:30-21:30,,Pre-sleep,
21:30-06:00,,SLEEP,
,,PLANTS-2. Payload Status Check and Photography,
,,MATRYOSHKA-R. Monitor MOSFET-dosimeter Readings,
Task List,,,
,,MATRYOSHKA-R. Monitoring Lulin-5 Readings,
,,DIATOMEA. World Ocean Observations,
GMT,CREW,ACTIVITY,
06:00-06:10,,Morning inspection,
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
07:30-08:00,,Prep for Work,
08:00-08:15,,Daily Planning Conference (S-band),
08:15-08:25,CDR,CWC audit,
08:15-09:50,FE-2,Progress 362 Loading and IMS Updates,
08:15-10:25,FE-1,,
08:35-09:50,CDR,OUM-PFE – hardware installation,
09:50-10:20,OUM-PFE – evaluation protocol,,
09:50-10:20,FE-2,OUM-PFE – operator,
10:20-11:05,CDR,Progress 362 Loading and IMS Updates,
10:20-11:05,FE-2,OUM-PFE – hardware installation,
10:25-11:25,FE-1,"Physical Exercise (VELO+RED), day 2",
11:05-11:35,FE-2,OUM-PFE – evaluation protocol,
11:05-11:35,CDR,OUM-PFE – operator,
11:25-12:55,FE-1,"Physical Exercise (TVIS), day 2",
11:35-13:05,CDR,Physical Exercise (RED),
11:35-12:10,FE-2,OUM-PFE deactivation and stowage 1,
12:10-13:10,Progress 362 Loading and IMS Updates,,
12:55-13:05,FE-1,PLANTS-2. Data downlink,
13:05-13:10,On MCC Go ISS O2 repress from Progress 362 СрПК (start),,
13:10-14:10,.,LUNCH,
14:10-14:15,FE-2,OUM-PFE Laptop power down,
14:10-14:15,CDR,PAO Hardware Setup,
14:10-14:15,FE-1,ISS O2 repress from Progress 362 СрПК (terminate),
14:15-14:25,"CDR, FE-2",Crew prep for PAO,
14:15-14:25,FE-1,PLANTS-2. Data downlink (terminate),
14:25-15:25,"Searching for equipment to set up the config and МБРЛ [PCE] test (ATV HandController, PCE). Tagup with specialists (as necessary) (S-band)",,
14:25-14:45,"CDR, FE-2",PAO Event (Ku + S-band),
14:45-15:15,FE-2,ВСАТ3 – sample photography 5,
14:50-15:00,CDR,METOX installation,
15:00-15:10,EMU checkout,,
15:10-15:40,SAFER test,,
15:15-15:25,FE-2,MSG Stow,
15:25-15:50,Glove Box (MSG): video equipment stowage,,
15:40-16:30,"FE-1, CDR(assists)",Study of cardiovascular system under measured VELO load. То=16:01. Tagupwith specialists (VHF),
15:50-15:55,FE-2,EHS. - Environmental Health System (EHS) - O2 Readings via CSA-CP,
15:55-16:25,СОЖ Maintenance,,
16:25-16:45,Defibrillator Checkout,,
16:45-16:50,RWS Cable Connect,,
16:35-17:55,FE-1,Progress 362 Loading and IMS Updates,
16:35-18:15,CDR,,
17:00-18:30,FE-2,Physical Exercise (RED),
17:55-18:35,FE-1,ИПД air sampling for ammonia and set up for experiment,
18:15-18:35,CDR,Evening work prep,
18:30-18:35,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,
18:35-18:50,,Daily Planning Conference (S-band),
18:50-19:30,,Evening work prep,
19:30-20:00,,DINNER,
20:00-20:30,,Daily food prep,
20:30-21:20,FE-1,Pre-sleep,
20:30-21:30,"CDR, FE-2",,
21:20-21:30,FE-1,SONOCARD. Experiment (Start),
21:30-06:00,,SLEEP,
Task List,FE-1,IMS update,
GMT,CREW,ACTIVITY,
06:00-06:10,,Morning Inspection,
06:10-06:40,,Post-sleep,
06:40-07:30,FE-2,BREAKFAST,
06:40-07:00,"FE-1, CDR(assistance)",Biochemical blood test. Tagup as necessary (S-band),
07:00-07:50,CDR,BREAKFAST,
07:00-07:15,FE-1,БМП Ф2 Absorption Cartridge Regeneration (start),
07:15-08:05,BREAKFAST,,
07:30-08:05,FE-2,Prep for Work,
07:50-08:05,CDR,Prep for Work,
08:05-08:20,,Daily Planning Conference (S-band),
08:20-08:30,FE-1,On MCC Go CPC1 Checkout After Spontaneous RebootReport to MCC if Cyan in on Laptop RS3,
08:20-11:20,FE-2,Recovery of КОБ1 [Internal Thermal Loop] 3СПН1 Panel. Tagup withspecialists (as necessary) (S-band),
08:20-08:30,CDR,Prep for Work,
08:30-08:35,Power down PCS in LAB,,
08:30-08:50,FE-1,Prep for Work,
08:35-08:40,,Power up PCS in Cupola,
08:40-09:40,CDR,Physical Exercise (CEVIS),
08:50-11:30,FE-1,Biochemical blood test. Tagup with specialists as necessary (S-band),
09:40-09:50,CDR,Glove Box (MSG): Activation,
09:50-10:30,InSPACE2 Run 14,,
10:35-10:50,InSPACE2 Observation,,
10:50-12:20,Physical Exercise (RED),,
11:20-11:30,FE-2,SCOF Relief Valve Cycle,
11:30-12:10,FE-1,Filling EDV [KOB] for Elektron using CWC 1071,
11:30-11:45,FE-2,EMU backpack replacement,
11:45-12:25,EMU 3008: water dump and refill,,
12:10-12:50,FE-1,СОЖ Maintenance,
12:20-13:05,CDR,Lab RPCM R&R,
12:25-13:25,FE-2,Physical Exercise (CEVIS),
12:50-13:50,FE-1,"Physical Exercise (VELO + RED), day 2",
13:05-13:50,CDR,Lab RPCM R&R,
13:25-14:00,FE-2,Filtering biological and particulate matter from EMU cooling loop,
14:00-15:00,,LUNCH,
15:00-15:40,CDR,Photo of a scuff mark left by the Progress 362 Active Docking Mechanism Pinon the DC1 Passive Mechanism Receiving Cone,
15:00-15:30,FE-1,Counter Measure System (CMS) Harmful Contaminant measurements in SM.Tagup with specialists (as necessary) (S-band),
15:00-15:15,FE-2,Filtering biological and particulate matter from EMU cooling loop,
15:15-15:30,,EMU Cooling Loop config,
15:30-15:35,Payload status check,,
15:30-15:45,FE-1,Verify ИП-1 Sensor Positions,
15:40-15:45,CDR,BCAT-3. Camera checkout,
15:45-15:55,FE-1,БСММ Hard Drive Test,
16:00-17:30,FE-2,Physical Exercise (RED),
16:15-16:35,FE-1,IMS Update,
16:35-18:05,"Physical Exercise (TVIS), day 2",,
16:35-16:45,CDR,InSPACE2 tape replacement,
16:45-17:25,InSPACE2  Run 15,,
17:30-17:45,InSPACE2 Observation,,
17:30-18:00,FE-2,EMU cooling loop reconfig,
17:45-18:05,CDR,Evening work prep,
18:00-18:30,FE-2,EMU backpack replacement,
18:05-18:30,FE-1,Evening work prep,
18:10-18:15,CDR,Transfer TVIS/RED/CEVIS/HRM data to MEC,
18:15-18:25,InSPACE2 tape replacement,,
18:25-18:35,InSPACE2 power down,,
18:30-18:40,FE-1,БСММ Log File Downlink,
18:30-18:40,FE-2,Evening work prep,
18:35-18:40,CDR,MSG power down,
18:40-18:55,,Daily Planning Conference (S-band),
18:55-19:30,"CDR, FE-2",Evening work prep,
18:55-19:00,FE-1,Evening work prep,
19:00-19:15,Regeneration of Micropurification Unit (БМП) Absorption Cartridge Ф2(termination),,
19:15-19:30,Evening work prep,,
19:30-20:00,,DINNER,
20:00-20:30,,Daily Food Prep,
20:30-21:30,"FE-1, CDR",Pre-sleep,
20:30-21:05,FE-2,Pre-sleep,
21:05-21:20,Private Family Conference (S + Ku-band),,
21:20-21:30,Pre-sleep,,
21:30-06:00,,SLEEP,
Task List,FE-1,GTS-2 [Global Timing System] БЭ [Electronics Unit] Connector inspection,
GMT,CREW,ACTIVITY,
06:00-06:10,"CDR, FE-2",Morning Inspection,
,FE-1,SONOCARD. Experiment (termination),
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
07:30-07:45,,Prep for Work,
07:45-08:00,,Morning Planning Conference (S-band),
08:00-08:10,FE-1,Prep for Work,
08:00-08:15,"CDR, FE-2",,
08:15-09:05,FE-2,Environmental Health System (EHS) - water sample analysis,
08:15-08:35,CDR,EXPRESS Rack 1 ITCS loop depress,
08:15-08:25,FE-1,SONOCARD. Copy data to RSE-MED Laptop,
08:25-08:35,Stop discharging the 2nd Battery Pack 825М3 and start discharging the 3rdBattery Pack 825М3,,
08:35-09:05,CDR,EXPRESS Rack 1 Config for Subsystem Valve R&R,
08:35-10:35,FE-1,DC1 comm config Spacesuit and БСС (Orlan interface unit) leak checks andvalve tests; backup bladder leak check (suit#26). Tagup (S--band)Restore the nominal comm. configuration,
09:05-11:05,CDR,EXPRESS Rack 1 Subsystem Valve R&R,
09:05-09:20,FE-2,Assistance in EXPRESS Rack 1 Valve R&R,
09:20-10:50,Physical Exercise (RED),,
10:35-11:35,FE-1,Orlan stow. Tagup (S-band),
11:05-11:20,FE-2,Assistance in EXPRESS Rack 1 Valve R&R,
11:05-11:50,CDR,EXPRESS Rack 1 Subsystem Valve Inspection,
11:30-12:30,FE-2,Physical Exercise (CEVIS),
11:40-12:20,FE-1,Preparation for donning Penguin suit. Tagup (S-band),
11:50-12:30,CDR,СОЖ Maintenance,
12:20-12:30,FE-1,Donning Penguin suit,
12:30-13:30,,LUNCH,
13:30-13:40,FE-1,Downloading data during Penguin suit wearing test,
,CDR,FMK deployment ops,
13:30-13:35,FE-2,BCAT-3. Camera checkout,
13:40-14:10,FE-1,"BAR. Hardware transfer, set up, and preparation. Tagup (S-band)",
14:00-14:10,CDR,CWC audit,
14:05-14:10,FE-2,PAO hardware setup,
14:10-14:20,,Crew prep for PAO,
14:20-14:40,,PAO event (S + Ku-band),
14:40-15:40,FE-2,WAP setup,
14:40-14:50,FE-1,Downloading data during Penguin suit wearing test,
14:50-15:20,"BAR. Hardware transfer, set up and preparation",,
14:50-15:20,CDR,Crew Medical Restraint System (CMRS) integrity checkout,
15:20-16:20,Physical Exercise (TVIS),,
15:20-15:30,FE-1,Downloading data during Penguin suit wearing test,
15:30-15:40,Penguin suit closeout ops,,
15:40-16:40,"BAR. ПхО, DC1 Measurements. Data downlink via БСР-ТМ",,
15:40-16:40,FE-2,Crew PDA reloading,
16:20-17:50,CDR,Physical Exercise (RED),
16:40-18:10,FE-2,Deploy PDAs On Wireless Network,
16:50-17:50,FE-1,"Physical Exercise (TVIS), day 1",
18:10-18:15,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,
18:15-19:05,,Evening work prep,
19:05-19:20,,Daily Planning Conference (S-band),
19:20-19:30,,Evening work prep,
19:30-20:00,,DINNER,
20:00-20:30,,Daily Food Prep,
20:30-21:30,"CDR, FE-2",Pre-sleep,
20:30-21:20,FE-1,,
21:20-21:30,FE-1,BAR. Kelvin charging,
21:30-06:00,,SLEEP,
Task List,FE-1,IMS update,
GMT,CREW,ACTIVITY,
06:00-06:10,.,Morning Inspection,
06:10-06:40,.,Post-sleep,
06:40-07:30,.,BREAKFAST,
07:30-08:30,CDR,Physical Exercise (CEVIS),
08:30-10:00,CDR,Physical Exercise (RED),
10:30-11:20,FE-1,"Physical Exercise (TVIS), day 3",
12:00-13:00,FE-2,Physical Exercise (CEVIS),
12:10-12:50,FE-1,Preparation for donning Penguin pressure suit,
12:50-13:00,FE-1,Donning Penguin suit,
13:00-14:00,.,LUNCH,
14:00-14:10,FE-1,Downloading data during Penguin suit wearing test,
14:00-14:05,FE-2,BCAT-3. Camera checkout,
14:05-14:20,FE-2,Private Family Conference (Ku + S-band),
15:10-15:20,FE-1,Downloading data during Penguin suit wearing test,
15:20-15:35,FE-1,Private Psychological Conference (VHF),
15:50-16:00,FE-1,Downloading data during Penguin suit wearing test,
15:55-16:10,FE-2,Private Family Conference (Ku + S-band),
16:00-16:10,FE-1,Penguin suit closeout ops,
16:10-16:20,FE-1,Penguin suit data downlink via БСР-ТМ after wearing test,
16:45-18:15,FE-2,Physical Exercise (RED),
17:00-17:40,FE-1,"СОЖ maintenance.  СВО, СП, and POTOK Air Purification System datacalldown",
17:00-17:15,CDR,Private Family Conference (Ku + S-band),
18:15-18:45,.,Evening work prep,
18:45-19:00,.,Daily Planning Conference (S-band),
19:00-19:30,.,Evening work prep,
19:30-20:00,.,DINNER,
20:00-20:30,.,Daily Food Prep,
20:30-21:30,.,Pre-sleep,
21:30-06:00,.,SLEEP,
Task List,FE-1,ECON. Observations and Photography,
URAGAN. Observations and Photography,,,
DIATOMEA. World Ocean Observations,,,
GMT,CREW,ACTIVITY,
06:00-06:20,FE-2,Repository Urine Collection,
06:00-06:10,"CDR,FE-1",Morning inspection,
06:10-06:40,Post-sleep,,
06:20-06:25,FE-2,MELFI Urine Sample Insertion,
06:25-06:35,Morning inspection,,
06:35-07:05,Post-sleep,,
06:40-07:30,"CDR,FE-1",BREAKFAST,
07:05-07:55,FE-2,,
07:30-08:30,CDR,Physical Exercise (TVIS),
07:55-08:15,FE-2,Repository Blood Sample Hardware Stow,
08:30-10:00,CDR,Physical Exercise (RED),
10:25-11:55,FE-1,"Physical Exercise (TVIS), day 4",
11:55-12:55,"Physical Exercise (VELO+RED), day 4",,
11:55-12:00,FE-2,Disconnect LTL jumper from LAB1D6 rack after CDRA Deactivation,
12:00-13:00,Physical Exercise (CEVIS),,
12:55-13:00,FE-1,On MCC Go ISS O2 repress from Progress 362 СрПК (start),
13:00-14:00,.,LUNCH,
14:00-14:05,FE-1,ISS O2 repress from Progress 362 СрПК (terminate),
14:00-14:05,FE-2,BCAT-3. Camera checkout,
14:20-14:35,Private Family Conference (S + Ku-band),,
15:15-16:45,Physical Exercise (RED),,
15:55-16:10,CDR,Private Family Conference (S + Ku-band),
16:40-16:55,CDR,Private psychological conference (Ku + S-band),
16:55-17:10,FE-2,,
18:50-19:30,FE-1,"СОЖ Maintenance. СВО, СП, and POTOK Air Purification System datacalldown",
19:30-20:00,.,DINNER,
20:00-20:30,.,Daily food prep,
20:30-21:30,.,Pre-sleep,
21:30-06:00,.,SLEEP,
Task List,FE-1,ECON. Observations and Photography,
DIATOMEA. World Ocean Observations,,,
GMT,CREW,ACTIVITY,
06:00-06:10,,Morning Inspection,
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
07:30-09:00,CDR,Physical Exercise (RED),
08:05-10:05,FE-1,Transfer urine from ЕДВ-У to Progress 362 Rodnik Water Tank 2 [БВ2],
09:00-09:10,CDR,RED bolt maintenance,
09:05-10:05,FE-2,Physical Exercise (TVIS),
09:10-10:10,CDR,Physical Exercise (CEVIS),
10:05-11:35,FE-2,Physical Exercise (RED),
10:05-11:35,FE-1,"Physical Exercise (TVIS), day 3",
11:35-12:35,"Physical Exercise (VELO+RED), day 3",,
11:40-12:40,FE-2,Photo Camera Config For EVA,
12:10-12:40,CDR,,
12:35-12:40,FE-1,On MCC Go ISS O2 repress from Progress 362 СрПК (start),
12:40-13:40,,LUNCH,
13:40-13:45,FE-1,ISS O2 repress from Progress 362 СрПК (terminate),
13:45-14:15,,STS 122/1E and ISS-16 Crew Conference (Ku + S-band),
14:40-15:25,,EVA tagup with MCC (Ku + S-band),
15:25-16:10,"CDR, FE-2",A/L Preparation,
16:10-16:25,FE-2,Removal of Test Equipment for Ku-band TV downlink,
16:20-17:00,FE-1,СОЖ Maintenance,
16:25-16:40,CDR,Pre-EVA PMC (Ku + S-band),
16:40-16:55,FE-2,,
17:00-17:15,FE-1,Private Medical Conference (Ku + S-band),
17:10-17:20,CDR,A/L PCS computers power down,
17:15-17:35,FE-1,Evening Work Prep,
17:20-17:25,CDR,HAM Radio Powerdown in SM,
17:25-17:30,LAB window shutter closure,,
17:30-17:50,FE-2,Evening Work Prep,
17:30-17:35,CDR,Transfer TVIS/RED/CEVIS/HRM data to MEC,
17:35-17:50,FE-1,Setting up PILLE dosimeters for EVA,
17:35-17:50,CDR,Evening Report Prep,
17:50-18:05,,Daily Planning Conference (S-band),
18:05-18:20,CDR,Evening Work Prep,
18:05-18:15,FE-2,Evening Report Prep,
18:05-18:45,FE-1,Evening Work Prep,
18:15-18:20,FE-2,DCS battery charging,
18:20-18:50,"CDR, FE-2",Daily food prep,
18:45-19:20,FE-1,DINNER,
18:50-19:20,"CDR, FE-2",,
19:20-19:50,FE-1,Daily food prep,
19:20-19:50,"CDR, FE-2",Pre-sleep,
19:50-20:35,FE-1,EVA Campout Prebreathe,
19:50-21:00,"FE-2, CDR",,
20:35-21:30,FE-1,Pre-sleep,
21:00-21:30,"FE-2, CDR",,
21:30-06:00,.,SLEEP,
Task List,FE-1,IMS Update,
GMT,CREW,ACTIVITY,
06:00-06:10,.,Morning Inspection,
06:10-06:40,.,Post-sleep,
06:40-07:30,.,BREAKFAST,
07:30-07:45,.,Prep for Work,
07:45-08:00,.,Daily Planning Conference (S-band),
08:00-09:00,CDR,Physical Exercise (CEVIS),
08:00-08:15,FE-1,Prep for Work,
08:00-08:45,FE-2,CCAA switchover,
08:45-09:30,SSRMS maneuver,,
09:00-10:30,CDR,Physical Exercise (RED),
09:30-10:30,FE-2,Physical Exercise (CEVIS),
10:25-11:55,FE-1,"Physical Exercise (TVIS), day 2",
10:30-11:15,CDR,MSG - rack rotate down,
10:30-12:00,FE-2,Physical Exercise (RED),
11:15-11:25,CDR,MSG – removal,
11:25-11:45,MSG - filter inspection and cleaning,,
11:45-11:55,CDR,MSG – installation,
11:55-12:55,FE-1,"Physical Exercise (VELO + RED), day 2",
11:55-12:40,CDR,MSG - rack rotate up,
12:00-13:00,FE-2,EVA tool config,
12:40-12:50,CDR,MSG – Unstow,
12:50-12:55,CDRA deactivation,,
12:55-13:00,FE-1,On MCC Go ISS O2 repress from Progress 362 СрПК (start),
13:00-14:00,.,LUNCH,
14:00-14:05,FE-1,ISS O2 repress from Progress 362 СрПК (terminate),
14:00-14:25,CDR,MSG - video equipment set up,
14:00-14:05,FE-2,VTR2 tape changeout,
14:05-14:15,FE-1,ALTCRISS. PCMCIA card replacement,
14:25-14:30,CDR,PAO hardware setup,
14:25-14:30,FE-2,EHS - O2 readings using Compound Specific Analyzer- Combustion Products(CSA-CP),
14:30-14:40,"CDR,FE-2",Crew prep for PAO,
14:40-15:00,PAO Event (Ku + S-band),,
15:00-15:10,CDR,InSPACE2 Camera 2 Lens Cleaning,
15:00-15:20,FE-2,Removal of Test Equipment Used for Ku-band TV Downlink,
15:10-15:15,CDR,Transfer TVIS/RED/CEVIS/HRM data to MEC,
15:15-15:20,Lab Window Shutter Close,,
15:20-15:35,Final printout of EVA procedures,,
15:35-17:35,"CDR,FE-2",EVA procedure review,
15:55-16:35,FE-1,СОЖ maintenance,
16:35-17:35,,EVA procedure review,
17:35-18:20,.,USOS EVA 14 Tagup with MCC-H (Ku + S-band),
18:20-18:30,.,Report prep,
18:30-18:45,.,Daily Planning Conference (S-band),
18:45-19:25,FE-2,Evening Work Prep,
18:45-19:30,"CDR,FE-1",,
19:25-19:30,FE-2,DCS battery charging,
19:30-20:00,.,Daily food prep,
20:00-20:30,.,DINNER,
20:30-21:30,.,Pre-sleep,
21:30-06:00,.,SLEEP,
Task List,FE-1,PLANTS-2. Payload Status Check and Photography,
GMT,CREW,ACTIVITY,
06:00-06:10,,Morning Inspection,
06:10-06:40,,Post-sleep,
06:40-07:30,,BREAKFAST,
07:30-07:45,FE-1,Prep for Work,
07:30-08:00,"CDR, FE-2",Prep for Work,
07:45-08:00,FE-1,Regeneration of БМП Absorption Cartridge Ф1 (start),
08:00-08:15,,Daily Planning Conference (S-band),
08:15-09:15,CDR,Physical Exercise (CEVIS),
08:15-08:20,FE-2,MPC Activation for HDTV Playback,
08:15-08:55,FE-1,Microbial sample collection,
08:20-10:30,FE-2,"SM ventilation system screen cleaning. Replacement of ВПО5,6,8,9 Fan NoiseIsolators",
08:55-10:25,FE-1,СВС. Hardware transfer and installation. Tagup with specialists (S-band),
09:15-10:45,CDR,Physical Exercise (RED),
10:25-11:10,FE-1,СВС. Experiment ops. Tagup with specialists (S-band),
10:30-10:35,FE-2,BCAT-3. Camera checkout,
10:45-10:55,CDR,MSG: activation,
10:45-12:15,FE-2,Physical Exercise (RED),
10:55-11:35,CDR,InSPACE2 - Run 12,
11:10-12:40,FE-1,"Physical Exercise (TVIS), day 1",
11:40-11:55,CDR,InSPACE2. Observation,
11:55-12:40,CDR,Portable Fan Assembly (PFA) Ground Wire Connection,
12:15-13:15,FE-2,Physical Exercise (CEVIS),
12:40-12:50,CDR,InSPACE2 tape replacement,
12:40-12:55,FE-1,Activation of Soyuz 221 Gas Analyzer,
12:55-13:15,FE-1,БСММ [Multi-Channel Matching Unit] Software Patch Installation Tagup withspecialists (S-band),
13:15-13:20,CDR,PAO hardware setup,
13:20-13:50,,ISS-16/17 Crew Conference (S + Ku-band),
13:50-14:50,,LUNCH,
14:50-15:00,CDR,Crew prep for PAO,
14:50-16:30,FE-2,Internal Audio Subsystem (IAS) Audio Terminal Unit (ATU) 6 Troubleshooting,
15:00-15:20,CDR,PAO Event (Ku + S-band),
15:20-16:00,FE-1,СОЖ Maintenance,
15:30-16:10,CDR,InSPACE2 - Run 13,
16:00-16:30,FE-1,REFLOTRON hardware setup REFLOTRON,
16:15-16:30,CDR,InSPACE2. Observation,
16:30-16:45,FE-1,Private Medical Conference (S + Ku-band),
16:30-17:50,FE-2,Replacement of AL-1A4A-B RPCM,
16:55-17:05,CDR,InSPACE2 tape replacement,
16:55-17:55,FE-1,"Physical Exercise (VELO+RED), day 1",
17:05-17:15,CDR,InSPACE2 Hardware Power Down,
17:30-17:45,CDR,Private Medical Conference (S + Ku-band),
17:45-17:50,CDR,MSG - power down,
17:50-18:05,FE-2,Private Medical Conference (S + Ku-band),
17:55-18:15,FE-1,IMS Update,
18:05-18:10,FE-2,MPC Deactivation,
18:10-18:15,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,
18:15-19:05,,Evening work prep,
19:05-19:20,,Daily Planning Conference (S-band),
19:20-19:30,"CDR, FE-2",Evening work prep,
19:20-19:35,FE-1,Regeneration of БМП Absorption Cartridge Ф1 (terminate),
19:30-20:00,"CDR, FE-2",Daily food prep,
19:35-20:00,FE-1,Daily food prep,
20:00-20:30,,DINNER,
20:30-21:30,,Pre-sleep,
21:30-06:00,,SLEEP,
GMT,CREW,ACTIVITY,
06:00-06:10,,Morning inspection,
06:10-06:20,FE-1,МО-8. Set-up,
,CDR,Calf volume measurement,
06:10-06:25,FE-2,Post-sleep,
06:20-06:40,FE-1,,
06:20-06:35,CDR,Body mass measurement,
06:25-06:35,FE-2,Calf volume measurement,
06:35-06:50,Body mass measurement,,
06:35-07:05,CDR,Post-sleep,
06:40-06:50,FE-1,Calf volume measurement,
06:50-07:05,Body mass measurement,,
06:50-07:05,FE-2,Post-sleep,
07:05-07:55,FE-2,BREAKFAST,
07:05-07:15,CDR,,
07:05-07:15,FE-1,MO-8. Close-out ops,
07:15-08:05,BREAKFAST,,
07:15-07:30,CDR,Private Family Conference (Ku + S-band),
07:30-07:55,BREAKFAST,,
07:55-08:05,"CDR,FE-2",Prep for Work,
08:05-08:20,.,Daily Planning Conference (S-band),
08:20-08:35,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),
08:35-08:50,CDR,Prep for Work,
